100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
323,3073;956;340;3000;3253;3526;1750;2603;4703;5105;1607;3587;1655;2870;2;1255;2053;2348;3854;4607;4775;618;4050;3721;785;4571;614;5602;3183;677;447;3344;2513;588;3935;237;742;2714,daytime:night,353;100,291;99,1057;98,1420;97,932;96,104;95,7;94,1131;93,173;92,56;91,63;90,2501;89,785;88,280;87,679;86,51;85,86;84,141;83,95;82,406;81,4465;80,604;79,7143;78,284;77,1607;76,189;75,2151;74,131;73,97;72,333;71,6141;70,250;69,905;68,457;67,458;66,681;65,2662;64,2652;63,140;62,1883;61,269;60,3799;59,181;58,3588;57,84;56,1477;55,184;54,27;53,1499;52,960;51,1550;50,2047;49,725;48,2205;47,600;46,2266;45,671;44,3359;43,6091;42,845;41,222;40,4567;39,666;38,2703;37,893;36,456;35,60;34,3415;33,2859;32,975;31,366;30,891;29,1789;28,6036;27,2349;26,1236;25,545;24,624;23,267;22,29;21,4741;20,235;19,1164;18,3770;17,5362;16,98;15,703;14,1790;13,1135;12,3173;11,629;10,2053;9,447;8,593;7,2338;6,1862;5,1385;4,1860;3,2124;2,1786;1
323,1909;3866;2748;5439;3829;4315;6708;4848;4692;4173;291;938;5727;3575;3620;4378;45;2347;3358;1927;4951;1385;439;2713;3254;2812;5703;1499,daytime:afternoon,353;100,291;99,1057;98,432;97,1420;96,932;95,104;94,7;93,1131;92,232;91,173;90,270;89,63;88,2501;87,785;86,280;85,51;84,86;83,277;82,141;81,95;80,54;79,4465;78,604;77,7143;76,284;75,1607;74,189;73,2151;72,97;71,6141;70,250;69,1194;68,457;67,681;66,3028;65,2662;64,2652;63,140;62,1883;61,269;60,181;59,3588;58,84;57,1477;56,27;55,1499;54,1550;53,2047;52,725;51,2205;50,600;49,2266;48,671;47,6091;46,8;45,3;44,845;43,222;42,4567;41,666;40,2703;39,893;38,60;37,3415;36,2859;35,975;34,366;33,891;32,1789;31,6036;30,2349;29,1236;28,545;27,624;26,267;25,29;24,4741;23,235;22,2209;21,3770;20,5362;19,98;18,703;17,1790;16,1135;15,3173;14,629;13,2053;12,447;11,593;10,2338;9,1862;8,1385;7,263;6,128;5,1860;4,2124;3,1786;2,4740;1
182,6679;569;3971;1061;132;740,daytime:morning,2501;100,51;99,284;98,104;97,386;96,127;95,2832;94,1960;93,141;92,1131;91,38;90,785;89,1138;88,3238;87,1420;86,981;85,140;84,750;83,184;82,679;81,1693;80,166;79,5946;78,457;77,3971;76,6029;75,270;74,1196;73,2652;72,4925;71,1645;70,657;69,5295;68,3366;67,974;66,410;65,235;64,3575;63,1401;62,2649;61,2036;60,291;59,181;58,424;57,663;56,6801;55,1368;54,3191;53,432;52,8;51,4919;50,6679;49,1607;48,406;47,2091;46,932;45,10;44,5973;43,232;42,250;41,923;40,6838;39,3006;38,621;37,86;36,717;35,60;34,2168;33,474;32,1703;31,2209;30,552;29,1057;28,3894;27,6052;26,287;25,7143;24,6841;23,1254;22,2355;21,1170;20,5521;19,1752;18,420;17,3450;16,3005;15,1024;14,3159;13,213;12,553;11,3831;10,321;9,533;8,95;7,4451;6,665;5,4567;4,769;3,26;2,134;1
182,759;432,daytime:evening,2501;100,51;99,284;98,104;97,386;96,127;95,2832;94,1960;93,1131;92,38;91,54;90,1138;89,3238;88,6150;87,996;86,1420;85,981;84,140;83,750;82,679;81,1693;80,166;79,5946;78,457;77,3971;76,280;75,6029;74,270;73,1196;72,2652;71,4925;70,1645;69,657;68,5295;67,3366;66,974;65,410;64,235;63,3575;62,500;61,1401;60,2649;59,173;58,291;57,181;56,424;55,663;54,6801;53,441;52,1368;51,3191;50,432;49,8;48,4919;47,6679;46,1607;45,406;44,2091;43,932;42,10;41,5973;40,232;39,250;38,84;37,923;36,6838;35,3006;34,621;33,86;32,717;31,2168;30,474;29,1703;28,2209;27,552;26,1057;25,3894;24,6052;23,287;22,7143;21,6841;20,1254;19,2355;18,1170;17,5521;16,1752;15,420;14,3450;13,3005;12,1024;11,3159;10,213;9,553;8,3831;7,321;6,533;5,95;4,4451;3,4567;2,769;1
182,144;5431;646;6314;1226;4392;148;7143,daytime:night,2501;100,51;99,104;98,386;97,127;96,2832;95,1960;94,141;93,1131;92,38;91,785;90,54;89,1138;88,6150;87,996;86,1420;85,981;84,140;83,184;82,679;81,1693;80,166;79,5946;78,457;77,3971;76,280;75,6029;74,1196;73,2652;72,4925;71,1645;70,5295;69,410;68,235;67,3575;66,500;65,1401;64,2649;63,2036;62,173;61,291;60,181;59,424;58,663;57,6801;56,441;55,1368;54,432;53,8;52,4919;51,6679;50,1607;49,406;48,2091;47,932;46,10;45,232;44,250;43,84;42,923;41,6838;40,3006;39,621;38,86;37,717;36,60;35,2168;34,474;33,1703;32,2209;31,552;30,1057;29,3894;28,6052;27,7143;26,6841;25,1254;24,2355;23,1170;22,5521;21,1752;20,420;19,3450;18,3005;17,1024;16,3159;15,213;14,3831;13,321;12,533;11,95;10,4451;9,665;8,4567;7,769;6,26;5,134;4,2151;3,98;2,4263;1
182,5567;1626;6029,daytime:afternoon,2501;100,51;99,284;98,386;97,127;96,2832;95,1960;94,141;93,1131;92,38;91,785;90,54;89,1138;88,3238;87,6150;86,996;85,1420;84,981;83,140;82,750;81,184;80,679;79,1693;78,166;77,5946;76,457;75,3971;74,280;73,6029;72,270;71,1196;70,2652;69,4925;68,1645;67,657;66,5295;65,3366;64,974;63,410;62,235;61,3575;60,500;59,1401;58,2649;57,2036;56,173;55,181;54,424;53,663;52,6801;51,441;50,1368;49,3191;48,432;47,8;46,4919;45,6679;44,1607;43,406;42,2091;41,932;40,10;39,5973;38,232;37,250;36,84;35,923;34,6838;33,3006;32,621;31,86;30,717;29,60;28,2168;27,474;26,1703;25,2209;24,552;23,3894;22,6052;21,287;20,7143;19,6841;18,1254;17,2355;16,5521;15,1752;14,420;13,3450;12,3005;11,1024;10,3159;9,213;8,553;7,3831;6,321;5,95;4,4451;3,665;2,4567;1
9,1599;6810;2456;776;4589;6148;7159;2358;1594;2833;3307;443;5113;6682;1243;4125;5555;418;1384;4991;1997;4550;550;1348;5547;1410;1470;7116;20;1296;2194;6093;3171;404;2474;3657;609;133;3585;405;2184;6913;1160;5791;1881;2039;531;1698;2578;3220;4652;2599;644;2247;1873;2751;1653;1312;5218;4450;2607;529;4272;4701;260;7247;2518;4280;1992;753;6676,daytime:night,4589;100,829;99,2060;98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1909;3621;3167;4920;6118;1298;1126;1786;295;2630;6219;4788;1356;5180;4260;1334;4876;7080;6134;68;2827,daytime:morning,95;100,353;99,2124;98,2724;97,3953;96,2645;95,6219;94,4997;93,269;92,2859;91,1860;90,3460;89,1694;88,624;87,5264;86,2059;85,2082;84,2349;83,1142;82,1749;81,6129;80,393;79,5665;78,788;77,1982;76,3119;75,1917;74,241;73,2697;72,4457;71,1936;70,629;69,2664;68,1275;67,545;66,4849;65,1496;64,1146;63,389;62,5117;61,2913;60,1550;59,7078;58,672;57,2486;56,771;55,754;54,4175;53,4741;52,1525;51,6535;50,3762;49,332;48,1951;47,2470;46,1683;45,1701;44,2104;43,1350;42,5420;41,2177;40,2755;39,2700;38,604;37,1558;36,1126;35,2156;34,3337;33,701;32,1748;31,5939;30,1183;29,3427;28,3424;27,229;26,2164;25,1622;24,2605;23,3194;22,472;21,4225;20,420;19,1298;18,1164;17,396;16,2705;15,3897;14,5515;13,333;12,2849;11,2746;10,1235;9,2408;8,3392;7,3667;6,397;5,4740;4,2384;3,5305;2,1255;1
183,6541;4927;5052;3430;4319;2934;6186;2028;4061;2431;1789;3464;4267;5925;6550;2233;3779;1276;5133,daytime:evening,95;100,353;99,2124;98,2724;97,3953;96,1750;95,2645;94,6219;93,4997;92,269;91,2859;90,1860;89,3460;88,1694;87,624;86,5264;85,2059;84,4930;83,2082;82,2349;81,1142;80,1749;79,6129;78,393;77,5665;76,788;75,524;74,3119;73,1917;72,241;71,2697;70,4457;69,1936;68,629;67,2664;66,545;65,4849;64,1146;63,389;62,5117;61,2913;60,1550;59,7078;58,672;57,2486;56,771;55,754;54,4175;53,4741;52,3929;51,1525;50,6535;49,332;48,1951;47,2470;46,4120;45,1683;44,1701;43,2104;42,1350;41,5420;40,2177;39,2755;38,2700;37,604;36,1558;35,1126;34,2156;33,3337;32,701;31,1748;30,5939;29,1183;28,3427;27,3424;26,229;25,2164;24,1622;23,2605;22,3194;21,472;20,4225;19,420;18,1298;17,396;16,2705;15,3897;14,5515;13,333;12,2849;11,2746;10,1235;9,2408;8,3392;7,3667;6,4740;5,2384;4,3536;3,5305;2,1255;1
183,3247;5810;207;535;3807;3561;4347;709;985;2448;1246;1148;4102;6330;5022;253;1825;6319;5101;27;3790;1321;1715;4452;2626,daytime:night,95;100,2724;99,3953;98,1750;97,2645;96,6219;95,4997;94,269;93,2859;92,1860;91,3460;90,1694;89,624;88,5264;87,2059;86,4930;85,2082;84,2349;83,1142;82,1749;81,6129;80,393;79,5665;78,788;77,1982;76,524;75,3119;74,1917;73,241;72,2697;71,4457;70,629;69,2664;68,1275;67,545;66,4849;65,1496;64,1146;63,389;62,5117;61,1550;60,7078;59,672;58,2486;57,771;56,754;55,4175;54,4741;53,3929;52,1525;51,6535;50,3762;49,332;48,1951;47,2470;46,4120;45,1683;44,1701;43,2104;42,1350;41,2177;40,2755;39,2700;38,604;37,1558;36,1126;35,2156;34,3337;33,701;32,1748;31,5939;30,1183;29,3427;28,3424;27,229;26,2164;25,1622;24,2605;23,3194;22,472;21,4225;20,420;19,1298;18,1164;17,2705;16,3897;15,5515;14,333;13,2849;12,1235;11,2408;10,3392;9,3667;8,397;7,4740;6,2384;5,3536;4,1255;3,439;2,5650;1
183,7053;3144;4798;389;4558;4175;3683;6842;3634;6233;1622;1849;5511;4773;4546;5639;1630;3246;1547;1596,daytime:afternoon,95;100,353;99,2124;98,2724;97,3953;96,1750;95,2645;94,6219;93,4997;92,269;91,2859;90,1860;89,3460;88,1694;87,624;86,2059;85,4930;84,2082;83,2349;82,1142;81,1749;80,6129;79,393;78,788;77,1982;76,524;75,3119;74,241;73,2697;72,4457;71,1936;70,629;69,2664;68,1275;67,4849;66,1496;65,1146;64,389;63,5117;62,2913;61,1550;60,7078;59,672;58,2486;57,771;56,754;55,4175;54,4741;53,3929;52,1525;51,6535;50,3762;49,332;48,1951;47,2470;46,4120;45,1683;44,1701;43,2104;42,5420;41,2177;40,2755;39,604;38,1558;37,1126;36,2156;35,3337;34,701;33,1748;32,5939;31,1183;30,3427;29,229;28,2164;27,1622;26,2605;25,3194;24,4225;23,420;22,1298;21,1164;20,396;19,2705;18,2849;17,2746;16,1235;15,2408;14,3667;13,397;12,4740;11,2384;10,3536;9,5305;8,1255;7,439;6,5650;5,4418;4,4016;3,4691;2,3939;1
154,3005;6157;5660;5910;249;797;3262;29;189;981;7036;700;2487;2457;3338;31;4564;6034;4738;3709;19;663;1521;321;88;7161,daytime:morning,2151;100,353;99,104;98,54;97,140;96,2652;95,1057;94,1420;93,3770;92,173;91,1645;90,456;89,604;88,60;87,86;86,2703;85,1131;84,291;83,84;82,1960;81,1477;80,284;79,1499;78,6091;77,1550;76,141;75,2649;74,893;73,1883;72,932;71,250;70,6867;69,95;68,3575;67,3;66,63;65,4567;64,269;63,4444;62,51;61,3028;60,457;59,7;58,2604;57,740;56,603;55,432;54,3069;53,942;52,1240;51,386;50,2291;49,5457;48,2053;47,3415;46,4740;45,366;44,1879;43,263;42,3588;41,27;40,905;39,2662;38,975;37,4920;36,53;35,3829;34,2168;33,1401;32,458;31,2526;30,500;29,7143;28,1765;27,848;26,3191;25,3872;24,4300;23,891;22,420;21,164;20,6073;19,1099;18,1786;17,1862;16,235;15,3359;14,2501;13,3681;12,277;11,974;10,3929;9,189;8,181;7,6541;6,2348;5,3317;4,3959;3,2940;2,3553;1
154,2529;58;6768;3462;5592;3826;6708;911;3943;5019;320;2291;5391;4674;6844;3029;2633;3681;169;6263;3173;182;2275;179;6819;1568;1862;3189,daytime:evening,2151;100,353;99,232;98,2652;97,1420;96,6141;95,3770;94,173;93,1645;92,456;91,604;90,406;89,60;88,86;87,2703;86,1131;85,291;84,270;83,84;82,3975;81,1960;80,1477;79,284;78,1499;77,6091;76,1550;75,56;74,2649;73,893;72,1883;71,932;70,250;69,6867;68,95;67,785;66,3575;65,3;64,4567;63,269;62,4444;61,51;60,3028;59,457;58,7;57,740;56,1607;55,280;54,432;53,3069;52,4080;51,942;50,1240;49,679;48,184;47,98;46,2859;45,386;44,2291;43,5457;42,5100;41,4740;40,366;39,1879;38,263;37,3588;36,27;35,905;34,2662;33,975;32,4920;31,53;30,5757;29,3829;28,2168;27,1401;26,458;25,1506;24,2526;23,500;22,7143;21,1765;20,848;19,3191;18,3872;17,4300;16,891;15,420;14,164;13,6073;12,681;11,1099;10,1786;9,1862;8,235;7,3359;6,2501;5,3681;4,1514;3,277;2,3929;1
154,1453;1753;6052;6904;4208;4271;4942;480;2477;5966;458,daytime:night,2151;100,353;99,232;98,104;97,54;96,140;95,2652;94,1057;93,1420;92,6141;91,3770;90,173;89,1645;88,604;87,406;86,60;85,86;84,2703;83,1131;82,291;81,270;80,84;79,3975;78,1960;77,1477;76,1499;75,1550;74,141;73,56;72,2649;71,893;70,1883;69,932;68,250;67,6867;66,95;65,785;64,3575;63,3;62,63;61,4567;60,269;59,4444;58,51;57,457;56,7;55,2604;54,1607;53,603;52,280;51,3069;50,4080;49,942;48,1240;47,679;46,184;45,98;44,2859;43,386;42,2291;41,5457;40,5100;39,2053;38,3415;37,4740;36,366;35,1879;34,263;33,3588;32,27;31,905;30,2662;29,975;28,4920;27,53;26,5757;25,3829;24,2168;23,1401;22,458;21,1506;20,2526;19,500;18,7143;17,1765;16,848;15,3191;14,3872;13,891;12,420;11,164;10,6073;9,681;8,1099;7,1786;6,1862;5,235;4,3359;3,2501;2,3681;1
