100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
323,50;1962;6841;679;5714;607;3328;5516;4620;5238;2821;2116;524;2199;5400;2450;500;6184;3881;6879;5106;4077;1226;2136;543;905,daytime:afternoon,95;100,974;99,270;98,60;97,1131;96,6141;95,742;94,2372;93,7143;92,84;91,232;90,2894;89,86;88,457;87,173;86,1645;85,1057;84,339;83,353;82,646;81,54;80,136;79,14;78,1240;77,785;76,3;75,1102;74,604;73,2268;72,6545;71,189;70,905;69,250;68,1749;67,1883;66,1335;65,284;64,1196;63,3770;62,128;61,2124;60,1158;59,277;58,63;57,1166;56,168;55,222;54,2859;53,214;52,1365;51,1862;50,1148;49,679;48,27;47,3561;46,1948;45,3028;44,1349;43,5973;42,1550;41,2338;40,241;39,1868;38,6675;37,740;36,3601;35,1725;34,3521;33,3255;32,3943;31,7;30,1014;29,102;28,919;27,430;26,797;25,2583;24,657;23,942;22,1936;21,1097;20,1276;19,680;18,6312;17,545;16,2168;15,312;14,218;13,1939;12,1960;11,703;10,2946;9,5757;8,148;7,1417;6,2558;5,386;4,2164;3,181;2,5481;1
182,996;84;89,daytime:morning,386;100,742;99,7143;98,184;97,974;96,2110;95,1960;94,291;93,1102;92,480;91,6158;90,6141;89,166;88,4404;87,363;86,453;85,665;84,2372;83,2792;82,905;81,214;80,2894;79,5973;78,785;77,1131;76,3444;75,553;74,3366;73,6029;72,6675;71,3359;70,5946;69,250;68,349;67,270;66,3277;65,3763;64,1645;63,95;62,2505;61,181;60,1450;59,167;58,399;57,6801;56,5496;55,663;54,6131;53,5531;52,923;51,284;50,3561;49,127;48,1170;47,60;46,2562;45,3579;44,5255;43,1196;42,287;41,646;40,148;39,104;38,1363;37,1335;36,1365;35,750;34,1244;33,450;32,516;31,2650;30,988;29,2355;28,1405;27,703;26,542;25,5567;24,2845;23,942;22,1786;21,3162;20,1166;19,1614;18,621;17,169;16,4796;15,6838;14,5185;13,2063;12,128;11,14;10,5907;9,938;8,1226;7,420;6,86;5,996;4,2832;3,179;2,252;1
182,184,daytime:evening,386;100,7143;99,54;98,184;97,974;96,2110;95,1960;94,291;93,1102;92,480;91,6158;90,6141;89,166;88,4404;87,363;86,453;85,2372;84,2792;83,905;82,214;81,2894;80,5973;79,1131;78,3444;77,553;76,3366;75,6029;74,6675;73,3359;72,5946;71,250;70,349;69,270;68,3277;67,3763;66,1645;65,95;64,2505;63,181;62,1450;61,167;60,6679;59,399;58,6801;57,5496;56,663;55,6131;54,5531;53,923;52,284;51,3561;50,127;49,1170;48,2562;47,132;46,3579;45,5255;44,1196;43,287;42,173;41,646;40,148;39,104;38,1363;37,1335;36,1365;35,750;34,1244;33,450;32,516;31,2650;30,988;29,2355;28,1405;27,703;26,542;25,5567;24,2845;23,942;22,1786;21,3162;20,1166;19,1614;18,621;17,169;16,4796;15,6838;14,5185;13,2063;12,14;11,5907;10,938;9,1226;8,420;7,86;6,996;5,3971;4,2832;3,179;2,5440;1
182,657;1193;256;284;6141,daytime:night,386;100,742;99,54;98,184;97,2110;96,1960;95,291;94,1102;93,480;92,6158;91,6141;90,166;89,4404;88,363;87,453;86,665;85,2372;84,2792;83,905;82,214;81,2894;80,785;79,1131;78,3444;77,6029;76,3359;75,5946;74,250;73,349;72,3277;71,3763;70,1645;69,95;68,2505;67,181;66,1450;65,167;64,6679;63,399;62,6801;61,5496;60,663;59,6131;58,5531;57,923;56,284;55,3561;54,127;53,1170;52,60;51,2562;50,132;49,3579;48,5255;47,1196;46,173;45,104;44,1363;43,1335;42,1365;41,1244;40,450;39,516;38,2650;37,988;36,2355;35,1405;34,703;33,542;32,5567;31,2845;30,942;29,1786;28,3162;27,1166;26,1614;25,621;24,169;23,4796;22,6838;21,5185;20,2063;19,128;18,14;17,5907;16,938;15,420;14,86;13,996;12,3971;11,2832;10,179;9,5440;8,252;7,2946;6,4191;5,3943;4,6150;3,168;2,4889;1
182,102;5496;1170;533;1057,daytime:afternoon,386;100,742;99,7143;98,54;97,184;96,974;95,2110;94,1960;93,1102;92,480;91,6158;90,6141;89,166;88,4404;87,363;86,453;85,665;84,2372;83,2792;82,905;81,214;80,2894;79,5973;78,785;77,1131;76,3444;75,553;74,3366;73,6675;72,3359;71,5946;70,250;69,349;68,270;67,3277;66,3763;65,1645;64,95;63,2505;62,181;61,1450;60,167;59,6679;58,399;57,6801;56,5496;55,663;54,6131;53,5531;52,923;51,284;50,3561;49,127;48,1170;47,60;46,2562;45,132;44,3579;43,5255;42,1196;41,287;40,173;39,646;38,148;37,1363;36,1335;35,1365;34,750;33,1244;32,450;31,2650;30,988;29,2355;28,1405;27,703;26,542;25,2845;24,942;23,1786;22,3162;21,1166;20,1614;19,621;18,169;17,4796;16,6838;15,5185;14,2063;13,128;12,14;11,5907;10,938;9,1226;8,420;7,86;6,996;5,3971;4,2832;3,179;2,5440;1
183,6305;1007;3648;4468;2896;6643;4219;970;1750;6547;2631;4470;426;5691;4391;3557,daytime:morning,3701;100,1749;99,60;98,353;97,874;96,942;95,3774;94,2450;93,2477;92,354;91,136;90,3521;89,5731;88,1936;87,1166;86,1484;85,2522;84,435;83,603;82,84;81,263;80,1550;79,232;78,545;77,189;76,7100;75,5250;74,1281;73,4196;72,604;71,458;70,6639;69,5545;68,5150;67,107;66,2512;65,757;64,1970;63,3717;62,3620;61,5401;60,5640;59,2124;58,1789;57,5236;56,3861;55,2164;54,1396;53,3645;52,960;51,1583;50,2082;49,3383;48,1701;47,754;46,2985;45,2888;44,5031;43,2785;42,1006;41,3424;40,3840;39,339;38,3942;37,86;36,389;35,1622;34,3479;33,3762;32,1677;31,2347;30,934;29,6841;28,1838;27,573;26,3;25,2349;24,5686;23,6112;22,5639;21,4997;20,771;19,788;18,4852;17,2022;16,56;15,1911;14,7026;13,2183;12,6312;11,2094;10,993;9,2738;8,3975;7,2724;6,2940;5,2059;4,1868;3,1951;2,1349;1
183,5026;5071;309;4146;1023;1275;428;4274;6231;4660;1880;6140;798;2295;1164;5989;4981,daytime:evening,3701;100,1749;99,60;98,353;97,874;96,942;95,3774;94,2539;93,2450;92,2477;91,354;90,136;89,3521;88,5731;87,3357;86,1936;85,1166;84,1484;83,2522;82,435;81,603;80,84;79,263;78,1550;77,232;76,545;75,189;74,7100;73,5250;72,1281;71,4196;70,604;69,524;68,458;67,6639;66,5545;65,5150;64,107;63,2512;62,757;61,1970;60,3717;59,3620;58,5401;57,5640;56,2124;55,5236;54,4930;53,3861;52,2164;51,1396;50,3645;49,960;48,1583;47,2082;46,3383;45,1701;44,754;43,2985;42,2888;41,5031;40,2785;39,1006;38,3424;37,679;36,3840;35,339;34,3942;33,86;32,389;31,1622;30,3479;29,1126;28,1677;27,2550;26,934;25,6841;24,1838;23,573;22,3;21,2349;20,5686;19,6112;18,5639;17,4997;16,771;15,788;14,4852;13,2022;12,56;11,1911;10,4788;9,6118;8,7026;7,2183;6,6312;5,993;4,2738;3,3975;2,2724;1
183,6258;4070;396;6095;4804;249;4249;255;2746;2579;5689;5770;5025;2080;2847;2861;3940;4411;3579;1258;681,daytime:night,1749;100,60;99,874;98,942;97,3774;96,2539;95,2450;94,2477;93,354;92,136;91,3521;90,5731;89,3357;88,1166;87,1484;86,2522;85,435;84,603;83,84;82,263;81,1550;80,232;79,545;78,189;77,7100;76,5250;75,1281;74,4196;73,604;72,524;71,458;70,6639;69,5545;68,5150;67,107;66,2512;65,757;64,1970;63,3717;62,3620;61,5401;60,5640;59,1789;58,5236;57,4930;56,3861;55,2164;54,1396;53,3645;52,960;51,1583;50,2082;49,3383;48,1701;47,754;46,2985;45,2888;44,2785;43,1006;42,3424;41,679;40,3840;39,339;38,3942;37,86;36,389;35,1622;34,3762;33,1126;32,1677;31,2550;30,2347;29,934;28,6841;27,1838;26,573;25,3;24,2349;23,5686;22,6112;21,5639;20,4997;19,771;18,788;17,4852;16,2022;15,56;14,1911;13,4788;12,6118;11,7026;10,2183;9,6312;8,2094;7,993;6,2738;5,3975;4,2724;3,2940;2,2059;1
183,1842;859;545;1917;4301;3829;5728;3897;608;5948;1473;3484;3031;3269;5488;2700;2093;5578;3058,daytime:afternoon,3701;100,1749;99,60;98,353;97,874;96,942;95,3774;94,2539;93,2450;92,2477;91,354;90,136;89,3521;88,5731;87,3357;86,1936;85,1166;84,1484;83,2522;82,435;81,603;80,84;79,263;78,1550;77,232;76,545;75,189;74,7100;73,5250;72,4196;71,604;70,524;69,458;68,6639;67,5545;66,5150;65,107;64,757;63,3717;62,3620;61,5640;60,2124;59,1789;58,5236;57,4930;56,3861;55,2164;54,1396;53,3645;52,960;51,1583;50,2082;49,3383;48,1701;47,754;46,2985;45,2888;44,5031;43,2785;42,1006;41,679;40,3840;39,339;38,3942;37,86;36,3479;35,3762;34,1126;33,1677;32,2550;31,2347;30,934;29,6841;28,1838;27,573;26,3;25,2349;24,5686;23,6112;22,4997;21,771;20,788;19,4852;18,2022;17,56;16,1911;15,4788;14,6118;13,7026;12,2183;11,6312;10,2094;9,993;8,2738;7,3975;6,2724;5,2940;4,2059;3,1868;2,1951;1
154,930;56;303;3807;679;6797;3052;607;1514;6141;5105;2583;3068;1506;5170;4547;6612;1791;1004;5246;5100;5528;3654;727;5077;646;4917;3730;6007;3258;4549;806,daytime:morning,742;100,6141;99,54;98,2372;97,60;96,95;95,1196;94,456;93,974;92,3620;91,905;90,3028;89,1131;88,291;87,136;86,1685;85,214;84,960;83,646;82,2894;81,1417;80,7143;79,740;78,148;77,1335;76,86;75,1014;74,173;73,3561;72,2063;71,3943;70,4048;69,181;68,6312;67,657;66,84;65,919;64,1166;63,2031;62,267;61,458;60,6801;59,942;58,457;57,1102;56,1226;55,516;54,5712;53,1240;52,2558;51,3;50,6675;49,430;48,69;47,2338;46,3101;45,1057;44,2164;43,168;42,178;41,250;40,4369;39,386;38,5973;37,703;36,63;35,284;34,1236;33,131;32,6134;31,6904;30,1097;29,4404;28,128;27,179;26,3359;25,679;24,3444;23,2832;22,104;21,5730;20,3417;19,1862;18,166;17,312;16,2588;15,1883;14,1645;13,607;12,8;11,4636;10,277;9,1877;8,335;7,4514;6,67;5,2168;4,1242;3,713;2,432;1
154,817;5736;5176;5110;4816;3630;3565;2932;4104;104;4427;6696;3885;3004;1135;4352;6470;3457;3788;5866;1759;3460;1385;2253;670;2172;140,daytime:evening,184;100,270;99,6141;98,2372;97,60;96,95;95,2650;94,1196;93,456;92,3620;91,905;90,3028;89,1131;88,291;87,232;86,136;85,189;84,214;83,960;82,646;81,406;80,2894;79,7143;78,740;77,148;76,1335;75,86;74,1014;73,173;72,3561;71,2063;70,4048;69,785;68,181;67,6312;66,657;65,84;64,919;63,1166;62,267;61,458;60,6801;59,942;58,457;57,1102;56,1226;55,516;54,1240;53,7036;52,3;51,6675;50,280;49,430;48,69;47,2338;46,2164;45,168;44,178;43,250;42,4369;41,386;40,5973;39,703;38,284;37,6134;36,6904;35,1097;34,4404;33,128;32,5757;31,3359;30,679;29,1276;28,3444;27,2832;26,104;25,5730;24,3417;23,166;22,312;21,2588;20,1883;19,1645;18,607;17,6314;16,3816;15,8;14,4636;13,277;12,1877;11,132;10,1775;9,335;8,4514;7,67;6,2168;5,1242;4,447;3,713;2,432;1
154,1834;5985;1725;2901;7041;4672;554;5927;530;5294;1937;1180;446;5478;6923;3132;2784;5099;3364;124;2983;6111;427;5973;407;3172;3891;5024;1336;2877,daytime:afternoon,742;100,184;99,270;98,6141;97,54;96,2372;95,95;94,2650;93,1196;92,456;91,974;90,3620;89,905;88,3028;87,1131;86,232;85,136;84,189;83,1685;82,214;81,960;80,646;79,406;78,2894;77,1417;76,7143;75,740;74,148;73,1014;72,3561;71,2063;70,3943;69,4048;68,785;67,181;66,6312;65,657;64,84;63,919;62,1166;61,2031;60,267;59,458;58,6801;57,457;56,1102;55,5712;54,1240;53,7036;52,2558;51,280;50,430;49,69;48,2338;47,3101;46,1057;45,2164;44,168;43,178;42,250;41,4369;40,386;39,5973;38,703;37,63;36,284;35,1236;34,131;33,6134;32,6904;31,1097;30,4404;29,5757;28,179;27,3359;26,679;25,1276;24,3444;23,2832;22,104;21,5730;20,3417;19,1862;18,166;17,312;16,2588;15,1883;14,1645;13,607;12,6314;11,3816;10,8;9,4636;8,1877;7,132;6,1775;5,335;4,67;3,2168;2,1242;1
210,1157;340;1973;3516;5429;7261;3937;4515;1407;4041;933;2348;63;2506;3078;830;5194;3814;3033;2355;6890;1979;284;605;794;955;2794;1226,daytime:morning,6141;100,95;99,2372;98,267;97,14;96,184;95,742;94,60;93,214;92,974;91,54;90,3620;89,1166;88,406;87,86;86,456;85,71;84,7143;83,1240;82,291;81,84;80,1014;79,132;78,519;77,280;76,3260;75,45;74,430;73,6904;72,1242;71,63;70,3359;69,960;68,1335;67,335;66,179;65,189;64,942;63,1365;62,173;61,2031;60,3338;59,140;58,740;57,6312;56,2338;55,1948;54,785;53,284;52,2231;51,7;50,3008;49,8;48,457;47,69;46,128;45,919;44,256;43,6666;42,2164;41,1684;40,1455;39,1753;38,3179;37,3579;36,2650;35,366;34,181;33,2848;32,6801;31,3238;30,250;29,2063;28,1454;27,3561;26,3;25,593;24,33;23,6034;22,232;21,1057;20,131;19,660;18,5449;17,168;16,2859;15,905;14,1633;13,4514;12,2530;11,3816;10,797;9,1961;8,2558;7,1157;6,2349;5,2662;4,600;3,1097;2,2864;1
210,205;327;3314;697;147;1641;377;5468;3304;4499;1;3643;2359;144;5212;1022;527;8;1980;2486;3069;4486;2888;1034;7034;1061;1321;1499;3149;6865;2093;2968;945;6041;660;148;2213;184;506;1598;1880;6675;3602;3885;189;2085;98;1812;740;3037;3280;280;3632;1195;366;603;1789;3846;3379;5801;2521;2731;905;2417;1959,daytime:night,95;100,2372;99,267;98,1883;97,14;96,184;95,742;94,60;93,1196;92,214;91,1231;90,974;89,54;88,270;87,3620;86,1166;85,406;84,86;83,456;82,71;81,646;80,7143;79,291;78,1014;77,132;76,280;75,3260;74,45;73,430;72,6904;71,1242;70,63;69,3359;68,960;67,335;66,179;65,189;64,942;63,1365;62,173;61,3338;60,140;59,4048;58,740;57,178;56,1417;55,6312;54,2338;53,1862;52,1948;51,785;50,284;49,2231;48,7;47,3008;46,8;45,3943;44,457;43,69;42,128;41,6666;40,2164;39,1684;38,6036;37,3179;36,3579;35,2650;34,366;33,181;32,2848;31,6801;30,250;29,2063;28,1454;27,3561;26,593;25,33;24,6034;23,232;22,1057;21,131;20,660;19,5449;18,168;17,2859;16,1685;15,905;14,1633;13,628;12,4514;11,2530;10,3816;9,797;8,1961;7,2558;6,1157;5,2349;4,893;3,2662;2,600;1
