100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
323,1909;3866;2748;5439;3829;4315;6708;4848;4692;4173;291;938;5727;3575;3620;4378;45;2347;3358;1927;4951;1385;439;2713;3254;2812;5703;1499,daytime:afternoon,270;100,95;99,725;98,1240;97,60;96,51;95,353;94,6141;93,141;92,785;91,1550;90,222;89,1883;88,232;87,4404;86,1057;85,1765;84,366;83,250;82,86;81,1275;80,681;79,8;78,5757;77,269;76,3191;75,54;74,1131;73,399;72,4418;71,603;70,974;69,277;68,2811;67,1789;66,6067;65,4444;64,2501;63,4050;62,457;61,291;60,2336;59,3;58,189;57,5100;56,7;55,6867;54,4740;53,27;52,1879;51,424;50,173;49,893;48,545;47,432;46,339;45,284;44,267;43,6036;42,383;41,1645;40,1936;39,1023;38,5517;37,2693;36,241;35,6838;34,2424;33,955;32,742;31,386;30,604;29,97;28,1514;27,98;26,4299;25,6885;24,1562;23,439;22,624;21,2926;20,1148;19,7140;18,771;17,942;16,2205;15,5295;14,84;13,2880;12,2164;11,1276;10,2373;9,2384;8,3321;7,5502;6,518;5,2662;4,2596;3,2143;2,1417;1
182,6679;569;3971;1061;132;740,daytime:morning,270;100,621;99,51;98,725;97,769;96,4091;95,95;94,406;93,5295;92,141;91,166;90,14;89,4925;88,60;87,974;86,5757;85,256;84,456;83,291;82,1477;81,184;80,7143;79,1057;78,474;77,353;76,86;75,386;74,4768;73,4299;72,1006;71,657;70,232;69,1645;68,785;67,6545;66,4928;65,284;64,1789;63,1622;62,222;61,4159;60,913;59,128;58,1142;57,4580;56,5517;55,787;54,132;53,3904;52,1685;51,5502;50,76;49,3000;48,3191;47,679;46,5364;45,1947;44,671;43,3551;42,1568;41,923;40,4671;39,1240;38,960;37,235;36,2091;35,6838;34,1131;33,4585;32,1417;31,2053;30,368;29,1055;28,399;27,726;26,988;25,6801;24,6052;23,5929;22,4919;21,3052;20,2946;19,181;18,6292;17,1773;16,402;15,250;14,180;13,2104;12,3366;11,3971;10,294;9,2336;8,2209;7,3;6,3999;5,190;4,4517;3,5945;2,241;1
182,759;432,daytime:evening,270;100,621;99,51;98,725;97,769;96,4091;95,54;94,95;93,406;92,5295;91,166;90,14;89,4925;88,974;87,5757;86,256;85,456;84,291;83,1477;82,84;81,7143;80,1057;79,474;78,353;77,86;76,280;75,386;74,4768;73,4299;72,1006;71,6150;70,657;69,232;68,1645;67,441;66,6545;65,4928;64,284;63,1789;62,1622;61,173;60,222;59,4159;58,913;57,6036;56,1142;55,4580;54,5517;53,787;52,132;51,3904;50,1685;49,5502;48,76;47,3000;46,3191;45,679;44,5364;43,1947;42,671;41,89;40,3551;39,1568;38,923;37,4671;36,1240;35,960;34,235;33,2091;32,6838;31,1131;30,4585;29,1417;28,2053;27,368;26,1055;25,399;24,726;23,988;22,996;21,6801;20,6052;19,5929;18,3599;17,4919;16,3052;15,2946;14,181;13,6292;12,1773;11,402;10,250;9,180;8,2104;7,3366;6,3971;5,294;4,2336;3,2209;2,3;1
182,144;5431;646;6314;1226;4392;148;7143,daytime:night,621;100,51;99,725;98,769;97,4091;96,54;95,95;94,406;93,5295;92,141;91,166;90,14;89,4925;88,60;87,5757;86,291;85,1477;84,84;83,184;82,7143;81,1057;80,474;79,353;78,86;77,280;76,386;75,4768;74,4299;73,1006;72,6150;71,232;70,1645;69,785;68,441;67,6545;66,4928;65,1789;64,1622;63,173;62,222;61,4159;60,913;59,128;58,6036;57,1142;56,5517;55,787;54,132;53,3904;52,1685;51,5502;50,76;49,3000;48,679;47,1947;46,671;45,89;44,3551;43,1568;42,923;41,4671;40,1240;39,960;38,235;37,2091;36,6838;35,1131;34,4585;33,1417;32,2053;31,368;30,1055;29,399;28,726;27,988;26,996;25,6801;24,6052;23,5929;22,3599;21,4919;20,3052;19,2946;18,181;17,6292;16,1773;15,402;14,250;13,180;12,2104;11,3971;10,294;9,2336;8,2209;7,3;6,3999;5,190;4,4517;3,5945;2,241;1
182,5567;1626;6029,daytime:afternoon,270;100,621;99,51;98,725;97,769;96,4091;95,54;94,95;93,406;92,5295;91,141;90,166;89,14;88,4925;87,60;86,974;85,5757;84,256;83,456;82,1477;81,84;80,184;79,7143;78,474;77,353;76,86;75,280;74,386;73,4768;72,4299;71,1006;70,6150;69,657;68,232;67,1645;66,785;65,441;64,6545;63,4928;62,284;61,1789;60,1622;59,173;58,222;57,4159;56,913;55,128;54,6036;53,1142;52,4580;51,5517;50,787;49,132;48,3904;47,1685;46,5502;45,76;44,3000;43,3191;42,679;41,5364;40,1947;39,671;38,89;37,3551;36,923;35,4671;34,1240;33,960;32,235;31,2091;30,6838;29,1131;28,4585;27,1417;26,2053;25,368;24,1055;23,399;22,726;21,988;20,996;19,6801;18,6052;17,5929;16,3599;15,4919;14,3052;13,2946;12,181;11,6292;10,1773;9,402;8,250;7,180;6,2104;5,3366;4,3971;3,294;2,2336;1
183,1909;3621;3167;4920;6118;1298;1126;1786;295;2630;6219;4788;1356;5180;4260;1334;4876;7080;6134;68;2827,daytime:morning,788;100,1550;99,2652;98,2151;97,545;96,353;95,1622;94,1356;93,1936;92,3615;91,3815;90,912;89,7078;88,2266;87,1724;86,7058;85,2790;84,1275;83,4840;82,269;81,1696;80,3953;79,1276;78,2124;77,229;76,6112;75,1483;74,6067;73,4782;72,439;71,681;70,4877;69,1911;68,2703;67,4992;66,2880;65,95;64,624;63,4444;62,4196;61,107;60,5665;59,4425;58,6141;57,3575;56,2961;55,3770;54,1789;53,2596;52,7067;51,3679;50,250;49,4074;48,333;47,5954;46,241;45,1879;44,2755;43,5514;42,2501;41,1463;40,4013;39,277;38,5939;37,6219;36,3135;35,725;34,2205;33,3874;32,2817;31,5586;30,1955;29,2724;28,1214;27,5031;26,4418;25,7100;24,4620;23,1948;22,5889;21,294;20,2444;19,2940;18,1131;17,2636;16,5557;15,3388;14,4997;13,1942;12,4740;11,603;10,3759;9,6709;8,1694;7,4615;6,3716;5,262;4,352;3,2630;2,5264;1
183,6541;4927;5052;3430;4319;2934;6186;2028;4061;2431;1789;3464;4267;5925;6550;2233;3779;1276;5133,daytime:evening,788;100,1550;99,2652;98,2151;97,545;96,353;95,1750;94,1622;93,1356;92,1936;91,3615;90,3815;89,912;88,7078;87,1724;86,7058;85,2790;84,4840;83,269;82,1696;81,3953;80,1276;79,2124;78,229;77,6112;76,1483;75,6067;74,4782;73,439;72,5823;71,681;70,4877;69,1911;68,2703;67,4992;66,2880;65,95;64,624;63,4444;62,4196;61,3508;60,4930;59,107;58,5665;57,1790;56,4425;55,6141;54,3575;53,2961;52,3770;51,524;50,1789;49,2596;48,7067;47,3679;46,3775;45,250;44,4074;43,333;42,5954;41,241;40,1879;39,2755;38,5514;37,2501;36,1463;35,4013;34,277;33,5939;32,6219;31,3135;30,725;29,2205;28,3874;27,2817;26,5586;25,1955;24,2724;23,1214;22,5031;21,4418;20,7100;19,4620;18,1948;17,5889;16,294;15,2444;14,2940;13,2636;12,5557;11,3388;10,4997;9,1942;8,4740;7,603;6,3759;5,6709;4,1694;3,3929;2,4615;1
183,7053;3144;4798;389;4558;4175;3683;6842;3634;6233;1622;1849;5511;4773;4546;5639;1630;3246;1547;1596,daytime:afternoon,788;100,1550;99,2652;98,2151;97,353;96,1750;95,1622;94,1356;93,1936;92,3615;91,912;90,7078;89,2266;88,1724;87,7058;86,2790;85,1275;84,4840;83,269;82,1696;81,3953;80,1276;79,2124;78,229;77,6112;76,1483;75,6067;74,4782;73,439;72,5823;71,681;70,4877;69,1911;68,2703;67,4992;66,2880;65,95;64,624;63,4444;62,4196;61,3508;60,4930;59,107;58,1790;57,4425;56,6141;55,3575;54,2961;53,3770;52,524;51,1789;50,2596;49,7067;48,3679;47,3775;46,250;45,4074;44,5954;43,241;42,1879;41,2755;40,5514;39,2501;38,1463;37,4013;36,277;35,5939;34,6219;33,3135;32,725;31,2205;30,3874;29,2817;28,5586;27,1955;26,2724;25,1214;24,5031;23,4418;22,7100;21,4620;20,1948;19,5889;18,294;17,2444;16,2940;15,1131;14,2636;13,5557;12,3388;11,4997;10,1942;9,4740;8,603;7,3759;6,6709;5,1694;4,3929;3,4615;2,3716;1
154,3005;6157;5660;5910;249;797;3262;29;189;981;7036;700;2487;2457;3338;31;4564;6034;4738;3709;19;663;1521;321;88;7161,daytime:morning,291;100,60;99,1194;98,1240;97,456;96,1550;95,1883;94,1057;93,6091;92,51;91,104;90,2151;89,974;88,1131;87,222;86,3415;85,6026;84,173;83,366;82,1645;81,7;80,2703;79,2349;78,1255;77,353;76,624;75,2604;74,63;73,3028;72,277;71,97;70,545;69,269;68,284;67,1765;66,250;65,5502;64,604;63,657;62,1275;61,8;60,1420;59,2047;58,4418;57,1879;56,1562;55,3575;54,333;53,7143;52,3886;51,5977;50,2490;49,84;48,386;47,4740;46,86;45,189;44,458;43,797;42,2784;41,3498;40,5818;39,1790;38,932;37,131;36,166;35,95;34,4425;33,1109;32,3123;31,2124;30,2724;29,1399;28,3;27,2811;26,112;25,1421;24,1734;23,263;22,891;21,4925;20,1936;19,140;18,2649;17,54;16,3185;15,179;14,1616;13,1499;12,1490;11,29;10,500;9,3191;8,235;7,516;6,5295;5,1748;4,3317;3,1862;2,1759;1
154,2529;58;6768;3462;5592;3826;6708;911;3943;5019;320;2291;5391;4674;6844;3029;2633;3681;169;6263;3173;182;2275;179;6819;1568;1862;3189,daytime:evening,291;100,60;99,1194;98,3975;97,1240;96,232;95,270;94,456;93,1550;92,1883;91,785;90,6091;89,51;88,2151;87,6141;86,1131;85,222;84,6026;83,173;82,366;81,1645;80,280;79,7;78,2703;77,2349;76,679;75,1255;74,353;73,624;72,406;71,5100;70,3028;69,277;68,97;67,5757;66,545;65,269;64,284;63,1765;62,250;61,5502;60,604;59,657;58,1275;57,8;56,1420;55,2047;54,4418;53,725;52,1879;51,1562;50,3575;49,333;48,7143;47,3886;46,5977;45,2490;44,84;43,386;42,4740;41,184;40,86;39,189;38,458;37,797;36,2784;35,5818;34,1790;33,932;32,56;31,166;30,4080;29,95;28,4425;27,1109;26,3123;25,2124;24,2724;23,1399;22,3;21,98;20,2811;19,112;18,1421;17,1734;16,263;15,891;14,4925;13,1936;12,2649;11,681;10,3185;9,179;8,1616;7,1499;6,1514;5,1490;4,447;3,29;2,500;1
154,1453;1753;6052;6904;4208;4271;4942;480;2477;5966;458,daytime:night,291;100,60;99,1194;98,3975;97,1240;96,232;95,270;94,1550;93,1883;92,1057;91,785;90,51;89,104;88,2151;87,974;86,6141;85,1131;84,222;83,3415;82,6026;81,173;80,366;79,1645;78,280;77,7;76,2703;75,2349;74,679;73,1255;72,353;71,624;70,2604;69,406;68,5100;67,63;66,277;65,97;64,5757;63,545;62,269;61,1765;60,250;59,5502;58,604;57,657;56,1275;55,8;54,1420;53,2047;52,4418;51,725;50,1879;49,1562;48,3575;47,333;46,7143;45,3886;44,5977;43,2490;42,84;41,386;40,4740;39,184;38,86;37,189;36,458;35,797;34,2784;33,3498;32,5818;31,932;30,131;29,56;28,166;27,4080;26,95;25,4425;24,1109;23,3123;22,2124;21,2724;20,1399;19,3;18,98;17,2811;16,112;15,1421;14,263;13,891;12,4925;11,1936;10,140;9,2649;8,54;7,681;6,3185;5,179;4,1616;3,1499;2,1514;1
154,46;6565;5504;469;4229;3285;5623;3177;424;1854;4018;1868;6675;2;1255;4764;1532;5432;448;1168;5961;2092;1173;4100;1314;577;2667;2443;21;5226;5801;7140,daytime:afternoon,1194;100,3975;99,1240;98,232;97,270;96,456;95,1550;94,1883;93,1057;92,785;91,6091;90,51;89,104;88,2151;87,974;86,6141;85,1131;84,222;83,3415;82,6026;81,366;80,1645;79,280;78,7;77,2703;76,2349;75,679;74,1255;73,353;72,624;71,2604;70,406;69,5100;68,63;67,3028;66,97;65,5757;64,545;63,269;62,284;61,1765;60,250;59,5502;58,604;57,657;56,1275;55,8;54,2047;53,4418;52,725;51,1879;50,1562;49,3575;48,333;47,7143;46,3886;45,5977;44,2490;43,84;42,386;41,4740;40,184;39,189;38,458;37,797;36,3498;35,5818;34,1790;33,932;32,131;31,56;30,166;29,4080;28,95;27,4425;26,3123;25,2124;24,2724;23,1399;22,98;21,2811;20,112;19,1421;18,1734;17,891;16,4925;15,1936;14,140;13,2649;12,54;11,681;10,3185;9,179;8,1616;7,1499;6,1514;5,1490;4,447;3,29;2,500;1
210,5362;1883;705;968;287;2424;1963;895;6692;2403;105;1170;2290;40;4724;4775;2679;5178;4048;6032;2380;4115;4;3196;646;48;6142;1862,daytime:morning,232;100,141;99,60;98,1148;97,95;96,785;95,6141;94,353;93,1765;92,1240;91,4903;90,2772;89,4404;88,1645;87,86;86,457;85,432;84,222;83,51;82,56;81,267;80,406;79,7143;78,7;77,4741;76,1883;75,456;74,725;73,960;72,2501;71,604;70,366;69,291;68,184;67,1879;66,703;65,54;64,399;63,8;62,1057;61,845;60,1131;59,269;58,5757;57,1607;56,140;55,98;54,2338;53,5517;52,104;51,974;50,166;49,3191;48,1401;47,280;46,2526;45,6423;44,2630;43,447;42,333;41,657;40,84;39,2649;38,2036;37,679;36,516;35,1874;34,1961;33,2003;32,3341;31,932;30,3;29,27;28,1550;27,3770;26,213;25,321;24,666;23,2336;22,441;21,7140;20,1086;19,905;18,1109;17,339;16,2915;15,897;14,250;13,681;12,5449;11,1860;10,2023;9,1789;8,383;7,621;6,4501;5,3101;4,2047;3,2373;2,1499;1
210,3412;4365;655;4757;3552;5156;2712;3357;5796;2132;2683;4740;4107;745;2180;1215;435;2124;3983,daytime:evening,270;100,232;99,141;98,60;97,1148;96,95;95,785;94,6141;93,353;92,1765;91,1240;90,4903;89,2772;88,4404;87,1645;86,86;85,457;84,432;83,222;82,51;81,56;80,406;79,7143;78,7;77,4741;76,1883;75,456;74,725;73,960;72,2501;71,604;70,366;69,291;68,184;67,1879;66,703;65,54;64,399;63,284;62,8;61,1057;60,845;59,1131;58,269;57,5757;56,1607;55,140;54,98;53,2338;52,5517;51,104;50,974;49,166;48,3191;47,1401;46,280;45,6423;44,2630;43,447;42,333;41,657;40,84;39,2649;38,2036;37,6838;36,679;35,516;34,1874;33,1961;32,2003;31,3341;30,932;29,3;28,27;27,1550;26,3770;25,213;24,321;23,358;22,666;21,2336;20,441;19,1417;18,7140;17,1086;16,905;15,1109;14,339;13,2915;12,897;11,893;10,250;9,681;8,5449;7,1860;6,2023;5,1789;4,621;3,4501;2,3101;1
