100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
323,2869;1240;967;4210;460;128;5283;4909;569;2290;2791;1176;5844;4238;2031;432;5514;841;5973;1846;5712;4642;5380;1670;1583;2452;1749;1919;2306;4484;1276;1623,daytime:night,63;100,291;99,353;98,1477;97,184;96,2355;95,280;94,333;93,60;92,189;91,95;90,646;89,104;88,6141;87,7036;86,769;85,27;84,2501;83,56;82,6549;81,4080;80,86;79,3415;78,3131;77,6675;76,725;75,6666;74,166;73,2347;72,2649;71,679;70,284;69,3498;68,458;67,657;66,222;65,2817;64,2630;63,1786;62,3983;61,1164;60,140;59,1231;58,1135;57,6059;56,1057;55,604;54,3770;53,942;52,1514;51,5095;50,141;49,808;48,1240;47,500;46,173;45,1550;44,905;43,2268;42,386;41,4444;40,960;39,2338;38,1097;37,1883;36,1775;35,102;34,6037;33,1645;32,6250;31,432;30,2031;29,974;28,1126;27,2848;26,2859;25,198;24,641;23,3620;22,420;21,256;20,366;19,53;18,1023;17,2422;16,250;15,7;14,45;13,2703;12,1977;11,33;10,181;9,3338;8,1854;7,267;6,516;5,51;4,3104;3,456;2,642;1
323,3544;2221;5690;3214;5884;3844;4074;271;2782;6695;4540;2160;1935;1748;4410;3219;1542;3823;2422;3814;6570;2630;6129;1622;3123;240;3929;811;2135;1459;456;2103;3533;5265;806;7000,daytime:afternoon,54;100,63;99,353;98,1477;97,2355;96,3028;95,280;94,60;93,189;92,270;91,95;90,646;89,742;88,104;87,6141;86,769;85,27;84,2501;83,6549;82,4080;81,86;80,3415;79,3131;78,447;77,6675;76,725;75,6666;74,284;73,277;72,3498;71,657;70,222;69,2817;68,232;67,2630;66,1786;65,3;64,3191;63,3983;62,140;61,1231;60,1135;59,6059;58,1057;57,604;56,3770;55,942;54,1514;53,5095;52,141;51,808;50,1240;49,173;48,287;47,3774;46,1550;45,2268;44,386;43,4444;42,785;41,2338;40,1097;39,1883;38,1775;37,102;36,6037;35,207;34,1645;33,6250;32,432;31,263;30,2031;29,974;28,1126;27,2848;26,2859;25,198;24,641;23,420;22,256;21,366;20,53;19,1023;18,2422;17,250;16,7;15,2703;14,1255;13,2053;12,1977;11,33;10,181;9,3338;8,1854;7,1750;6,267;5,51;4,3104;3,456;2,642;1
182,141;6086;1588;2036,daytime:evening,923;100,420;99,95;98,291;97,769;96,1645;95,256;94,2355;93,54;92,4404;91,646;90,3719;89,1196;88,321;87,1960;86,553;85,6141;84,3444;83,621;82,3338;81,905;80,5973;79,140;78,2630;77,232;76,48;75,4636;74,2649;73,225;72,6675;71,6838;70,284;69,6150;68,981;67,2078;66,641;65,270;64,725;63,6549;62,104;61,27;60,1407;59,6029;58,51;57,500;56,698;55,1164;54,3551;53,189;52,750;51,5496;50,2451;49,542;48,2000;47,1977;46,386;45,457;44,2105;43,222;42,1403;41,740;40,6134;39,799;38,86;37,127;36,3575;35,1450;34,4903;33,974;32,395;31,1963;30,136;29,6007;28,717;27,533;26,1158;25,2347;24,2867;23,14;22,1057;21,406;20,102;19,3904;18,366;17,148;16,821;15,1477;14,3191;13,3664;12,235;11,996;10,168;9,5587;8,1188;7,3415;6,1405;5,26;4,956;3,2091;2,4091;1
182,5546;403;4188;5973;270;456,daytime:night,923;100,184;99,420;98,95;97,291;96,769;95,1645;94,2355;93,54;92,4404;91,3719;90,1196;89,321;88,1960;87,3444;86,621;85,3338;84,905;83,5973;82,140;81,2630;80,232;79,4636;78,2649;77,225;76,6838;75,6150;74,981;73,432;72,2078;71,641;70,742;69,270;68,725;67,6549;66,104;65,27;64,1407;63,6029;62,51;61,500;60,698;59,1164;58,3551;57,189;56,5496;55,2451;54,542;53,2000;52,1977;51,386;50,457;49,2105;48,222;47,1403;46,740;45,6134;44,799;43,86;42,127;41,3575;40,1450;39,4903;38,395;37,1963;36,136;35,6007;34,717;33,785;32,533;31,1158;30,2347;29,2867;28,14;27,1057;26,406;25,102;24,3904;23,366;22,98;21,60;20,821;19,1477;18,3664;17,235;16,996;15,168;14,5587;13,1188;12,3415;11,1405;10,26;9,956;8,2091;7,4091;6,6037;5,2449;4,7023;3,2110;2,663;1
182,516,daytime:afternoon,923;100,184;99,420;98,95;97,769;96,1645;95,256;94,2355;93,54;92,4404;91,646;90,3719;89,1196;88,321;87,1960;86,553;85,6141;84,3444;83,621;82,3338;81,905;80,5973;79,140;78,2630;77,232;76,48;75,4636;74,2649;73,225;72,6675;71,6838;70,284;69,6150;68,981;67,432;66,2078;65,641;64,742;63,270;62,725;61,6549;60,27;59,1407;58,51;57,500;56,698;55,1164;54,3551;53,189;52,750;51,2451;50,542;49,2000;48,1977;47,386;46,457;45,2105;44,222;43,1403;42,740;41,6134;40,799;39,86;38,127;37,3575;36,1450;35,4903;34,974;33,395;32,1963;31,136;30,6007;29,717;28,785;27,1158;26,2347;25,2867;24,14;23,406;22,3904;21,366;20,98;19,60;18,148;17,821;16,1477;15,3191;14,3664;13,235;12,996;11,168;10,5587;9,1188;8,3415;7,1405;6,26;5,956;4,2091;3,4091;2,6037;1
183,2948;5121;679;2007;1518;4024;3102;3536;1839;4820;2799;1051;2550;5645;570;3775;2539;4062;5033;4930;5823;3265;4720;2336;4120;3929;272;5968;2001;5682;4375,daytime:morning,604;100,1919;99,27;98,4418;97,2649;96,754;95,975;94,1879;93,423;92,229;91,95;90,5977;89,1148;88,6836;87,1622;86,1116;85,2991;84,2078;83,28;82,1977;81,1614;80,1380;79,545;78,2143;77,4840;76,4469;75,1725;74,2177;73,1951;72,2620;71,2785;70,811;69,6334;68,4019;67,985;66,4785;65,439;64,4706;63,2836;62,4798;61,3975;60,2854;59,2338;58,2512;57,6172;56,3575;55,3458;54,3388;53,3390;52,2266;51,5893;50,3625;49,2007;48,1774;47,1131;46,1983;45,2431;44,1936;43,4554;42,912;41,2514;40,4316;39,1510;38,5059;37,1773;36,848;35,720;34,4202;33,1483;32,349;31,1360;30,860;29,942;28,5449;27,4863;26,2490;25,4061;24,4244;23,3135;22,3040;21,1235;20,2372;19,1562;18,1586;17,2662;16,2094;15,934;14,1502;13,6541;12,3544;11,3134;10,2233;9,603;8,2019;7,2430;6,2391;5,1250;4,2645;3,2248;2,2103;1
183,4941;4537;5601;5193;5673;758;5655;5912;4765;6910;6651;3762;3658;3105;4131;6764;3163;2324,daytime:evening,604;100,1919;99,3357;98,27;97,4418;96,2649;95,754;94,2228;93,975;92,1879;91,423;90,229;89,95;88,5977;87,1148;86,6836;85,1622;84,1116;83,2991;82,524;81,2078;80,28;79,1977;78,4788;77,1614;76,545;75,2143;74,4840;73,4469;72,1750;71,1725;70,2177;69,1126;68,1951;67,1356;66,2620;65,2785;64,811;63,6334;62,4019;61,985;60,4785;59,439;58,4706;57,2836;56,4798;55,2003;54,2378;53,3975;52,2854;51,2338;50,2512;49,6172;48,3575;47,3458;46,3388;45,3390;44,5893;43,3625;42,2007;41,1774;40,1983;39,1936;38,4554;37,912;36,2514;35,4316;34,1510;33,5059;32,1773;31,848;30,720;29,4202;28,1483;27,349;26,1360;25,942;24,5449;23,4863;22,2490;21,4244;20,3135;19,3040;18,1235;17,1562;16,1586;15,2662;14,934;13,1502;12,6118;11,3544;10,16;9,3134;8,603;7,2019;6,2430;5,2391;4,1250;3,2645;2,2248;1
183,5315;4398;3761;4634;5951;6757;3326;1740;2446;1936;5808;6111;3931;5305;1852;3701;6609;3728;3479;2289;1490;4621;4144;2913;4911,daytime:night,604;100,1919;99,3357;98,4418;97,2649;96,754;95,2228;94,975;93,1879;92,423;91,229;90,95;89,5977;88,6836;87,1622;86,1116;85,2991;84,524;83,2078;82,28;81,1977;80,4788;79,1614;78,1380;77,545;76,2143;75,4840;74,4469;73,1750;72,1725;71,2177;70,1126;69,1951;68,1356;67,2620;66,2785;65,811;64,6334;63,4019;62,4785;61,439;60,4706;59,2836;58,4798;57,2003;56,2378;55,3975;54,2854;53,2512;52,6172;51,3575;50,3458;49,3388;48,3390;47,2266;46,5893;45,3625;44,2007;43,1774;42,1131;41,1983;40,2431;39,1936;38,4554;37,912;36,2514;35,4316;34,1510;33,5059;32,1773;31,848;30,720;29,4202;28,1483;27,349;26,1360;25,860;24,942;23,5449;22,4863;21,2490;20,4061;19,4244;18,3135;17,3040;16,1235;15,2372;14,1562;13,1586;12,2662;11,2094;10,934;9,1502;8,6541;7,6118;6,3544;5,16;4,3134;3,2233;2,603;1
183,2647;4527;3145;6592;1620;5515;4539;3392;5665;5264;2814;2512;1437;4156;467;6269,daytime:afternoon,604;100,1919;99,3357;98,27;97,4418;96,2649;95,754;94,2228;93,975;92,1879;91,423;90,229;89,95;88,5977;87,1148;86,6836;85,1116;84,2991;83,524;82,2078;81,28;80,1977;79,4788;78,1614;77,1380;76,2143;75,4840;74,4469;73,1750;72,1725;71,2177;70,1126;69,1951;68,1356;67,2620;66,2785;65,811;64,6334;63,4019;62,985;61,4785;60,439;59,4706;58,2836;57,2003;56,2378;55,3975;54,2854;53,2338;52,2512;51,6172;50,3575;49,3458;48,3388;47,3390;46,2266;45,5893;44,3625;43,2007;42,1774;41,1131;40,1983;39,2431;38,1936;37,4554;36,912;35,2514;34,4316;33,1510;32,5059;31,1773;30,848;29,720;28,4202;27,1483;26,349;25,1360;24,860;23,942;22,5449;21,4863;20,2490;19,4061;18,4244;17,3135;16,3040;15,1235;14,2372;13,1562;12,1586;11,2662;10,2094;9,934;8,1502;7,6541;6,6118;5,3544;4,16;3,3134;2,2233;1
154,808;705;406;184;295;4025;1618;3975;6666;5882;2149;6251;4861;98;6061;198;1341;280;2859;2556;1775;447;5860;6865;1012;1276;3816,daytime:morning,60;100,63;99,280;98,353;97,6666;96,6037;95,104;94,742;93,54;92,284;91,2501;90,974;89,86;88,6250;87,3131;86,4348;85,3;84,7;83,657;82,173;81,291;80,4247;79,178;78,2355;77,110;76,2859;75,1645;74,1305;73,140;72,6675;71,3028;70,1097;69,333;68,207;67,3191;66,267;65,141;64,960;63,500;62,3415;61,181;60,1854;59,1240;58,1057;57,184;56,1255;55,1024;54,3620;53,287;52,2604;51,1424;50,277;49,666;48,2938;47,1064;46,2268;45,2453;44,458;43,1417;42,2151;41,1750;40,469;39,671;38,3498;37,6059;36,290;35,179;34,642;33,808;32,2795;31,1477;30,33;29,102;28,2817;27,2347;26,1960;25,366;24,256;23,533;22,1923;21,222;20,456;19,6867;18,2652;17,1606;16,569;15,148;14,263;13,1135;12,6026;11,131;10,1086;9,1023;8,448;7,3891;6,427;5,198;4,1734;3,1496;2,1796;1
154,574;2347;227;3498;2031;6201;3836;3101;6495;5255;256;2604;2575;3898;5404;1125;3597;1858;6250;103;5748;1806;63;3023,daytime:evening,60;100,63;99,189;98,280;97,353;96,4080;95,679;94,6666;93,6037;92,270;91,6141;90,284;89,2501;88,86;87,6250;86,4348;85,3;84,7;83,657;82,173;81,291;80,5757;79,4247;78,178;77,2355;76,2859;75,1645;74,1305;73,7036;72,6675;71,3028;70,1097;69,333;68,207;67,3191;66,267;65,5100;64,960;63,500;62,181;61,1854;60,1240;59,1607;58,184;57,1255;56,1024;55,3620;54,287;53,2604;52,1424;51,277;50,646;49,785;48,666;47,2938;46,1064;45,2268;44,2453;43,458;42,2151;41,1750;40,469;39,671;38,3498;37,6059;36,290;35,808;34,2795;33,725;32,1477;31,33;30,5332;29,102;28,2817;27,2347;26,1960;25,366;24,256;23,533;22,1923;21,222;20,456;19,6867;18,2652;17,569;16,1514;15,148;14,263;13,6026;12,56;11,1086;10,1023;9,448;8,3891;7,427;6,198;5,1734;4,1496;3,4115;2,1796;1
154,5362;5424;1077;1734;42;1188;180;502;1346;6835;2960;2684;5086;2523;4041;4321;2136,daytime:night,60;100,63;99,189;98,280;97,353;96,4080;95,679;94,6666;93,6037;92,104;91,270;90,742;89,6141;88,54;87,2501;86,974;85,86;84,6250;83,3131;82,4348;81,3;80,7;79,657;78,173;77,291;76,5757;75,4247;74,178;73,2355;72,110;71,2859;70,1645;69,1305;68,140;67,7036;66,6675;65,1097;64,333;63,207;62,3191;61,267;60,5100;59,141;58,960;57,500;56,3415;55,181;54,1854;53,1240;52,1607;51,1057;50,184;49,1255;48,1024;47,3620;46,287;45,2604;44,1424;43,277;42,646;41,785;40,666;39,2938;38,1064;37,2268;36,2453;35,1417;34,2151;33,1750;32,469;31,671;30,3498;29,6059;28,290;27,179;26,642;25,808;24,2795;23,725;22,1477;21,33;20,5332;19,102;18,2817;17,2347;16,1960;15,366;14,256;13,533;12,1923;11,222;10,6867;9,2652;8,1606;7,569;6,1514;5,148;4,263;3,1135;2,6026;1
154,3741;3735;4613;5271;358;2662;1427;942;3521;7261;4545;127;1109;2814;2401;26;128;5821;5153;2882;5625;243;4270;2162;3342;3583;1540;1923;1912;3031;23;173;5457;6921;4904;6376;3058,daytime:afternoon,63;100,189;99,280;98,353;97,4080;96,679;95,6666;94,6037;93,104;92,270;91,742;90,6141;89,54;88,284;87,2501;86,974;85,6250;84,3131;83,4348;82,7;81,657;80,173;79,5757;78,4247;77,178;76,2355;75,110;74,2859;73,1645;72,1305;71,140;70,7036;69,3028;68,1097;67,333;66,207;65,3191;64,267;63,5100;62,141;61,960;60,500;59,3415;58,181;57,1240;56,1607;55,1057;54,184;53,1024;52,3620;51,287;50,2604;49,1424;48,646;47,785;46,666;45,2938;44,1064;43,2268;42,2453;41,458;40,1417;39,2151;38,1750;37,671;36,3498;35,6059;34,290;33,179;32,642;31,808;30,2795;29,725;28,1477;27,33;26,5332;25,102;24,2817;23,2347;22,1960;21,366;20,256;19,533;18,1923;17,222;16,456;15,6867;14,2652;13,1606;12,569;11,1514;10,148;9,1135;8,6026;7,56;6,131;5,1086;4,1023;3,198;2,1734;1
210,2156;6131;42;6237;1196;245;4858;628;2331;1024;384;6838;1511;1175;2453;3651;827;4050;3415;3346;810;978;5528;1064;3709;5024;487,daytime:morning,6141;100,60;99,3131;98,291;97,2347;96,500;95,3191;94,974;93,140;92,742;91,104;90,7;89,280;88,184;87,6037;86,353;85,189;84,333;83,1097;82,86;81,3498;80,6312;79,4080;78,256;77,1960;76,54;75,141;74,725;73,6549;72,769;71,3596;70,6666;69,666;68,3359;67,3338;66,1468;65,198;64,5757;63,1240;62,852;61,2453;60,56;59,1775;58,1515;57,1786;56,447;55,3028;54,3505;53,1086;52,1135;51,657;50,1166;49,235;48,2831;47,144;46,213;45,6675;44,427;43,277;42,3816;41,4718;40,181;39,1255;38,148;37,3179;36,1607;35,2630;34,785;33,6838;32,641;31,3415;30,967;29,128;28,4816;27,173;26,33;25,84;24,3273;23,1057;22,5552;21,3719;20,7036;19,1005;18,432;17,1477;16,5594;15,366;14,179;13,5481;12,7143;11,6855;10,516;9,956;8,1321;7,4424;6,3104;5,2268;4,808;3,3238;2,7013;1
