50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
323,1606;207;3368;6877;277;368;5042;3191;1588;3159;1014;263;6101;421;110;2359;667;710;6919;2109;8;859;169;1220;180;2934;4425;1758;214;2164;2639;4815;945;6177;3467;2213;3903;1194;232;867;287;5531;4520;3774;3028;2458;6760;1931;981;4394;6139;1424;638,daytime:night,3444;50,51;49,250;48,63;47,974;46,420;45,173;44,3770;43,3415;42,456;41,353;40,725;39,291;38,1057;37,3575;36,60;35,104;34,6141;33,1550;32,3799;31,3588;30,140;29,232;28,1365;27,545;26,2355;25,2817;24,4585;23,198;22,68;21,942;20,321;19,603;18,2528;17,144;16,207;15,227;14,2074;13,2888;12,1055;11,294;10,6067;9,516;8,6885;7,993;6,6250;5,6112;4,7082;3,2604;2,56;1
323,1267;184;56;7110;1408;3447;3293;443;1953;5334;333;6260;6924;960;4160;4629;5886;69;6659;1951;830;7036;252;294;458;1601;5339;860;166;3730;1455;261;2082,daytime:afternoon,270;50,3444;49,51;48,54;47,250;46,63;45,974;44,420;43,173;42,3770;41,3415;40,353;39,3;38,725;37,1057;36,60;35,104;34,6141;33,1550;32,3588;31,140;30,232;29,1365;28,1607;27,545;26,2355;25,2817;24,4585;23,198;22,68;21,942;20,321;19,603;18,2528;17,207;16,227;15,340;14,2074;13,2888;12,5874;11,1055;10,294;9,6067;8,6885;7,993;6,6250;5,6112;4,7082;3,2604;2,56;1
182,5440;6036;500,daytime:morning,104;50,974;49,956;48,270;47,923;46,2506;45,141;44,386;43,291;42,86;41,6352;40,420;39,5973;38,184;37,3770;36,641;35,395;34,905;33,516;32,2243;31,284;30,1138;29,981;28,657;27,180;26,3348;25,4282;24,45;23,2807;22,3470;21,3238;20,2703;19,5070;18,26;17,51;16,2355;15,1226;14,6801;13,2078;12,1166;11,222;10,3444;9,6059;8,60;7,181;6,1450;5,6141;4,725;3,1960;2,140;1
182,128;60;98,daytime:evening,104;50,974;49,956;48,270;47,173;46,923;45,2506;44,386;43,291;42,54;41,86;40,6352;39,420;38,5973;37,3770;36,641;35,395;34,905;33,516;32,2243;31,284;30,1138;29,981;28,657;27,441;26,180;25,3348;24,4282;23,45;22,2807;21,996;20,3470;19,3238;18,2703;17,5070;16,26;15,51;14,2355;13,1226;12,6801;11,2078;10,1166;9,222;8,3444;7,6059;6,60;5,181;4,1450;3,6141;2,725;1
182,5364;6675;750;974;3191,daytime:night,104;50,974;49,956;48,173;47,923;46,2506;45,141;44,386;43,291;42,54;41,86;40,6352;39,420;38,184;37,3770;36,641;35,395;34,905;33,516;32,2243;31,1138;30,981;29,441;28,180;27,3348;26,4282;25,45;24,2807;23,996;22,3470;21,2703;20,5070;19,26;18,51;17,2355;16,6801;15,2078;14,1166;13,222;12,3444;11,6059;10,60;9,181;8,1450;7,725;6,1960;5,140;4,406;3,2110;2,621;1
183,4478;5204;4926;986;4691;3357;3079;1269;977;2688;2228;4201;5732;2729;2610;4414;5318;2870;2296;3109;168;959,daytime:morning,250;50,3717;49,353;48,1936;47,207;46,269;45,1694;44,2124;43,3575;42,1715;41,420;40,604;39,294;38,1148;37,4291;36,4407;35,3619;34,421;33,389;32,340;31,63;30,1856;29,5874;28,460;27,1360;26,2880;25,4852;24,6067;23,771;22,4361;21,1550;20,3953;19,545;18,3246;17,332;16,3701;15,2512;14,232;13,95;12,439;11,4631;10,1203;9,2660;8,333;7,2104;6,3897;5,1562;4,3900;3,3415;2,6572;1
183,913;59;5760;3797;5548;4745;779;5981;1496;5975;2704;1380;397;6395;2210;3748;2728;2347;2369;3059;3675;3338;860;4825;6423;2266;1666;3231;1467,daytime:evening,250;50,3717;49,353;48,1936;47,207;46,269;45,1694;44,2124;43,3575;42,1715;41,420;40,604;39,294;38,1148;37,4291;36,4407;35,3619;34,421;33,389;32,340;31,63;30,1856;29,5874;28,460;27,1360;26,2880;25,4852;24,6067;23,771;22,4361;21,1550;20,3953;19,545;18,3246;17,332;16,3701;15,2512;14,232;13,95;12,439;11,4631;10,1203;9,2660;8,333;7,2104;6,3897;5,1562;4,3900;3,3415;2,6572;1
183,5559;1210;365;2109;2178;2192;6160;3021;2338;2405;6321;371;5106;1641;793;3350;6710;3332;1289;2201,daytime:night,3717;50,269;49,1694;48,3575;47,420;46,604;45,294;44,4291;43,4407;42,3619;41,421;40,389;39,340;38,63;37,5874;36,460;35,1360;34,2880;33,4852;32,6067;31,771;30,4361;29,1550;28,3953;27,545;26,3246;25,332;24,2512;23,232;22,95;21,439;20,4631;19,1203;18,2660;17,333;16,2104;15,3897;14,1562;13,3900;12,3415;11,6572;10,6604;9,3779;8,1365;7,2539;6,811;5,97;4,4427;3,2814;2,3588;1
183,5962;2406;3128;472;5401;4596;3889;4846;1976;1350;4954;333;3399;2719;4010;5034,daytime:afternoon,250;50,3717;49,353;48,1936;47,207;46,269;45,1694;44,2124;43,3575;42,1715;41,420;40,604;39,294;38,1148;37,4291;36,4407;35,3619;34,421;33,340;32,63;31,1856;30,5874;29,460;28,1360;27,2880;26,4852;25,6067;24,771;23,4361;22,1550;21,3953;20,332;19,3701;18,232;17,95;16,439;15,4631;14,1203;13,2660;12,333;11,2104;10,1562;9,3900;8,3415;7,6572;6,6604;5,3779;4,1365;3,2539;2,811;1
154,1971;6314;232;1167;6200;259;1607;6231;750;1133;2238;2650;5427;45;618;1676;2486;6398;4718;6686;3119;2682;4957;4734;955;199;4080,daytime:morning,173;50,456;49,51;48,3770;47,1055;46,63;45,974;44,86;43,420;42,3444;41,6250;40,2888;39,60;38,2604;37,1607;36,3588;35,2528;34,545;33,227;32,3;31,1057;30,500;29,54;28,353;27,140;26,1335;25,3415;24,368;23,942;22,4451;21,68;20,1879;19,4501;18,516;17,993;16,5027;15,284;14,291;13,6112;12,3575;11,2630;10,4585;9,2074;8,6314;7,144;6,3596;5,277;4,3551;3,7144;2,246;1
154,131;3302;1292;6067;3905;6081;1590;220;2284;1236;3112;4863;357;61;2085;1057;2197;324;1417;6483;2371;5712;4241;7013;5214;141;3776;76;4491;742;1685;2558,daytime:evening,173;50,456;49,51;48,3770;47,1055;46,86;45,420;44,3444;43,321;42,2888;41,6141;40,60;39,406;38,1607;37,3588;36,2528;35,545;34,56;33,3;32,1057;31,184;30,500;29,353;28,1335;27,368;26,942;25,4451;24,68;23,1879;22,4501;21,516;20,993;19,5027;18,284;17,291;16,270;15,6112;14,3575;13,6666;12,2630;11,4585;10,725;9,6007;8,2074;7,6314;6,144;5,3596;4,277;3,646;2,3551;1
154,6258;1790;2447;3445;740;5758;565;2562;3780;3028;284;746;456;933;5944,daytime:night,173;50,456;49,51;48,3770;47,1055;46,63;45,974;44,86;43,420;42,3444;41,6250;40,321;39,2888;38,6141;37,60;36,406;35,2604;34,1607;33,3588;32,2528;31,545;30,227;29,56;28,3;27,1057;26,184;25,500;24,54;23,353;22,140;21,1335;20,3415;19,368;18,942;17,4451;16,68;15,1879;14,4501;13,516;12,993;11,5027;10,284;9,291;8,270;7,6112;6,3575;5,6666;4,2630;3,4585;2,725;1
154,60;6350;719;405;6670;1939;845;277;3002;3934;4190;263;6507;291;4817;1075;1325;195;1789;4514;1524;1419;6020;5398;1221,daytime:afternoon,456;50,51;49,3770;48,1055;47,63;46,974;45,420;44,3444;43,6250;42,321;41,2888;40,6141;39,60;38,406;37,2604;36,1607;35,3588;34,2528;33,545;32,227;31,56;30,1057;29,184;28,500;27,54;26,353;25,140;24,3415;23,368;22,4451;21,68;20,1879;19,4501;18,993;17,5027;16,284;15,291;14,270;13,6112;12,3575;11,6666;10,2630;9,4585;8,725;7,6007;6,2074;5,6314;4,144;3,3596;2,277;1
210,3503;891;1734;1417;971;1759;607;266;5735;4038;30;1548;3943;6036;523;178;2214;29;270;5640;806;1685;6030,daytime:morning,270;50,974;49,420;48,54;47,291;46,104;45,5973;44,3770;43,173;42,250;41,6352;40,3444;39,725;38,51;37,1057;36,3;35,2703;34,222;33,956;32,1365;31,386;30,180;29,905;28,141;27,657;26,516;25,181;24,184;23,6141;22,60;21,2243;20,144;19,923;18,140;17,353;16,6067;15,2807;14,4282;13,27;12,996;11,3799;10,2078;9,2630;8,1550;7,3886;6,981;5,86;4,1421;3,368;2,5100;1
210,889;2703;503;6708;3994;2634;4692;1286;2497;5312;107;5990;6134;2161;3439;3765;3757;2398;1587;209;267;5280;4997;1356;2666;5829;1912;4640;2443;1950;5578,daytime:evening,270;50,974;49,420;48,54;47,291;46,104;45,5973;44,3770;43,173;42,250;41,2506;40,6352;39,3444;38,725;37,51;36,2355;35,1057;34,3;33,2703;32,222;31,956;30,1365;29,386;28,180;27,905;26,141;25,1226;24,657;23,516;22,181;21,184;20,6141;19,63;18,60;17,2243;16,144;15,923;14,140;13,353;12,6067;11,2807;10,4282;9,27;8,996;7,3799;6,2078;5,2630;4,1550;3,3886;2,981;1
210,1398;4412;1381;135;956;680;2125;2838;867;256;3127;37;3690;6033;6141;1333;12;967;919;747;4208;3470;6068;1772;4866;783;227;1430;4177;1457;6442;4951;2275;3339;684;1512;1055;1775;2641;3131;401;540;4479;4480;2470;4465,daytime:night,270;50,974;49,420;48,54;47,291;46,5973;45,3770;44,173;43,250;42,2506;41,6352;40,3444;39,725;38,51;37,2355;36,1057;35,2703;34,222;33,956;32,1365;31,386;30,180;29,141;28,1226;27,657;26,516;25,181;24,6141;23,63;22,60;21,2243;20,923;19,140;18,6067;17,2807;16,4282;15,27;14,996;13,2078;12,2630;11,3886;10,981;9,86;8,368;7,5100;6,456;5,267;4,168;3,71;2,14;1
210,1629;6221;5683;6350;2051;6288;1773;277;6314;3524;5516;5023;6922;985;4422;4189;5233;766;3482;3876;1454;624;2109;4185;6628;4808;7;3111;2547;5257;3750;1082;5106;5075;621;1777;4057;456;5134;1319;3438;3935;742;2350;4251,daytime:afternoon,270;50,420;49,104;48,5973;47,3770;46,250;45,2506;44,6352;43,3444;42,725;41,51;40,2355;39,3;38,2703;37,222;36,956;35,1365;34,386;33,180;32,905;31,1226;30,657;29,184;28,6141;27,63;26,60;25,2243;24,144;23,923;22,353;21,6067;20,2807;19,4282;18,27;17,996;16,3799;15,2078;14,2630;13,1550;12,3886;11,981;10,86;9,1421;8,368;7,5100;6,456;5,267;4,545;3,168;2,14;1
2,975;7033;60;3202;2373;1194;5690;3905;2414;6081;1366;256;4371;2575;2932;118;4065;2810;2811;960;2403;2853;1015;3045;5584;2495;4328;4502;2127;1097;1341;785;5197;2630;5692;3296;807;458;5339;97;603;1336;290;1146;2714,daytime:morning,270;50,54;49,974;48,420;47,1365;46,250;45,51;44,1131;43,27;42,6067;41,141;40,3088;39,2703;38,2221;37,1057;36,38;35,516;34,3444;33,128;32,2355;31,1765;30,267;29,2243;28,333;27,5973;26,1421;25,184;24,2110;23,1064;22,2528;21,180;20,4809;19,3886;18,100;17,2063;16,1734;15,168;14,136;13,1514;12,3770;11,5517;10,63;9,996;8,3588;7,6352;6,2630;5,1136;4,3787;3,2036;2,3561;1
2,102;2397;5047;1196;3894;3340;3299;591;2490;671;5283;2291;203;4645;4684;4783;5466;6789;3078;2671;861;3295;2984;2036;1156;393;1212;4530;265;1265;6371,daytime:night,270;50,974;49,222;48,1365;47,250;46,51;45,27;44,6067;43,141;42,3088;41,2703;40,291;39,725;38,1057;37,181;36,38;35,516;34,3444;33,128;32,267;31,284;30,2243;29,104;28,333;27,5973;26,657;25,1421;24,184;23,2110;22,173;21,2528;20,353;19,180;18,4809;17,3886;16,100;15,235;14,2063;13,1734;12,136;11,646;10,1514;9,3770;8,5517;7,63;6,996;5,3588;4,232;3,6352;2,2630;1
2,4027;6181;2649;1799;981;2545;2409;4110;2437;241;7082;1456;1666;6065;2454,daytime:afternoon,270;50,54;49,974;48,222;47,420;46,1365;45,250;44,51;43,1131;42,27;41,6067;40,3088;39,2703;38,291;37,725;36,2221;35,1057;34,181;33,38;32,516;31,3444;30,128;29,2355;28,1765;27,267;26,284;25,2243;24,104;23,333;22,5973;21,657;20,1421;19,184;18,2110;17,1064;16,173;15,2528;14,353;13,180;12,4809;11,3886;10,235;9,2063;8,1734;7,168;6,136;5,646;4,1514;3,3770;2,5517;1
109,6387;6894;3525;4898;6778;4799;5264;5991;3979;2512;3533;6611;5773;4907;6000;1021,daytime:morning,207;50,6007;49,2124;48,3717;47,250;46,3619;45,340;44,4291;43,1856;42,3415;41,332;40,771;39,2817;38,2622;37,1715;36,1562;35,198;34,389;33,2660;32,993;31,2266;30,4013;29,4407;28,248;27,294;26,6570;25,63;24,2784;23,545;22,5997;21,5874;20,5079;19,1478;18,4642;17,4207;16,920;15,3326;14,1360;13,3451;12,460;11,6639;10,1203;9,3759;8,4930;7,2104;6,3575;5,3892;4,2740;3,5765;2,1298;1
109,6356;6818;1298;4512;7172;5351;3726;6882;2317,daytime:evening,207;50,6007;49,1936;48,2124;47,1694;46,3717;45,250;44,3619;43,788;42,340;41,4291;40,5568;39,1856;38,771;37,2817;36,269;35,2622;34,1715;33,421;32,1411;31,198;30,2660;29,993;28,353;27,2266;26,4013;25,4407;24,248;23,294;22,63;21,2784;20,545;19,5997;18,5874;17,5079;16,1478;15,4642;14,4207;13,920;12,3326;11,1360;10,3451;9,460;8,6639;7,1203;6,3759;5,4930;4,2104;3,2880;2,3892;1
109,1484;2475;1172;5904;6606;56;6617;1661;1359;5823;6565;1750;1514;1360;3678;1090;1459;5633;5419;2225;149;1935,daytime:afternoon,207;50,1936;49,2124;48,1694;47,3717;46,3619;45,788;44,340;43,4291;42,5568;41,1856;40,3415;39,332;38,771;37,269;36,2622;35,1715;34,421;33,1562;32,1411;31,198;30,389;29,353;28,4013;27,4407;26,248;25,294;24,6570;23,63;22,2784;21,545;20,5997;19,5874;18,5079;17,1478;16,4642;15,920;14,3326;13,1360;12,3451;11,460;10,6639;9,1203;8,3759;7,4930;6,2104;5,3575;4,2880;3,3892;2,2740;1
128,3544;666;6015;6841;1786;4762;5835;3910;384;5027;6253;1955;3731;3612;4581;1609;2406;6628;86;3187;3119;3931;2965;1537;3042;269;3533;2408;2289;2861;2136;974;6127;593;4561;1381;2373;4985;2300;1023;942;1113;6154;3474;2241;142;3049;3161;320;2782;1148;2539;2797;343;5008;4823;1082;3654;1622;2949;3543;937;4961;68;3574,daytime:morning,420;50,270;49,1765;48,1131;47,3444;46,6067;45,54;44,2221;43,27;42,222;41,3770;40,1057;39,3588;38,1365;37,5973;36,5517;35,51;34,207;33,1139;32,340;31,168;30,974;29,4741;28,184;27,2355;26,1550;25,1102;24,399;23,893;22,923;21,333;20,1734;19,2078;18,100;17,1421;16,604;15,2528;14,6141;13,2649;12,3892;11,232;10,5874;9,500;8,3886;7,2359;6,300;5,6885;4,725;3,3088;2,3829;1
128,3942;5810;755;1799;5699;545;1724;4393;5772;1721;6478;4377;2424;1109;6779;3102;1051;1636;1988;3689;2288;2784;2418;481;3182;5759;3225;4345;5665;407;3201;3372;6648;2023;5182;6605;6484;4147;1669;164;1455;1736;1276;3756,daytime:evening,420;50,270;49,250;48,1765;47,3444;46,6067;45,71;44,54;43,353;42,2630;41,2221;40,27;39,222;38,1057;37,3588;36,1365;35,173;34,63;33,5973;32,5517;31,51;30,207;29,1139;28,340;27,168;26,974;25,4741;24,184;23,2355;22,1550;21,1102;20,457;19,399;18,893;17,923;16,333;15,1734;14,2078;13,100;12,1421;11,604;10,6141;9,2649;8,3892;7,232;6,5874;5,500;4,3886;3,2359;2,6885;1
128,932;774;1932;6356;3202;3283;5193;1397;303;5728;862;3917;3340;1269;6073;3083;929;5410;6652;3190;5233;4152;5133;4258;551;5553;629;5306;2858;267;2888;3082;30;3230;5528;2430;5684;568;3152;4904;3088;2731,daytime:night,420;50,270;49,250;48,1765;47,1131;46,3444;45,6067;44,71;43,353;42,2630;41,2221;40,27;39,3770;38,1057;37,3588;36,1365;35,173;34,63;33,5973;32,5517;31,51;30,207;29,340;28,168;27,974;26,4741;25,184;24,2355;23,1550;22,1102;21,457;20,399;19,893;18,923;17,333;16,1734;15,1421;14,604;13,2528;12,6141;11,2649;10,3892;9,500;8,3886;7,2359;6,300;5,6885;4,3415;3,725;2,3088;1
128,4167;6599;5368;2831;2064;2484;5284;6797;1947;2260;3488;3165;977;2683;3321;4477;3960;5095;1014;6693;3502;1137;4937;1877;3454;85;3579;2465;5420;2640;3757;5904;5347;1927;180;2940;4619;2526;3929;4640;1064;605;4583;4361;387;4479;6049;4742,daytime:afternoon,250;50,1131;49,3444;48,6067;47,71;46,54;45,353;44,2630;43,2221;42,27;41,222;40,3770;39,1057;38,3588;37,1365;36,173;35,63;34,5973;33,5517;32,207;31,1139;30,340;29,168;28,974;27,4741;26,2355;25,1550;24,1102;23,457;22,893;21,923;20,333;19,1734;18,2078;17,100;16,1421;15,2528;14,3892;13,232;12,5874;11,500;10,3886;9,2359;8,300;7,6885;6,3415;5,725;4,3088;3,3829;2,6352;1
42,6551;3144;50;4561;406;679;5956;3917;3191;2932;3565;3334;6742;1931;5757;909;5476;2053;100;5212;1676;1139;1424;2398;3466;5613;841;343;4090;2162;3342;3338;2032;4951;264;1699,daytime:morning,270;50,974;49,173;48,60;47,1057;46,500;45,184;44,6036;43,128;42,291;41,2506;40,3943;39,5027;38,3238;37,1166;36,1765;35,277;34,3348;33,4490;32,102;31,5100;30,193;29,6041;28,591;27,660;26,905;25,6116;24,179;23,1424;22,849;21,141;20,5757;19,284;18,4282;17,5973;16,2398;15,1607;14,1170;13,56;12,153;11,3191;10,6885;9,2604;8,1138;7,3596;6,2932;5,222;4,1584;3,312;2,148;1
42,135;5431;2986;1754;830;7110;5327;682;6141;1405;403;6250;746;717;710,daytime:evening,270;50,173;49,60;48,500;47,184;46,6036;45,128;44,6666;43,291;42,2506;41,3;40,5027;39,3238;38,1166;37,1765;36,671;35,144;34,3348;33,4490;32,102;31,5100;30,193;29,6041;28,591;27,960;26,660;25,905;24,179;23,1424;22,849;21,3470;20,740;19,5757;18,284;17,271;16,2355;15,4282;14,5973;13,1024;12,2398;11,1607;10,153;9,981;8,3191;7,6885;6,33;5,1138;4,3596;3,2932;2,222;1
42,2582;60;3667;6801;6237;280;1292;7036;1166;2732;5780;4;3123;585;2143;6359;6675;218;806;4861,daytime:night,974;50,173;49,60;48,1057;47,500;46,184;45,128;44,6666;43,2506;42,3943;41,3;40,5027;39,1166;38,1765;37,277;36,671;35,144;34,3348;33,4490;32,193;31,6041;30,591;29,960;28,660;27,6116;26,179;25,1424;24,849;23,141;22,3470;21,740;20,5757;19,271;18,2355;17,4282;16,5973;15,1024;14,2398;13,1170;12,56;11,153;10,981;9,3191;8,6885;7,33;6,2604;5,1138;4,3596;3,2932;2,222;1
42,1703;5085;3805;1177;2885;5042;533;311;727;1299;3360;5269;6779;5314;1035;5672;3584;1115;2085;2663;783,daytime:afternoon,270;50,974;49,60;48,1057;47,6036;46,6666;45,291;44,2506;43,3943;42,3;41,5027;40,3238;39,1166;38,1765;37,277;36,671;35,144;34,3348;33,4490;32,102;31,5100;30,193;29,6041;28,591;27,960;26,905;25,6116;24,179;23,1424;22,849;21,141;20,3470;19,740;18,5757;17,284;16,271;15,2355;14,4282;13,5973;12,1024;11,2398;10,1607;9,1170;8,56;7,153;6,981;5,3191;4,33;3,2604;2,1138;1
25,6342;624;5962;1700;4238;481;4840;3770;4654;5702;2943;4538;3204;4420;5238;2512;1031;3615;3320;2324,daytime:morning,1694;50,1715;49,6007;48,420;47,545;46,4130;45,993;44,1856;43,207;42,1562;41,1936;40,1879;39,5765;38,460;37,1203;36,6572;35,5557;34,2124;33,2859;32,2512;31,4291;30,294;29,1254;28,1360;27,3619;26,1411;25,6112;24,389;23,6639;22,63;21,340;20,3717;19,1955;18,6570;17,1622;16,3415;15,2817;14,5568;13,199;12,1935;11,4207;10,1696;9,771;8,1408;7,1749;6,1639;5,1708;4,1750;3,1305;2,1683;1
