0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
"(1916, 151.0, 1.20362)","(322, 151.0, 0.32218)","(4362, 151.0, 0.50298)","(1916, 151.0, 1.20116)","(1916, 151.0, 1.20419)","(1916, 151.0, 1.20116)","(5462, 151.0, 0.37913)","(5462, 151.0, 0.38432)","(1916, 151.0, 1.20419)","(6528, 151.0, 0.90672)","(322, 151.0, 0.31741)","(1916, 151.0, 1.20362)","(1916, 151.0, 1.20116)","(1957, 151.0, 1.23873)","(322, 151.0, 0.31741)","(322, 151.0, 0.31789)","(322, 151.0, 0.32218)","(1916, 151.0, 1.20527)","(6732, 151.0, 0.37768)","(7055, 151.0, 0.35673)","(6528, 151.0, 0.90672)","(6528, 151.0, 0.90766)","(4079, 151.0, 0.31678)","(322, 151.0, 0.31741)","(322, 151.0, 0.31741)","(322, 151.0, 0.31789)","(322, 151.0, 0.32218)","(463, 151.0, 0.53444)","(463, 151.0, 0.52956)","(1957, 151.0, 1.23767)","(6733, 151.0, 1.05953)","(6733, 151.0, 1.05862)","(1916, 151.0, 1.20419)","(6528, 151.0, 0.9076)","(6528, 151.0, 0.90672)","(463, 151.0, 0.53581)","(463, 151.0, 0.53444)","(6528, 151.0, 0.90672)","(6528, 151.0, 0.9076)","(322, 151.0, 0.31741)","(6528, 151.0, 0.90766)","(1916, 151.0, 1.20419)","(322, 151.0, 0.31741)","(4099, 151.0, 0.92933)","(6858, 151.0, 0.63644)","(1916, 151.0, 1.20527)","(1916, 151.0, 1.20419)","(7277, 151.0, 0.30525)","(2134, 151.0, 0.33901)","(463, 151.0, 0.53581)","(6528, 151.0, 0.90766)","(5462, 151.0, 0.38001)","(1328, 151.0, 0.31382)","(7277, 151.0, 0.30366)","(2312, 151.0, 0.43426)","(6316, 151.0, 0.36265)","(3365, 151.0, 0.58161)","(6297, 151.0, 0.55702)","(1916, 151.0, 1.20116)","(322, 151.0, 0.31741)","(2261, 151.0, 1.40173)","(2131, 151.0, 0.65203)","(2850, 151.0, 1.1472)","(2348, 151.0, 0.48758)","(1871, 151.0, 0.62897)","(1012, 151.0, 0.98211)","(2255, 151.0, 0.31703)"
"(322, 150.0, 0.31789)","(463, 150.0, 0.52956)","(3474, 150.0, 0.55892)","(6528, 150.0, 0.90766)","(6528, 150.0, 0.90731)","(6528, 150.0, 0.90766)","(322, 150.0, 0.31741)","(322, 150.0, 0.32218)","(6528, 150.0, 0.90731)","(463, 150.0, 0.53444)","(1957, 150.0, 1.23949)","(322, 150.0, 0.31789)","(322, 150.0, 0.32218)","(7193, 150.0, 0.39175)","(1916, 150.0, 1.20527)","(1916, 150.0, 1.20362)","(1916, 150.0, 1.20116)","(6528, 150.0, 0.9076)","(7055, 150.0, 0.35653)","(6316, 150.0, 0.36251)","(322, 150.0, 0.31789)","(322, 150.0, 0.32218)","(7303, 150.0, 0.87745)","(1916, 150.0, 1.20527)","(1916, 150.0, 1.20527)","(463, 150.0, 0.53444)","(1916, 150.0, 1.20116)","(6729, 150.0, 0.46978)","(6729, 150.0, 0.47496)","(7277, 150.0, 0.30019)","(322, 150.0, 0.31741)","(322, 150.0, 0.31755)","(7277, 150.0, 0.30437)","(1916, 150.0, 1.20527)","(1916, 150.0, 1.20362)","(1916, 150.0, 1.20527)","(1916, 150.0, 1.20362)","(322, 150.0, 0.31789)","(7277, 150.0, 0.30525)","(463, 150.0, 0.53581)","(7193, 150.0, 0.3975)","(322, 150.0, 0.31755)","(1916, 150.0, 1.20527)","(4079, 150.0, 0.31401)","(4445, 150.0, 0.28516)","(463, 150.0, 0.53581)","(322, 150.0, 0.31755)","(2134, 150.0, 0.33762)","(6039, 150.0, 0.49597)","(6729, 150.0, 0.46835)","(463, 150.0, 0.52956)","(6528, 150.0, 0.90672)","(6733, 150.0, 1.05953)","(2131, 150.0, 0.65216)","(6778, 150.0, 0.31436)","(7303, 150.0, 0.87741)","(3911, 150.0, 0.63635)","(5462, 150.0, 0.38001)","(6528, 150.0, 0.90766)","(6528, 150.0, 0.9076)","(5719, 150.0, 0.60463)","(322, 150.0, 0.31755)","(6874, 150.0, 0.917)","(4461, 150.0, 0.2979)","(6559, 150.0, 0.44566)","(964, 150.0, 0.32948)","(4023, 150.0, 0.27509)"
"(463, 149.0, 0.53444)","(1916, 149.0, 1.20116)","(1878, 149.0, 0.2784)","(463, 149.0, 0.52956)","(463, 149.0, 0.5354)","(463, 149.0, 0.52956)","(1328, 149.0, 0.31382)","(1328, 149.0, 0.31841)","(463, 149.0, 0.5354)","(1916, 149.0, 1.20362)","(7193, 149.0, 0.39088)","(1957, 149.0, 1.23889)","(1957, 149.0, 1.23767)","(1792, 149.0, 1.2576)","(7277, 149.0, 0.30525)","(7277, 149.0, 0.30366)","(7277, 149.0, 0.30019)","(463, 149.0, 0.53581)","(6316, 149.0, 0.36265)","(5421, 149.0, 0.47092)","(463, 149.0, 0.53444)","(7277, 149.0, 0.30019)","(7257, 149.0, 0.29674)","(463, 149.0, 0.53581)","(463, 149.0, 0.53581)","(4445, 149.0, 0.28239)","(4445, 149.0, 0.28516)","(2131, 149.0, 0.65216)","(2131, 149.0, 0.6496)","(5462, 149.0, 0.38432)","(2134, 149.0, 0.33762)","(2134, 149.0, 0.3382)","(598, 149.0, 0.79261)","(463, 149.0, 0.53581)","(463, 149.0, 0.53444)","(7277, 149.0, 0.30525)","(7277, 149.0, 0.30366)","(463, 149.0, 0.53444)","(322, 149.0, 0.31741)","(1952, 149.0, 0.40687)","(7186, 149.0, 0.40325)","(463, 149.0, 0.5354)","(463, 149.0, 0.53581)","(6316, 149.0, 0.3662)","(7193, 149.0, 0.3975)","(6528, 149.0, 0.9076)","(463, 149.0, 0.5354)","(6039, 149.0, 0.49515)","(1957, 149.0, 1.23889)","(1916, 149.0, 1.20527)","(1916, 149.0, 1.20116)","(322, 149.0, 0.31789)","(322, 149.0, 0.31741)","(4445, 149.0, 0.28239)","(2671, 149.0, 0.48225)","(4445, 149.0, 0.28239)","(706, 149.0, 0.17274)","(4900, 149.0, 0.91335)","(463, 149.0, 0.52956)","(463, 149.0, 0.53581)","(727, 149.0, 0.39976)","(4445, 149.0, 0.28143)","(729, 149.0, 0.71747)","(4457, 149.0, 0.9292)","(7304, 149.0, 0.37679)","(5630, 149.0, 0.52548)","(4273, 149.0, 0.39104)"
"(7277, 148.0, 0.30366)","(7277, 148.0, 0.30019)","(1757, 148.0, 0.91443)","(7277, 148.0, 0.30019)","(7277, 148.0, 0.30437)","(4445, 148.0, 0.28516)","(7277, 148.0, 0.30525)","(7277, 148.0, 0.30019)","(7277, 148.0, 0.30437)","(7277, 148.0, 0.30366)","(1792, 148.0, 1.25818)","(7193, 148.0, 0.39323)","(7193, 148.0, 0.3975)","(5462, 148.0, 0.37971)","(463, 148.0, 0.53581)","(463, 148.0, 0.53444)","(463, 148.0, 0.52956)","(7277, 148.0, 0.30525)","(5421, 148.0, 0.46994)","(2987, 148.0, 1.23324)","(7277, 148.0, 0.30366)","(5462, 148.0, 0.38432)","(3509, 148.0, 0.41423)","(7277, 148.0, 0.30525)","(7277, 148.0, 0.30525)","(1916, 148.0, 1.20362)","(6729, 148.0, 0.47496)","(1916, 148.0, 1.20362)","(1916, 148.0, 1.20116)","(6528, 148.0, 0.90766)","(7193, 148.0, 0.39088)","(7193, 148.0, 0.39175)","(7010, 148.0, 0.47153)","(7277, 148.0, 0.30525)","(7277, 148.0, 0.30366)","(4445, 148.0, 0.28008)","(4445, 148.0, 0.28239)","(7277, 148.0, 0.30366)","(463, 148.0, 0.53581)","(7277, 148.0, 0.30525)","(6858, 148.0, 0.63644)","(7277, 148.0, 0.30437)","(7277, 148.0, 0.30525)","(3771, 148.0, 1.1145)","(7303, 148.0, 0.88037)","(7277, 148.0, 0.30525)","(7277, 148.0, 0.30437)","(1957, 148.0, 1.23949)","(6733, 148.0, 1.05818)","(2131, 148.0, 0.65284)","(7277, 148.0, 0.30019)","(1328, 148.0, 0.31467)","(2798, 148.0, 1.0201)","(2798, 148.0, 1.01851)","(4186, 148.0, 0.37494)","(1328, 148.0, 0.31467)","(3607, 148.0, 0.47892)","(3663, 148.0, 0.32801)","(7293, 148.0, 0.82052)","(7277, 148.0, 0.30525)","(6687, 148.0, 0.46155)","(463, 148.0, 0.5354)","(1952, 148.0, 0.40777)","(5684, 148.0, 0.2896)","(7230, 148.0, 0.23893)","(3254, 148.0, 0.40548)","(5619, 148.0, 0.45048)"
"(5462, 147.0, 0.38001)","(4445, 147.0, 0.28516)","(1235, 147.0, 0.46036)","(5462, 147.0, 0.38432)","(5462, 147.0, 0.37971)","(5462, 147.0, 0.38432)","(1952, 147.0, 0.40687)","(1952, 147.0, 0.41153)","(4445, 147.0, 0.28143)","(4445, 147.0, 0.28239)","(5462, 147.0, 0.37913)","(1792, 147.0, 1.25797)","(1792, 147.0, 1.25808)","(4445, 147.0, 0.28143)","(4445, 147.0, 0.28008)","(4445, 147.0, 0.28239)","(4445, 147.0, 0.28516)","(5462, 147.0, 0.37913)","(2987, 147.0, 1.2335)","(6739, 147.0, 0.19438)","(5462, 147.0, 0.38001)","(463, 147.0, 0.52956)","(598, 147.0, 0.79261)","(4445, 147.0, 0.28008)","(4445, 147.0, 0.28008)","(7277, 147.0, 0.30366)","(7277, 147.0, 0.30019)","(4445, 147.0, 0.28239)","(4445, 147.0, 0.28516)","(1916, 147.0, 1.20116)","(463, 147.0, 0.53581)","(463, 147.0, 0.5354)","(282, 147.0, 0.38348)","(4445, 147.0, 0.28008)","(4445, 147.0, 0.28239)","(5462, 147.0, 0.37913)","(5462, 147.0, 0.38001)","(5462, 147.0, 0.38001)","(5462, 147.0, 0.37913)","(1328, 147.0, 0.31382)","(1792, 147.0, 1.25808)","(4445, 147.0, 0.28143)","(4445, 147.0, 0.28008)","(6642, 147.0, 0.38927)","(4900, 147.0, 0.90927)","(5462, 147.0, 0.37913)","(4445, 147.0, 0.28143)","(6733, 147.0, 1.05953)","(1916, 147.0, 1.20362)","(4445, 147.0, 0.28008)","(4445, 147.0, 0.28516)","(4445, 147.0, 0.28239)","(7303, 147.0, 0.87745)","(322, 147.0, 0.31789)","(7259, 147.0, 0.42651)","(3376, 147.0, 1.37878)","(3377, 147.0, 0.8075)","(7274, 147.0, 0.5483)","(4445, 147.0, 0.28516)","(5462, 147.0, 0.37913)","(642, 147.0, 0.35773)","(7277, 147.0, 0.30437)","(7202, 147.0, 0.48032)","(6753, 147.0, 0.22416)","(4900, 147.0, 0.91335)","(7026, 147.0, 0.37364)","(986, 147.0, 0.36597)"
"(4445, 146.0, 0.28239)","(5462, 146.0, 0.38432)","(2453, 146.0, 0.39801)","(4445, 146.0, 0.28516)","(4445, 146.0, 0.28143)","(7277, 146.0, 0.30019)","(6528, 146.0, 0.9076)","(6528, 146.0, 0.90766)","(5462, 146.0, 0.37971)","(5462, 146.0, 0.38001)","(4445, 146.0, 0.28008)","(5462, 146.0, 0.38001)","(5462, 146.0, 0.38432)","(7277, 146.0, 0.30437)","(5462, 146.0, 0.37913)","(5462, 146.0, 0.38001)","(5462, 146.0, 0.38432)","(4445, 146.0, 0.28008)","(6739, 146.0, 0.1938)","(6559, 146.0, 0.44553)","(4445, 146.0, 0.28239)","(4445, 146.0, 0.28516)","(7230, 146.0, 0.2382)","(5462, 146.0, 0.37913)","(5462, 146.0, 0.37913)","(5462, 146.0, 0.38001)","(2131, 146.0, 0.6496)","(7277, 146.0, 0.30366)","(7277, 146.0, 0.30019)","(4445, 146.0, 0.28516)","(7303, 146.0, 0.87745)","(7303, 146.0, 0.87745)","(7304, 146.0, 0.37757)","(5462, 146.0, 0.37913)","(5462, 146.0, 0.38001)","(7293, 146.0, 0.82102)","(7293, 146.0, 0.82139)","(4445, 146.0, 0.28239)","(4445, 146.0, 0.28008)","(6528, 146.0, 0.9076)","(322, 146.0, 0.32218)","(5462, 146.0, 0.37971)","(5462, 146.0, 0.37913)","(7084, 146.0, 0.55547)","(322, 146.0, 0.32218)","(4445, 146.0, 0.28008)","(5462, 146.0, 0.37971)","(1916, 146.0, 1.20527)","(4445, 146.0, 0.28239)","(7193, 146.0, 0.39088)","(5462, 146.0, 0.38432)","(2798, 146.0, 1.01851)","(7193, 146.0, 0.39088)","(6874, 146.0, 0.91679)","(7103, 146.0, 0.39864)","(7193, 146.0, 0.39323)","(3244, 146.0, 0.16982)","(7186, 146.0, 0.40837)","(7277, 146.0, 0.30019)","(4445, 146.0, 0.28008)","(6623, 146.0, 0.38365)","(7193, 146.0, 0.39175)","(7218, 146.0, 0.5609)","(56, 146.0, 0.43961)","(7303, 146.0, 0.87741)","(7156, 146.0, 0.40901)","(7298, 146.0, 0.93266)"
"(7193, 145.0, 0.39323)","(7293, 145.0, 0.82052)","(5605, 145.0, 0.44167)","(7293, 145.0, 0.82052)","(7293, 145.0, 0.82099)","(7193, 145.0, 0.3975)","(4445, 145.0, 0.28008)","(4445, 145.0, 0.28516)","(7293, 145.0, 0.82099)","(7293, 145.0, 0.82139)","(7277, 145.0, 0.30525)","(4445, 145.0, 0.28239)","(4445, 145.0, 0.28516)","(1328, 145.0, 0.31461)","(1328, 145.0, 0.31382)","(1328, 145.0, 0.31467)","(1328, 145.0, 0.31841)","(7293, 145.0, 0.82102)","(6559, 145.0, 0.44566)","(6297, 145.0, 0.55801)","(7293, 145.0, 0.82139)","(1328, 145.0, 0.31841)","(3098, 145.0, 0.31909)","(7193, 145.0, 0.39088)","(7293, 145.0, 0.82102)","(7303, 145.0, 0.87741)","(1328, 145.0, 0.31841)","(7193, 145.0, 0.39323)","(7193, 145.0, 0.3975)","(7293, 145.0, 0.82052)","(2798, 145.0, 1.0201)","(2798, 145.0, 1.01902)","(1342, 145.0, 1.37665)","(7293, 145.0, 0.82102)","(7293, 145.0, 0.82139)","(7193, 145.0, 0.39088)","(7193, 145.0, 0.39323)","(7193, 145.0, 0.39323)","(7193, 145.0, 0.39088)","(7193, 145.0, 0.39088)","(7010, 145.0, 0.47641)","(1328, 145.0, 0.31461)","(7293, 145.0, 0.82102)","(1720, 145.0, 1.06497)","(7293, 145.0, 0.82052)","(7293, 145.0, 0.82102)","(7193, 145.0, 0.39175)","(4445, 145.0, 0.28008)","(115, 145.0, 0.49115)","(7277, 145.0, 0.30525)","(7293, 145.0, 0.82052)","(7193, 145.0, 0.39323)","(463, 145.0, 0.53581)","(7193, 145.0, 0.39323)","(1495, 145.0, 0.31577)","(1916, 145.0, 1.20362)","(293, 145.0, 0.38618)","(322, 145.0, 0.31789)","(7193, 145.0, 0.3975)","(7293, 145.0, 0.82102)","(1242, 145.0, 0.3462)","(5462, 145.0, 0.37971)","(7193, 145.0, 0.39175)","(5315, 145.0, 0.76314)","(7257, 145.0, 0.29652)","(7150, 145.0, 0.15678)","(6366, 145.0, 0.1546)"
"(7293, 144.0, 0.82139)","(7193, 144.0, 0.3975)","(7135, 144.0, 0.39451)","(7193, 144.0, 0.3975)","(7193, 144.0, 0.39175)","(7303, 144.0, 0.88037)","(7193, 144.0, 0.39088)","(7193, 144.0, 0.3975)","(7193, 144.0, 0.39175)","(1328, 144.0, 0.31467)","(1328, 144.0, 0.31382)","(7277, 144.0, 0.30366)","(7277, 144.0, 0.30019)","(7253, 144.0, 0.39161)","(6729, 144.0, 0.46835)","(6729, 144.0, 0.46978)","(6729, 144.0, 0.47496)","(7193, 144.0, 0.39088)","(6297, 144.0, 0.55702)","(5684, 144.0, 0.28962)","(7193, 144.0, 0.39323)","(7193, 144.0, 0.3975)","(3968, 144.0, 0.29194)","(7293, 144.0, 0.82102)","(7193, 144.0, 0.39088)","(1328, 144.0, 0.31467)","(7193, 144.0, 0.3975)","(7293, 144.0, 0.82139)","(7293, 144.0, 0.82052)","(1328, 144.0, 0.31841)","(4445, 144.0, 0.28008)","(4445, 144.0, 0.28143)","(7218, 144.0, 0.5609)","(7193, 144.0, 0.39088)","(7193, 144.0, 0.39323)","(6729, 144.0, 0.46835)","(6729, 144.0, 0.46978)","(7293, 144.0, 0.82139)","(7293, 144.0, 0.82102)","(4445, 144.0, 0.28008)","(1871, 144.0, 0.62576)","(7193, 144.0, 0.39175)","(7193, 144.0, 0.39088)","(7277, 144.0, 0.30019)","(1952, 144.0, 0.41153)","(7193, 144.0, 0.39088)","(7293, 144.0, 0.82099)","(115, 144.0, 0.49226)","(1952, 144.0, 0.40835)","(7293, 144.0, 0.82102)","(1328, 144.0, 0.31841)","(7253, 144.0, 0.39186)","(4445, 144.0, 0.28008)","(5462, 144.0, 0.38001)","(6787, 144.0, 0.19657)","(5462, 144.0, 0.38001)","(5710, 144.0, 0.42427)","(70, 144.0, 0.85947)","(5462, 144.0, 0.38432)","(7193, 144.0, 0.39088)","(6905, 144.0, 0.36927)","(6729, 144.0, 0.46899)","(3559, 144.0, 1.05151)","(2251, 144.0, 0.34219)","(7193, 144.0, 0.39323)","(1094, 144.0, 0.26768)","(6998, 144.0, 0.35058)"
"(7303, 143.0, 0.87741)","(1328, 143.0, 0.31841)","(5303, 143.0, 0.18726)","(7303, 143.0, 0.88037)","(7303, 143.0, 0.87745)","(1328, 143.0, 0.31841)","(7293, 143.0, 0.82102)","(7293, 143.0, 0.82052)","(7303, 143.0, 0.87745)","(7193, 143.0, 0.39323)","(7253, 143.0, 0.39087)","(1328, 143.0, 0.31467)","(1328, 143.0, 0.31841)","(6729, 143.0, 0.46899)","(7293, 143.0, 0.82102)","(7293, 143.0, 0.82139)","(7293, 143.0, 0.82052)","(1328, 143.0, 0.31382)","(5684, 143.0, 0.2896)","(6880, 143.0, 0.49359)","(1328, 143.0, 0.31467)","(7293, 143.0, 0.82052)","(2134, 143.0, 0.3382)","(7303, 143.0, 0.87745)","(1328, 143.0, 0.31382)","(7193, 143.0, 0.39323)","(7293, 143.0, 0.82052)","(5462, 143.0, 0.38001)","(5462, 143.0, 0.38432)","(7193, 143.0, 0.3975)","(1957, 143.0, 1.23949)","(1957, 143.0, 1.23873)","(3559, 143.0, 1.05151)","(7303, 143.0, 0.87745)","(7303, 143.0, 0.87741)","(1328, 143.0, 0.31382)","(1328, 143.0, 0.31467)","(1328, 143.0, 0.31467)","(1328, 143.0, 0.31382)","(7293, 143.0, 0.82102)","(6874, 143.0, 0.91287)","(7293, 143.0, 0.82099)","(1328, 143.0, 0.31382)","(1328, 143.0, 0.31841)","(4506, 143.0, 0.81875)","(7303, 143.0, 0.87745)","(7303, 143.0, 0.87745)","(1952, 143.0, 0.40687)","(7303, 143.0, 0.87741)","(1328, 143.0, 0.31382)","(7193, 143.0, 0.3975)","(463, 143.0, 0.53444)","(1957, 143.0, 1.23949)","(7293, 143.0, 0.82139)","(3952, 143.0, 0.26856)","(4079, 143.0, 0.31731)","(6793, 143.0, 0.65492)","(7277, 143.0, 0.30366)","(6729, 143.0, 0.47496)","(7303, 143.0, 0.87745)","(1333, 143.0, 0.92757)","(7303, 143.0, 0.87745)","(6861, 143.0, 0.27757)","(4735, 143.0, 0.69948)","(7293, 143.0, 0.82139)","(5653, 143.0, 0.80949)","(639, 143.0, 0.24477)"
"(1328, 142.0, 0.31467)","(7303, 142.0, 0.88037)","(6906, 142.0, 0.82079)","(1328, 142.0, 0.31841)","(1328, 142.0, 0.31461)","(7293, 142.0, 0.82052)","(115, 142.0, 0.49226)","(7303, 142.0, 0.88037)","(1328, 142.0, 0.31461)","(7303, 142.0, 0.87741)","(6729, 142.0, 0.46835)","(7253, 142.0, 0.39186)","(7253, 142.0, 0.39571)","(7293, 142.0, 0.82099)","(7193, 142.0, 0.39088)","(7193, 142.0, 0.39323)","(7193, 142.0, 0.3975)","(7303, 142.0, 0.87745)","(6880, 142.0, 0.49242)","(171, 142.0, 0.37971)","(7303, 142.0, 0.87741)","(7303, 142.0, 0.88037)","(1869, 142.0, 1.17517)","(1328, 142.0, 0.31382)","(7303, 142.0, 0.87745)","(7293, 142.0, 0.82139)","(7303, 142.0, 0.88037)","(1328, 142.0, 0.31467)","(1328, 142.0, 0.31841)","(7303, 142.0, 0.88037)","(6858, 142.0, 0.637)","(6858, 142.0, 0.63648)","(1689, 142.0, 1.2189)","(1328, 142.0, 0.31382)","(1328, 142.0, 0.31467)","(7303, 142.0, 0.87745)","(7303, 142.0, 0.87741)","(7303, 142.0, 0.87741)","(7303, 142.0, 0.87745)","(7303, 142.0, 0.87745)","(7303, 142.0, 0.88037)","(7303, 142.0, 0.87745)","(7303, 142.0, 0.87745)","(7148, 142.0, 0.33902)","(330, 142.0, 0.31509)","(1328, 142.0, 0.31382)","(1328, 142.0, 0.31461)","(7303, 142.0, 0.87745)","(7257, 142.0, 0.29652)","(5462, 142.0, 0.37913)","(7303, 142.0, 0.88037)","(7303, 142.0, 0.87741)","(1952, 142.0, 0.40687)","(463, 142.0, 0.53444)","(6361, 142.0, 0.27465)","(7253, 142.0, 0.39186)","(3883, 142.0, 0.31065)","(7269, 142.0, 0.45646)","(6039, 142.0, 0.50009)","(1328, 142.0, 0.31382)","(1451, 142.0, 0.26878)","(7293, 142.0, 0.82099)","(2169, 142.0, 0.23148)","(1105, 142.0, 1.11371)","(6039, 142.0, 0.49597)","(3874, 142.0, 0.1663)","(2211, 142.0, 0.69551)"
"(115, 141.0, 0.49115)","(6729, 141.0, 0.47496)","(6388, 141.0, 0.42063)","(115, 141.0, 0.48927)","(115, 141.0, 0.4922)","(6729, 141.0, 0.47496)","(1792, 141.0, 1.25818)","(115, 141.0, 0.48927)","(6729, 141.0, 0.46899)","(6729, 141.0, 0.46978)","(115, 141.0, 0.49226)","(6729, 141.0, 0.46978)","(6729, 141.0, 0.47496)","(115, 141.0, 0.4922)","(7303, 141.0, 0.87745)","(7303, 141.0, 0.87741)","(7303, 141.0, 0.88037)","(115, 141.0, 0.49226)","(171, 141.0, 0.3787)","(7253, 141.0, 0.39161)","(115, 141.0, 0.49115)","(6729, 141.0, 0.47496)","(7255, 141.0, 0.48404)","(6729, 141.0, 0.46835)","(115, 141.0, 0.49226)","(7253, 141.0, 0.39186)","(7253, 141.0, 0.39571)","(7253, 141.0, 0.39186)","(7253, 141.0, 0.39571)","(6039, 141.0, 0.50009)","(1792, 141.0, 1.25818)","(1792, 141.0, 1.2576)","(6874, 141.0, 0.917)","(6729, 141.0, 0.46835)","(6729, 141.0, 0.46978)","(6039, 141.0, 0.49515)","(6039, 141.0, 0.49597)","(6729, 141.0, 0.46978)","(6729, 141.0, 0.46835)","(6733, 141.0, 1.05953)","(4900, 141.0, 0.90927)","(6729, 141.0, 0.46899)","(6729, 141.0, 0.46835)","(5462, 141.0, 0.38432)","(1957, 141.0, 1.23767)","(6729, 141.0, 0.46835)","(6729, 141.0, 0.46899)","(7257, 141.0, 0.29598)","(1328, 141.0, 0.31467)","(6874, 141.0, 0.91786)","(6729, 141.0, 0.47496)","(7293, 141.0, 0.82139)","(1792, 141.0, 1.25818)","(1328, 141.0, 0.31467)","(5713, 141.0, 0.41458)","(7277, 141.0, 0.30366)","(2364, 141.0, 0.38421)","(822, 141.0, 1.07714)","(7303, 141.0, 0.88037)","(6729, 141.0, 0.46835)","(3009, 141.0, 0.35041)","(1328, 141.0, 0.31461)","(1083, 141.0, 0.95795)","(3962, 141.0, 0.5148)","(5462, 141.0, 0.38001)","(2849, 141.0, 0.42257)","(2987, 141.0, 1.23338)"
"(6729, 140.0, 0.46978)","(115, 140.0, 0.48927)","(6783, 140.0, 0.7254)","(6729, 140.0, 0.47496)","(6729, 140.0, 0.46899)","(7253, 140.0, 0.39571)","(6733, 140.0, 1.05953)","(1792, 140.0, 1.25808)","(115, 140.0, 0.4922)","(115, 140.0, 0.49115)","(3376, 140.0, 1.3799)","(7293, 140.0, 0.82139)","(7293, 140.0, 0.82052)","(3376, 140.0, 1.37901)","(7253, 140.0, 0.39087)","(7253, 140.0, 0.39186)","(7253, 140.0, 0.39571)","(6729, 140.0, 0.46835)","(7253, 140.0, 0.39186)","(5045, 140.0, 0.96403)","(6729, 140.0, 0.46978)","(115, 140.0, 0.48927)","(2167, 140.0, 0.17252)","(115, 140.0, 0.49226)","(6729, 140.0, 0.46835)","(6729, 140.0, 0.46978)","(5462, 140.0, 0.38432)","(6874, 140.0, 0.91679)","(6874, 140.0, 0.91287)","(1792, 140.0, 1.25808)","(1952, 140.0, 0.40687)","(1952, 140.0, 0.40777)","(2969, 140.0, 0.70094)","(115, 140.0, 0.49226)","(115, 140.0, 0.49115)","(7253, 140.0, 0.39087)","(7253, 140.0, 0.39186)","(115, 140.0, 0.49115)","(7253, 140.0, 0.39087)","(115, 140.0, 0.49226)","(2134, 140.0, 0.34191)","(7253, 140.0, 0.39161)","(7253, 140.0, 0.39087)","(7255, 140.0, 0.48946)","(6039, 140.0, 0.50009)","(115, 140.0, 0.49226)","(7253, 140.0, 0.39161)","(1328, 140.0, 0.31382)","(6282, 140.0, 0.40856)","(7303, 140.0, 0.87745)","(115, 140.0, 0.48927)","(6729, 140.0, 0.46978)","(6528, 140.0, 0.9076)","(7253, 140.0, 0.39186)","(2332, 140.0, 1.01756)","(1792, 140.0, 1.25797)","(1792, 140.0, 1.2576)","(1230, 140.0, 1.00709)","(7253, 140.0, 0.39571)","(115, 140.0, 0.49226)","(4335, 140.0, 0.5186)","(7253, 140.0, 0.39161)","(3593, 140.0, 0.27644)","(6204, 140.0, 0.32098)","(3771, 140.0, 1.1187)","(5950, 140.0, 0.44768)","(4054, 140.0, 0.44919)"
"(7253, 139.0, 0.39186)","(7253, 139.0, 0.39571)","(2956, 139.0, 1.15797)","(6039, 139.0, 0.50009)","(6039, 139.0, 0.49551)","(115, 139.0, 0.48927)","(7253, 139.0, 0.39087)","(6733, 139.0, 1.0571)","(6039, 139.0, 0.49551)","(7253, 139.0, 0.39186)","(7303, 139.0, 0.87745)","(115, 139.0, 0.49115)","(115, 139.0, 0.48927)","(7303, 139.0, 0.87745)","(115, 139.0, 0.49226)","(115, 139.0, 0.49115)","(115, 139.0, 0.48927)","(7253, 139.0, 0.39087)","(5045, 139.0, 0.96363)","(6041, 139.0, 0.24553)","(7253, 139.0, 0.39186)","(7253, 139.0, 0.39571)","(1652, 139.0, 0.22035)","(7253, 139.0, 0.39087)","(7253, 139.0, 0.39087)","(1792, 139.0, 1.25797)","(6874, 139.0, 0.91287)","(7303, 139.0, 0.87741)","(7303, 139.0, 0.88037)","(6733, 139.0, 1.0571)","(7293, 139.0, 0.82102)","(7293, 139.0, 0.82099)","(7186, 139.0, 0.40886)","(7253, 139.0, 0.39087)","(7253, 139.0, 0.39186)","(115, 139.0, 0.49226)","(115, 139.0, 0.49115)","(7253, 139.0, 0.39186)","(115, 139.0, 0.49226)","(7253, 139.0, 0.39087)","(7277, 139.0, 0.30019)","(115, 139.0, 0.4922)","(115, 139.0, 0.49226)","(7300, 139.0, 0.34545)","(4232, 139.0, 0.28626)","(7253, 139.0, 0.39087)","(115, 139.0, 0.4922)","(6282, 139.0, 0.40702)","(1720, 139.0, 1.06886)","(7253, 139.0, 0.39087)","(6039, 139.0, 0.50009)","(6858, 139.0, 0.63711)","(6858, 139.0, 0.637)","(115, 139.0, 0.49115)","(2630, 139.0, 0.46658)","(7293, 139.0, 0.82139)","(2425, 139.0, 0.44651)","(7303, 139.0, 0.87741)","(115, 139.0, 0.48927)","(6039, 139.0, 0.49515)","(6728, 139.0, 0.39821)","(115, 139.0, 0.4922)","(6526, 139.0, 0.35774)","(6034, 139.0, 0.42098)","(3047, 139.0, 1.15613)","(4637, 139.0, 0.31572)","(1940, 139.0, 1.05356)"
