0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
"(7193, 145.0, 0.39515311843738393)","(7293, 145.0, 0.9499001618927495)","(5605, 145.0, 0.45381625906093587)","(7293, 145.0, 0.8110397355915064)","(7293, 145.0, 0.8070632456532033)","(7193, 145.0, 0.4615940675031874)","(4445, 145.0, 0.30253619341304083)","(4445, 145.0, 0.28787090256994147)","(7293, 145.0, 0.8379932110863613)","(7293, 145.0, 0.8629881990463164)","(7277, 145.0, 0.28804567438747464)","(4445, 145.0, 0.31664428595088023)","(4445, 145.0, 0.3241680273402218)","(1328, 145.0, 0.35107275162042356)","(1328, 145.0, 0.39090471991626563)","(1328, 145.0, 0.34832706611073466)","(1328, 145.0, 0.40379218793891763)","(7293, 145.0, 0.8906295953080772)","(6559, 145.0, 0.5708337259973754)","(6297, 145.0, 1.1668834093053804)","(7293, 145.0, 0.8195166294561386)","(1328, 145.0, 0.3963380826202062)","(3098, 145.0, 0.8117992212619698)","(7193, 145.0, 0.40325408716065203)","(7293, 145.0, 0.8964817052313029)","(7303, 145.0, 0.9081978171808708)","(1328, 145.0, 0.32557680739075384)","(7193, 145.0, 0.4055682730163331)","(7193, 145.0, 0.4625406535732758)","(7293, 145.0, 0.7129751417618215)","(2798, 145.0, 0.8641896910876966)","(2798, 145.0, 0.8521419077708309)","(1342, 145.0, 1.2722639181665623)","(7293, 145.0, 0.7600154840396242)","(7293, 145.0, 0.7667465134950859)","(7193, 145.0, 0.43666456906179324)","(7193, 145.0, 0.42877970851139063)","(7193, 145.0, 0.4592121593936578)","(7193, 145.0, 0.45943472948065306)","(7193, 145.0, 0.3825559745231311)","(7010, 145.0, 0.47774106499359364)","(1328, 145.0, 0.26554397487931597)","(7293, 145.0, 0.8300576574694883)","(1720, 145.0, 0.8890056788092061)","(7293, 145.0, 0.944541434272844)","(7293, 145.0, 0.7414843740856388)","(7193, 145.0, 0.4219044345303978)","(4445, 145.0, 0.4995115098611282)","(115, 145.0, 0.5986607959854637)","(7277, 145.0, 0.36155968686486945)","(7293, 145.0, 0.7974456880308449)","(7193, 145.0, 0.5713591505150855)","(463, 145.0, 0.3418823600426853)","(7193, 145.0, 0.5958762220404458)","(1495, 145.0, 0.47268284908626895)","(1916, 145.0, 0.9356122153640597)","(293, 145.0, 0.43027558269929966)","(322, 145.0, 0.8191366880210313)","(7193, 145.0, 0.43373006242240214)","(7293, 145.0, 0.7987835459682215)","(1242, 145.0, 0.5549012806346728)","(5462, 145.0, 0.7459731300469207)","(7193, 145.0, 0.6100271452636165)","(5315, 145.0, 0.8068444046982398)","(7257, 145.0, 0.40491882729294815)","(7150, 145.0, 0.3162964395820916)","(6366, 145.0, 0.8453127097683545)"
"(7293, 144.0, 0.815694415808964)","(7193, 144.0, 0.5155474800575656)","(7135, 144.0, 0.5589720782479118)","(7193, 144.0, 0.40826211497826026)","(7193, 144.0, 0.41806455741083176)","(7303, 144.0, 0.8934026089995907)","(7193, 144.0, 0.41455204052658134)","(7193, 144.0, 0.40062175549252643)","(7193, 144.0, 0.4082727103347048)","(1328, 144.0, 0.23106447882033074)","(1328, 144.0, 0.35474870954099363)","(7277, 144.0, 0.2796045051933199)","(7277, 144.0, 0.2796909941445078)","(7253, 144.0, 0.4269010414868405)","(6729, 144.0, 0.5668397938029125)","(6729, 144.0, 0.540768019753243)","(6729, 144.0, 0.5790339069059067)","(7193, 144.0, 0.4513535578679583)","(6297, 144.0, 1.1668834093053804)","(5684, 144.0, 0.6750377557343473)","(7193, 144.0, 0.40528714053060455)","(7193, 144.0, 0.39516157761957404)","(3968, 144.0, 0.8910233421100812)","(7293, 144.0, 0.8131871490270516)","(7193, 144.0, 0.44042271621523876)","(1328, 144.0, 0.4317409851325328)","(7193, 144.0, 0.3716778784102369)","(7293, 144.0, 0.778539208856205)","(7293, 144.0, 0.7236238988070507)","(1328, 144.0, 0.613154882200579)","(4445, 144.0, 0.42233969652303766)","(4445, 144.0, 0.4263968678946006)","(7218, 144.0, 0.40339664590433355)","(7193, 144.0, 0.3800411668605386)","(7193, 144.0, 0.38732328865450694)","(6729, 144.0, 0.5021968360490315)","(6729, 144.0, 0.5020919767701885)","(7293, 144.0, 0.8847474310040802)","(7293, 144.0, 0.9001066620404802)","(4445, 144.0, 0.2632035603649712)","(1871, 144.0, 0.5850974732966602)","(7193, 144.0, 0.3973981679012264)","(7193, 144.0, 0.4446905121842825)","(7277, 144.0, 0.5532737567390973)","(1952, 144.0, 0.4002349216232543)","(7193, 144.0, 0.44830584549398916)","(7293, 144.0, 0.8675003293664406)","(115, 144.0, 0.5986607959854637)","(1952, 144.0, 0.6390780056181776)","(7293, 144.0, 0.7757431867251159)","(1328, 144.0, 0.35141048309877565)","(7253, 144.0, 0.46213091442664744)","(4445, 144.0, 0.5040628098661658)","(5462, 144.0, 0.746398460197031)","(6787, 144.0, 0.2579234761907347)","(5462, 144.0, 0.6435987143965193)","(5710, 144.0, 0.36463345008498665)","(70, 144.0, 1.0712030720693355)","(5462, 144.0, 0.3874216922030585)","(7193, 144.0, 0.5594681111200162)","(6905, 144.0, 0.2299127542859102)","(6729, 144.0, 0.7815897900766104)","(3559, 144.0, 1.1849636448951435)","(2251, 144.0, 0.31370325690508405)","(7193, 144.0, 0.3185736796456401)","(1094, 144.0, 0.3332723568587017)","(6998, 144.0, 0.9416565108566793)"
"(7303, 143.0, 0.8265346816673239)","(1328, 143.0, 0.2686839175757858)","(5303, 143.0, 0.2476160530243045)","(7303, 143.0, 0.888560955665918)","(7303, 143.0, 0.885033469532261)","(1328, 143.0, 0.433556491929579)","(7293, 143.0, 0.8253733313865)","(7293, 143.0, 0.833441319567376)","(7303, 143.0, 0.8744808335345238)","(7193, 143.0, 0.3283713766616201)","(7253, 143.0, 0.4271291756849373)","(1328, 143.0, 0.347302939779911)","(1328, 143.0, 0.3549388215176777)","(6729, 143.0, 0.5151466951767311)","(7293, 143.0, 0.847878994461617)","(7293, 143.0, 0.8653931012615311)","(7293, 143.0, 0.8486599278261667)","(1328, 143.0, 0.28293481507448015)","(5684, 143.0, 0.6750377557343473)","(6880, 143.0, 1.1180905743371514)","(1328, 143.0, 0.32100594413712336)","(7293, 143.0, 0.7578626660200987)","(2134, 143.0, 0.7870561565583)","(7303, 143.0, 0.9096801856362511)","(1328, 143.0, 0.25334395573045404)","(7193, 143.0, 0.35584253823986195)","(7293, 143.0, 0.8328954369132348)","(5462, 143.0, 0.4631053428681105)","(5462, 143.0, 0.5910421175112286)","(7193, 143.0, 0.5773911281845363)","(1957, 143.0, 1.1921734873224434)","(1957, 143.0, 1.1635184031452068)","(3559, 143.0, 0.8808981780982784)","(7303, 143.0, 0.8834857135771504)","(7303, 143.0, 0.8681114364357299)","(1328, 143.0, 0.3514865765994475)","(1328, 143.0, 0.3677763954927398)","(1328, 143.0, 0.2618844450270146)","(1328, 143.0, 0.2790200339234564)","(7293, 143.0, 0.752390125396963)","(6874, 143.0, 0.8673091389400351)","(7293, 143.0, 0.8642065764824662)","(1328, 143.0, 0.3438055816988964)","(1328, 143.0, 0.7695566427279944)","(4506, 143.0, 0.942011252221633)","(7303, 143.0, 0.933631162068779)","(7303, 143.0, 0.8885973109487506)","(1952, 143.0, 0.6390780056181776)","(7303, 143.0, 1.0023960309066335)","(1328, 143.0, 0.42807907741405515)","(7193, 143.0, 0.4070979856305385)","(463, 143.0, 0.48060858465416273)","(1957, 143.0, 1.2294191531650067)","(7293, 143.0, 0.6909980001180234)","(3952, 143.0, 0.2619019011391718)","(4079, 143.0, 0.33162468861287075)","(6793, 143.0, 0.739215353283897)","(7277, 143.0, 0.7611583096702113)","(6729, 143.0, 0.5036522025197496)","(7303, 143.0, 0.973263629847013)","(1333, 143.0, 1.090122233016402)","(7303, 143.0, 1.117079950205893)","(6861, 143.0, 0.45085178634734846)","(4735, 143.0, 0.7141975305744003)","(7293, 143.0, 0.7761780445996387)","(5653, 143.0, 0.8934577425330802)","(639, 143.0, 0.9458705122094393)"
"(1328, 142.0, 0.3302056985071255)","(7303, 142.0, 0.8569109660264993)","(6906, 142.0, 0.9082956261943684)","(1328, 142.0, 0.3288671478842158)","(1328, 142.0, 0.3431968967364624)","(7293, 142.0, 0.7774045299290051)","(115, 142.0, 0.47051010705128926)","(7303, 142.0, 0.8731177751420933)","(1328, 142.0, 0.3009937830915151)","(7303, 142.0, 0.8431750013144561)","(6729, 142.0, 0.5082158618796555)","(7253, 142.0, 0.42291704499998567)","(7253, 142.0, 0.4289804675022773)","(7293, 142.0, 0.8102591740517722)","(7193, 142.0, 0.5079738209993416)","(7193, 142.0, 0.48878442501928215)","(7193, 142.0, 0.5160176654808875)","(7303, 142.0, 0.8140826019299803)","(6880, 142.0, 1.1180905743371514)","(171, 142.0, 0.9086301695064415)","(7303, 142.0, 0.8548700588526406)","(7303, 142.0, 0.9363779424722664)","(1869, 142.0, 0.5916839251424492)","(1328, 142.0, 0.3399585033985908)","(7303, 142.0, 0.8578547067960957)","(7293, 142.0, 0.7397322933323687)","(7303, 142.0, 0.9022247775875666)","(1328, 142.0, 0.42188205461714184)","(1328, 142.0, 0.5601440202388653)","(7303, 142.0, 1.0014925056568291)","(6858, 142.0, 0.5579417201691639)","(6858, 142.0, 0.552208028926776)","(1689, 142.0, 1.126102953020667)","(1328, 142.0, 0.4102573341609601)","(1328, 142.0, 0.41384845126683845)","(7303, 142.0, 0.8706863227231827)","(7303, 142.0, 0.8748496899993807)","(7303, 142.0, 0.8650142599639885)","(7303, 142.0, 0.8068855404353857)","(7303, 142.0, 0.9410436281424921)","(7303, 142.0, 0.9446031790918574)","(7303, 142.0, 0.8365788857117961)","(7303, 142.0, 0.9235656812576293)","(7148, 142.0, 0.7760325727789014)","(330, 142.0, 0.4045243074821529)","(1328, 142.0, 0.49465308627680815)","(1328, 142.0, 0.2810399172144485)","(7303, 142.0, 1.0023960309066335)","(7257, 142.0, 0.48967965401167746)","(5462, 142.0, 0.4620666145078494)","(7303, 142.0, 0.8948215404328529)","(7303, 142.0, 0.8019944982730858)","(1952, 142.0, 0.6011961901221989)","(463, 142.0, 0.7020341483036983)","(6361, 142.0, 0.3502478152256092)","(7253, 142.0, 0.6462351169316382)","(3883, 142.0, 0.2207448913728739)","(7269, 142.0, 0.7889370341912432)","(6039, 142.0, 0.5191831104572606)","(1328, 142.0, 0.4790538150771221)","(1451, 142.0, 0.22583895349710298)","(7293, 142.0, 0.671954069525589)","(2169, 142.0, 0.31524157546182574)","(1105, 142.0, 1.1805046946569688)","(6039, 142.0, 0.5183436072150797)","(3874, 142.0, 0.329287125119144)","(2211, 142.0, 0.7345524381817647)"
"(115, 141.0, 0.517799425575424)","(6729, 141.0, 0.5140792314788692)","(6388, 141.0, 0.35959629007617316)","(115, 141.0, 0.48586738773652655)","(115, 141.0, 0.4875239157925323)","(6729, 141.0, 0.5524091334738936)","(1792, 141.0, 1.2523095092740935)","(115, 141.0, 0.47092123521666024)","(6729, 141.0, 0.4756643015575141)","(6729, 141.0, 0.3902176117236017)","(115, 141.0, 0.4952357296771917)","(6729, 141.0, 0.5113400889204828)","(6729, 141.0, 0.5145077940958145)","(115, 141.0, 0.47798880396967647)","(7303, 141.0, 0.8440844526336294)","(7303, 141.0, 0.8450378698764904)","(7303, 141.0, 0.8181103631270105)","(115, 141.0, 0.42868180317161586)","(171, 141.0, 0.9086301695064415)","(7253, 141.0, 1.1569869509574136)","(115, 141.0, 0.48677781879833915)","(6729, 141.0, 0.51943108831634)","(7255, 141.0, 0.9285833672801633)","(6729, 141.0, 0.4906364741692387)","(115, 141.0, 0.420923771816587)","(7253, 141.0, 0.4841763948751746)","(7253, 141.0, 0.39827086126140077)","(7253, 141.0, 0.4852036016231648)","(7253, 141.0, 0.6112328276137523)","(6039, 141.0, 0.7565782123555146)","(1792, 141.0, 1.2388679611884277)","(1792, 141.0, 1.212307478261549)","(6874, 141.0, 0.7433680338288249)","(6729, 141.0, 0.4870302346140945)","(6729, 141.0, 0.48254585302855063)","(6039, 141.0, 0.5191687882655183)","(6039, 141.0, 0.5289617513745888)","(6729, 141.0, 0.48945729005658056)","(6729, 141.0, 0.49753497862007806)","(6733, 141.0, 1.0828732295237058)","(4900, 141.0, 0.874394182908538)","(6729, 141.0, 0.44122207890000575)","(6729, 141.0, 0.519619636957452)","(5462, 141.0, 0.8390760274827269)","(1957, 141.0, 1.391207691903183)","(6729, 141.0, 0.5682092864985325)","(6729, 141.0, 0.4887646202458544)","(7257, 141.0, 0.48967965401167746)","(1328, 141.0, 0.5580193305824527)","(6874, 141.0, 0.8462882672886572)","(6729, 141.0, 0.500987534226049)","(7293, 141.0, 0.9271179721030486)","(1792, 141.0, 1.2981308648787226)","(1328, 141.0, 0.7107410675651362)","(5713, 141.0, 0.5047302542649019)","(7277, 141.0, 0.44385677786744887)","(2364, 141.0, 0.3117310785916362)","(822, 141.0, 0.7524553686878662)","(7303, 141.0, 0.8938133762948143)","(6729, 141.0, 0.6397835416334253)","(3009, 141.0, 0.5071263086418083)","(1328, 141.0, 0.6987221063856504)","(1083, 141.0, 1.1354018396877472)","(3962, 141.0, 0.4907699983189682)","(5462, 141.0, 0.42469089887256267)","(2849, 141.0, 0.5100057480822379)","(2987, 141.0, 0.9415881387369979)"
"(6729, 140.0, 0.46319426018080084)","(115, 140.0, 0.33731091702788407)","(6783, 140.0, 0.8422394876540877)","(6729, 140.0, 0.48852074431303866)","(6729, 140.0, 0.504829044492405)","(7253, 140.0, 0.5034736910045045)","(6733, 140.0, 1.0424005761168171)","(1792, 140.0, 1.269942847908345)","(115, 140.0, 0.4631246433821497)","(115, 140.0, 0.4973623774465372)","(3376, 140.0, 1.344304059923198)","(7293, 140.0, 0.8127010211951923)","(7293, 140.0, 0.8090648353468151)","(3376, 140.0, 1.3530403764254126)","(7253, 140.0, 0.46421405849713937)","(7253, 140.0, 0.43044041150258006)","(7253, 140.0, 0.47563433055168525)","(6729, 140.0, 0.4774501165999647)","(7253, 140.0, 1.1569869509574136)","(5045, 140.0, 0.5658381123075932)","(6729, 140.0, 0.48101549512437153)","(115, 140.0, 0.5637389202203017)","(2167, 140.0, 0.6776820815729298)","(115, 140.0, 0.5010761273104549)","(6729, 140.0, 0.4505748763250912)","(6729, 140.0, 0.4812756013610414)","(5462, 140.0, 0.37007363180359193)","(6874, 140.0, 0.823003256639623)","(6874, 140.0, 0.7361002675963604)","(1792, 140.0, 1.048409672509304)","(1952, 140.0, 0.5353542851643077)","(1952, 140.0, 0.553475746658091)","(2969, 140.0, 0.5317473412895761)","(115, 140.0, 0.6127490047944067)","(115, 140.0, 0.6223464184786746)","(7253, 140.0, 0.4257909945486832)","(7253, 140.0, 0.43961436720916963)","(115, 140.0, 0.3817118410233176)","(7253, 140.0, 0.36297133050512864)","(115, 140.0, 0.5623235708291172)","(2134, 140.0, 0.33400185079585887)","(7253, 140.0, 0.3500495660908055)","(7253, 140.0, 0.4196888905316351)","(7255, 140.0, 0.8942306304776352)","(6039, 140.0, 0.5268372851521189)","(115, 140.0, 0.6579557037898032)","(7253, 140.0, 0.36927410819443823)","(1328, 140.0, 0.5580193305824527)","(6282, 140.0, 0.49295836159626866)","(7303, 140.0, 0.939074475835555)","(115, 140.0, 0.5009389782243364)","(6729, 140.0, 0.6023281403558645)","(6528, 140.0, 1.0012508774645383)","(7253, 140.0, 0.758143147027327)","(2332, 140.0, 1.113814665157679)","(1792, 140.0, 1.0215148373444156)","(1792, 140.0, 1.325742006684081)","(1230, 140.0, 1.1453171340324122)","(7253, 140.0, 0.3853394295525177)","(115, 140.0, 0.5073762631652075)","(4335, 140.0, 0.6171239607377651)","(7253, 140.0, 0.7510128717618627)","(3593, 140.0, 0.20144461049065673)","(6204, 140.0, 0.2687956270238466)","(3771, 140.0, 1.09721582037176)","(5950, 140.0, 0.4347516382063177)","(4054, 140.0, 1.137435814268934)"
"(7253, 139.0, 0.40150453916915774)","(7253, 139.0, 0.35538891488556607)","(2956, 139.0, 1.239284012506709)","(6039, 139.0, 0.5143942949607222)","(6039, 139.0, 0.5308773526024447)","(115, 139.0, 0.5565527436926364)","(7253, 139.0, 0.4026457393170571)","(6733, 139.0, 1.0616476995434616)","(6039, 139.0, 0.4928664689925765)","(7253, 139.0, 0.3120800099906801)","(7303, 139.0, 0.8969377696792799)","(115, 139.0, 0.477982192541258)","(115, 139.0, 0.48446178945079493)","(7303, 139.0, 0.8981284858069164)","(115, 139.0, 0.45590461776477187)","(115, 139.0, 0.4279310177537688)","(115, 139.0, 0.46533055744407753)","(7253, 139.0, 0.36761037521658785)","(5045, 139.0, 0.5658381123075932)","(6041, 139.0, 0.9833032218980909)","(7253, 139.0, 0.3967342307477912)","(7253, 139.0, 0.463500081861306)","(1652, 139.0, 0.6978126592293028)","(7253, 139.0, 0.41588835950628955)","(7253, 139.0, 0.3394521755287911)","(1792, 139.0, 1.140865930393269)","(6874, 139.0, 0.9117744871214271)","(7303, 139.0, 0.9486063442655885)","(7303, 139.0, 1.014782418345637)","(6733, 139.0, 0.8839766825513901)","(7293, 139.0, 0.7748463336672847)","(7293, 139.0, 0.7669286155921514)","(7186, 139.0, 0.29938457773439114)","(7253, 139.0, 0.4745310063420347)","(7253, 139.0, 0.47594407179793413)","(115, 139.0, 0.4919769274630395)","(115, 139.0, 0.5194154669663261)","(7253, 139.0, 0.34754033156204894)","(115, 139.0, 0.39264368595972005)","(7253, 139.0, 0.45316115403036317)","(7277, 139.0, 0.36477792953181903)","(115, 139.0, 0.46045506887003634)","(115, 139.0, 0.45847199838793207)","(7300, 139.0, 0.8133590502367796)","(4232, 139.0, 0.25505455366237884)","(7253, 139.0, 0.5543460272449532)","(115, 139.0, 0.4280127826235809)","(6282, 139.0, 0.49295836159626866)","(1720, 139.0, 0.8268700986293371)","(7253, 139.0, 0.48815664726961855)","(6039, 139.0, 0.5291640421842794)","(6858, 139.0, 0.7469349532651656)","(6858, 139.0, 0.6241273007186079)","(115, 139.0, 0.8301215613925751)","(2630, 139.0, 0.3837415775236149)","(7293, 139.0, 0.8044750430251218)","(2425, 139.0, 0.3586551298799072)","(7303, 139.0, 0.6400885652426327)","(115, 139.0, 0.43461354411087616)","(6039, 139.0, 0.6499191145530838)","(6728, 139.0, 0.4764277817780992)","(115, 139.0, 0.751233601719199)","(6526, 139.0, 0.33589215548348295)","(6034, 139.0, 0.417033038045463)","(3047, 139.0, 1.141500239463968)","(4637, 139.0, 0.4307607706586819)","(1940, 139.0, 0.5001919690152441)"
"(6039, 138.0, 0.4946318661085658)","(6039, 138.0, 0.4784506990025476)","(853, 138.0, 0.24051737167816292)","(7253, 138.0, 0.4040994341429723)","(7253, 138.0, 0.41930841148745945)","(6039, 138.0, 0.5764278991011507)","(6729, 138.0, 0.493825870459318)","(7253, 138.0, 0.38845330882457874)","(7253, 138.0, 0.38175494375318203)","(6039, 138.0, 0.42600662949997403)","(7257, 138.0, 0.3207161643130737)","(3376, 138.0, 1.3542731811190873)","(3376, 138.0, 1.3429129504081392)","(7257, 138.0, 0.3106253607251205)","(1792, 138.0, 1.2138580782611932)","(1792, 138.0, 1.2593672516806071)","(1792, 138.0, 1.1927855980462403)","(6039, 138.0, 0.4793350338213293)","(6041, 138.0, 0.9833032218980909)","(2348, 138.0, 0.8892603651775274)","(6039, 138.0, 0.5091528150666407)","(7257, 138.0, 0.34903610486879244)","(4489, 138.0, 0.9377015280728918)","(6039, 138.0, 0.5185036490064555)","(6039, 138.0, 0.4438619380873619)","(115, 138.0, 0.6587608724963093)","(115, 138.0, 0.517744198616001)","(6039, 138.0, 0.5474405803829568)","(6039, 138.0, 0.6500810798182685)","(115, 138.0, 0.686098039396334)","(115, 138.0, 0.4854893346185912)","(115, 138.0, 0.508041670914019)","(7193, 138.0, 0.520868295862975)","(6039, 138.0, 0.5428007564036714)","(6039, 138.0, 0.5444459447477998)","(1792, 138.0, 1.2271693449650325)","(1792, 138.0, 1.2067246604538153)","(6039, 138.0, 0.48145371274589255)","(6733, 138.0, 1.054218816219452)","(7257, 138.0, 0.3351374685033855)","(1328, 138.0, 0.40167027640895187)","(1792, 138.0, 1.287962746923923)","(6039, 138.0, 0.5340983564737057)","(4900, 138.0, 0.7218503286381585)","(5350, 138.0, 0.7392796070550082)","(6039, 138.0, 0.6336056767454665)","(6039, 138.0, 0.5003124963501054)","(1720, 138.0, 0.8268700986293371)","(6528, 138.0, 0.9828158893092633)","(1792, 138.0, 1.1790867707208403)","(7253, 138.0, 0.4217622834821512)","(6733, 138.0, 0.9868749674758761)","(7293, 138.0, 0.820820870495926)","(1792, 138.0, 1.0294550655109909)","(7152, 138.0, 0.9046919121006403)","(7255, 138.0, 0.6269026416075887)","(5700, 138.0, 0.9388196372113033)","(7193, 138.0, 0.853988964572015)","(1328, 138.0, 0.29984704257476463)","(7253, 138.0, 0.5530645193375472)","(5293, 138.0, 0.20162264154437942)","(6874, 138.0, 0.5459569700553332)","(7186, 138.0, 0.48818954483270915)","(5125, 138.0, 0.8072448746685056)","(6824, 138.0, 1.3644455548873513)","(5263, 138.0, 0.3954908858232143)","(3061, 138.0, 0.8342144774809266)"
"(6733, 137.0, 1.0042443029710642)","(1792, 137.0, 1.3941689594354676)","(6986, 137.0, 0.42291393603319893)","(6733, 137.0, 1.0520193084899219)","(6733, 137.0, 1.037283724746016)","(6733, 137.0, 0.9531398083434706)","(6039, 137.0, 0.5095461297319928)","(6729, 137.0, 0.4763955338942334)","(6733, 137.0, 1.065134188517273)","(1792, 137.0, 1.30242333045137)","(7255, 137.0, 0.5122790640045025)","(7303, 137.0, 0.8943064361370294)","(7303, 137.0, 0.8916228552534174)","(7255, 137.0, 0.527768667253168)","(6874, 137.0, 0.8760474758106678)","(6874, 137.0, 0.9111293231294473)","(6874, 137.0, 0.8833481817376738)","(6733, 137.0, 1.047161801942136)","(4075, 137.0, 0.5020432080369645)","(6969, 137.0, 0.5328610770080086)","(6733, 137.0, 1.033853065783927)","(6733, 137.0, 1.0571993836489375)","(4232, 137.0, 0.6445859661949317)","(1792, 137.0, 1.2614560510821495)","(1792, 137.0, 1.3397436582298448)","(6039, 137.0, 0.5604921385303463)","(1689, 137.0, 1.2358163758441159)","(1792, 137.0, 1.197049538943313)","(1792, 137.0, 1.098953010325846)","(7253, 137.0, 0.6727458093034382)","(6528, 137.0, 0.9748831738438134)","(6528, 137.0, 0.9683582092459865)","(7202, 137.0, 0.4600544589250997)","(6733, 137.0, 0.993120353972386)","(6733, 137.0, 0.9793804236619826)","(7255, 137.0, 0.5342431822482)","(7255, 137.0, 0.5135008259565925)","(6733, 137.0, 1.101972625025088)","(6039, 137.0, 0.47829450097322396)","(1792, 137.0, 1.2438949084547721)","(4232, 137.0, 0.3223042551278539)","(6039, 137.0, 0.45453907495124557)","(1792, 137.0, 1.2785605199428653)","(1952, 137.0, 0.8528654358460657)","(7253, 137.0, 0.3948267198116772)","(6733, 137.0, 0.9596498151383086)","(1792, 137.0, 1.3290874918624997)","(6528, 137.0, 0.9828158893092633)","(7193, 137.0, 0.5657151908461572)","(115, 137.0, 0.6358351676795883)","(1792, 137.0, 1.2339159650349283)","(1792, 137.0, 1.2839960974391715)","(115, 137.0, 0.4444209558370805)","(7257, 137.0, 0.6814709969854368)","(49, 137.0, 1.0803792324088393)","(4900, 137.0, 0.7729766364834041)","(605, 137.0, 0.3865213145214853)","(6804, 137.0, 0.9980233325829679)","(7255, 137.0, 0.5166389442062633)","(6733, 137.0, 0.9792181276597232)","(962, 137.0, 0.7845243025235101)","(7257, 137.0, 0.646060116360699)","(4370, 137.0, 1.151243074841383)","(4940, 137.0, 0.2586633854342083)","(7253, 137.0, 0.43384957586019846)","(4380, 137.0, 0.4271760391940756)","(1526, 137.0, 0.7715188731208281)"
"(1792, 136.0, 1.208802420742444)","(6733, 136.0, 1.122181928994923)","(3468, 136.0, 0.325404016505266)","(7255, 136.0, 0.49856525019460224)","(7255, 136.0, 0.5048056660869404)","(1792, 136.0, 1.1603528046487959)","(7257, 136.0, 0.2936771051575133)","(6039, 136.0, 0.49076349774556455)","(1792, 136.0, 1.2752370389700136)","(6733, 136.0, 1.1183126617735402)","(1689, 136.0, 1.1852358648039736)","(7257, 136.0, 0.30694774339862585)","(7257, 136.0, 0.3165444861318747)","(1689, 136.0, 1.1949493849823172)","(6039, 136.0, 0.568844792382484)","(6039, 136.0, 0.5357236797652887)","(6039, 136.0, 0.5840422245724707)","(1792, 136.0, 1.2942434514588088)","(2348, 136.0, 0.8892603651775274)","(2530, 136.0, 0.7161618855983929)","(1792, 136.0, 1.2404623957647813)","(1792, 136.0, 1.2215507610206378)","(1163, 136.0, 0.5715599725942813)","(6733, 136.0, 1.067944450702012)","(6733, 136.0, 1.1010543007405746)","(3376, 136.0, 1.2960027909858876)","(1792, 136.0, 1.2651555827382885)","(1689, 136.0, 1.1761860287098702)","(1689, 136.0, 1.1116729952148268)","(7255, 136.0, 0.6018109668805214)","(7253, 136.0, 0.5174386061218523)","(7253, 136.0, 0.5261369023028306)","(6591, 136.0, 0.3557247059551336)","(1792, 136.0, 1.156774692247225)","(1792, 136.0, 1.1446294464119091)","(6874, 136.0, 0.88217777222507)","(6874, 136.0, 0.8696846501149976)","(7257, 136.0, 0.24035149664823569)","(6874, 136.0, 0.9880414124514603)","(6729, 136.0, 0.5144571869052799)","(6733, 136.0, 1.0672168721043958)","(7257, 136.0, 0.2728106200776787)","(6733, 136.0, 1.0701534426279768)","(6824, 136.0, 0.9154267936881005)","(1720, 136.0, 1.1300278680835718)","(1792, 136.0, 1.1055449128821204)","(6733, 136.0, 1.1120053886693202)","(7193, 136.0, 0.5657151908461572)","(7255, 136.0, 0.6365016619881372)","(1689, 136.0, 1.1823446560365256)","(6733, 136.0, 1.0409872100536832)","(7257, 136.0, 0.347904095284344)","(598, 136.0, 0.5649921001747471)","(6039, 136.0, 0.8024447362752176)","(6211, 136.0, 0.5099725883028543)","(115, 136.0, 0.6507997555619693)","(3012, 136.0, 0.32437991087522206)","(7293, 136.0, 1.0666853491891997)","(6874, 136.0, 0.9641357243079309)","(7257, 136.0, 0.4070481087085858)","(7262, 136.0, 0.8627244043822261)","(6039, 136.0, 0.8161201984707891)","(1342, 136.0, 1.4474544406517256)","(1038, 136.0, 0.8058955177538303)","(2169, 136.0, 0.32458385396050105)","(7222, 136.0, 0.33058803319586094)","(3257, 136.0, 0.717687814251078)"
