0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
"(6944, 167.0, 0.32477)","(1703, 167.0, 0.40634)","(6526, 167.0, 0.35794)","(6526, 167.0, 0.35739)","(1619, 167.0, 0.22551)","(7218, 167.0, 0.56052)","(7218, 167.0, 0.56054)","(7301, 167.0, 0.31617)","(7301, 167.0, 0.31995)","(1787, 167.0, 1.20923)","(1342, 167.0, 1.37762)","(7218, 167.0, 0.56188)","(6526, 167.0, 0.35715)","(6871, 167.0, 0.57206)","(6871, 167.0, 0.5714)","(6871, 167.0, 0.56838)","(6526, 167.0, 0.35739)","(6526, 167.0, 0.35794)","(6526, 167.0, 0.35959)","(6526, 167.0, 0.35739)","(6526, 167.0, 0.35959)","(3116, 167.0, 1.36281)","(7124, 167.0, 0.32061)","(6526, 167.0, 0.35739)","(6526, 167.0, 0.35959)","(6526, 167.0, 0.35794)","(6526, 167.0, 0.35959)","(7198, 167.0, 0.94499)","(7198, 167.0, 0.94376)","(6526, 167.0, 0.35715)","(6526, 167.0, 0.35959)","(6526, 167.0, 0.35715)","(1787, 167.0, 1.20961)","(1787, 167.0, 1.20725)","(6526, 167.0, 0.35739)","(7218, 167.0, 0.55596)","(1324, 167.0, 0.47997)","(6526, 167.0, 0.35715)","(7124, 167.0, 0.31765)","(6526, 167.0, 0.35794)","(6526, 167.0, 0.35715)","(6526, 167.0, 0.35715)","(6526, 167.0, 0.35959)","(1324, 167.0, 0.47829)","(7301, 167.0, 0.31699)","(4750, 167.0, 0.49191)","(6526, 167.0, 0.35794)","(3067, 167.0, 0.79038)","(3067, 167.0, 0.79021)","(6526, 167.0, 0.35959)","(5953, 167.0, 0.4005)","(7218, 167.0, 0.56052)","(7218, 167.0, 0.55596)","(7301, 167.0, 0.317)","(6526, 167.0, 0.35959)","(5462, 167.0, 0.37898)","(5462, 167.0, 0.37971)","(1787, 167.0, 1.20879)","(3064, 167.0, 0.27445)","(6944, 167.0, 0.32477)","(7301, 167.0, 0.31995)","(7108, 167.0, 0.41116)","(2646, 167.0, 0.78669)","(7251, 167.0, 0.92267)","(107, 167.0, 0.47671)","(3013, 167.0, 1.07118)","(2646, 167.0, 0.78982)","(4591, 167.0, 0.34135)"
"(6852, 166.0, 1.07145)","(2036, 166.0, 0.4867)","(1324, 166.0, 0.48054)","(1324, 166.0, 0.47997)","(1324, 166.0, 0.47997)","(7301, 166.0, 0.31699)","(7301, 166.0, 0.317)","(6526, 166.0, 0.35715)","(6526, 166.0, 0.35959)","(7301, 166.0, 0.317)","(7218, 166.0, 0.56188)","(7301, 166.0, 0.31617)","(1324, 166.0, 0.47829)","(6526, 166.0, 0.35715)","(6526, 166.0, 0.35794)","(6526, 166.0, 0.35959)","(1342, 166.0, 1.37691)","(5462, 166.0, 0.3799)","(5462, 166.0, 0.38331)","(5462, 166.0, 0.37971)","(1324, 166.0, 0.4846)","(7124, 166.0, 0.31639)","(7067, 166.0, 0.90317)","(1324, 166.0, 0.47997)","(7301, 166.0, 0.31995)","(1324, 166.0, 0.48054)","(1324, 166.0, 0.4846)","(5462, 166.0, 0.38331)","(5462, 166.0, 0.37971)","(1324, 166.0, 0.47829)","(1324, 166.0, 0.4846)","(1324, 166.0, 0.47829)","(1342, 166.0, 1.37762)","(1342, 166.0, 1.37452)","(1324, 166.0, 0.47997)","(1324, 166.0, 0.4846)","(1342, 166.0, 1.37691)","(1324, 166.0, 0.47829)","(645, 166.0, 0.96306)","(1324, 166.0, 0.48054)","(1324, 166.0, 0.47829)","(7301, 166.0, 0.31617)","(7301, 166.0, 0.31995)","(5462, 166.0, 0.37898)","(6526, 166.0, 0.35794)","(7213, 166.0, 0.4158)","(7301, 166.0, 0.31699)","(5462, 166.0, 0.3799)","(5462, 166.0, 0.37971)","(6944, 166.0, 0.32347)","(7189, 166.0, 0.31169)","(1324, 166.0, 0.48054)","(6852, 166.0, 1.06758)","(6526, 166.0, 0.35739)","(1324, 166.0, 0.4846)","(1342, 166.0, 1.37762)","(1342, 166.0, 1.37691)","(1342, 166.0, 1.37627)","(3067, 166.0, 0.79038)","(6680, 166.0, 0.35271)","(6526, 166.0, 0.35959)","(2168, 166.0, 0.26147)","(5578, 166.0, 0.49925)","(3047, 166.0, 1.15656)","(558, 166.0, 0.49261)","(1857, 166.0, 0.9496)","(7041, 166.0, 0.31882)","(1903, 166.0, 0.29976)"
"(7218, 165.0, 0.56188)","(6886, 165.0, 0.30494)","(7301, 165.0, 0.31699)","(7301, 165.0, 0.317)","(5462, 165.0, 0.37971)","(6944, 165.0, 0.32433)","(6944, 165.0, 0.32406)","(1324, 165.0, 0.47829)","(1324, 165.0, 0.4846)","(1342, 165.0, 1.37691)","(1787, 165.0, 1.20961)","(1324, 165.0, 0.47829)","(7301, 165.0, 0.31617)","(1342, 165.0, 1.37762)","(1342, 165.0, 1.37627)","(1342, 165.0, 1.37452)","(6944, 165.0, 0.32406)","(7301, 165.0, 0.31699)","(7301, 165.0, 0.31995)","(7301, 165.0, 0.317)","(7301, 165.0, 0.31995)","(7067, 165.0, 0.90578)","(1575, 165.0, 0.6752)","(7301, 165.0, 0.317)","(1324, 165.0, 0.4846)","(7301, 165.0, 0.31699)","(7301, 165.0, 0.31995)","(7149, 165.0, 0.38229)","(7149, 165.0, 0.38546)","(7301, 165.0, 0.31617)","(7301, 165.0, 0.31995)","(7301, 165.0, 0.31617)","(6526, 165.0, 0.35715)","(6526, 165.0, 0.35959)","(7301, 165.0, 0.317)","(7301, 165.0, 0.31995)","(6526, 165.0, 0.35739)","(7301, 165.0, 0.31617)","(5462, 165.0, 0.37971)","(7301, 165.0, 0.31699)","(7301, 165.0, 0.31617)","(1324, 165.0, 0.47829)","(1324, 165.0, 0.4846)","(7301, 165.0, 0.31617)","(1324, 165.0, 0.48054)","(6765, 165.0, 0.32325)","(1324, 165.0, 0.48054)","(1324, 165.0, 0.48054)","(1324, 165.0, 0.47997)","(7301, 165.0, 0.31995)","(2393, 165.0, 0.4473)","(1938, 165.0, 0.74663)","(1342, 165.0, 1.37452)","(1324, 165.0, 0.47997)","(7301, 165.0, 0.31995)","(6680, 165.0, 0.35271)","(6680, 165.0, 0.35402)","(7301, 165.0, 0.31699)","(1324, 165.0, 0.48054)","(7301, 165.0, 0.31617)","(7127, 165.0, 0.40795)","(3011, 165.0, 0.27903)","(1619, 165.0, 0.22864)","(2058, 165.0, 0.22982)","(7166, 165.0, 0.45838)","(6680, 165.0, 0.35271)","(6210, 165.0, 0.59641)","(2374, 165.0, 0.32335)"
"(6871, 164.0, 0.57206)","(4361, 164.0, 0.93835)","(6944, 164.0, 0.32433)","(6944, 164.0, 0.32406)","(7218, 164.0, 0.56054)","(1324, 164.0, 0.48054)","(1324, 164.0, 0.47997)","(1787, 164.0, 1.20961)","(1787, 164.0, 1.20725)","(6526, 164.0, 0.35739)","(7301, 164.0, 0.31617)","(6944, 164.0, 0.32477)","(1342, 164.0, 1.37762)","(6944, 164.0, 0.32477)","(6944, 164.0, 0.32433)","(6944, 164.0, 0.32347)","(3064, 164.0, 0.27509)","(1938, 164.0, 0.74663)","(1938, 164.0, 0.74573)","(1938, 164.0, 0.74688)","(6944, 164.0, 0.32347)","(1575, 164.0, 0.67893)","(6680, 164.0, 0.35823)","(1787, 164.0, 1.20923)","(6944, 164.0, 0.32347)","(6944, 164.0, 0.32433)","(6944, 164.0, 0.32347)","(1787, 164.0, 1.20725)","(1787, 164.0, 1.20923)","(6944, 164.0, 0.32477)","(6944, 164.0, 0.32347)","(6944, 164.0, 0.32477)","(7301, 164.0, 0.31617)","(7301, 164.0, 0.31995)","(6944, 164.0, 0.32406)","(1787, 164.0, 1.20725)","(7218, 164.0, 0.56054)","(6944, 164.0, 0.32477)","(4786, 164.0, 0.28062)","(6944, 164.0, 0.32433)","(1787, 164.0, 1.20961)","(6944, 164.0, 0.32477)","(6944, 164.0, 0.32347)","(7127, 164.0, 0.40391)","(6944, 164.0, 0.32433)","(1702, 164.0, 0.27813)","(6944, 164.0, 0.32433)","(7301, 164.0, 0.31699)","(7301, 164.0, 0.317)","(1324, 164.0, 0.4846)","(1903, 164.0, 0.29895)","(7301, 164.0, 0.31699)","(1324, 164.0, 0.4846)","(6944, 164.0, 0.32406)","(6944, 164.0, 0.32347)","(7301, 164.0, 0.31617)","(7301, 164.0, 0.317)","(6526, 164.0, 0.35794)","(1009, 164.0, 0.46248)","(1787, 164.0, 1.20961)","(5462, 164.0, 0.38331)","(7205, 164.0, 0.30328)","(4454, 164.0, 0.45712)","(1619, 164.0, 0.22551)","(5902, 164.0, 0.3782)","(4292, 164.0, 0.47809)","(1747, 164.0, 0.64013)","(404, 164.0, 0.40565)"
"(1342, 163.0, 1.37762)","(3906, 163.0, 0.42711)","(1938, 163.0, 0.74663)","(1787, 163.0, 1.20923)","(7301, 163.0, 0.317)","(1787, 163.0, 1.20879)","(1787, 163.0, 1.20923)","(6944, 163.0, 0.32477)","(6944, 163.0, 0.32347)","(7218, 163.0, 0.56054)","(6526, 163.0, 0.35715)","(1342, 163.0, 1.37762)","(6944, 163.0, 0.32477)","(3064, 163.0, 0.27626)","(3064, 163.0, 0.27445)","(3064, 163.0, 0.2728)","(1857, 163.0, 0.94956)","(7127, 163.0, 0.40537)","(7127, 163.0, 0.40795)","(7127, 163.0, 0.40509)","(1938, 163.0, 0.74573)","(6680, 163.0, 0.35271)","(805, 163.0, 0.14027)","(6944, 163.0, 0.32406)","(1938, 163.0, 0.74573)","(1938, 163.0, 0.74663)","(1938, 163.0, 0.74573)","(1351, 163.0, 0.24016)","(1351, 163.0, 0.23705)","(1938, 163.0, 0.74687)","(1342, 163.0, 1.37452)","(1342, 163.0, 1.37762)","(7218, 163.0, 0.56188)","(7218, 163.0, 0.55596)","(1787, 163.0, 1.20923)","(1342, 163.0, 1.37452)","(7301, 163.0, 0.317)","(1342, 163.0, 1.37762)","(6295, 163.0, 0.42709)","(1342, 163.0, 1.37627)","(1342, 163.0, 1.37762)","(1342, 163.0, 1.37762)","(1342, 163.0, 1.37452)","(3067, 163.0, 0.78994)","(1787, 163.0, 1.20879)","(7092, 163.0, 0.24778)","(1938, 163.0, 0.74663)","(3064, 163.0, 0.27445)","(3064, 163.0, 0.27509)","(7127, 163.0, 0.40795)","(765, 163.0, 0.77321)","(1342, 163.0, 1.37627)","(6944, 163.0, 0.32347)","(1787, 163.0, 1.20923)","(1938, 163.0, 0.74573)","(6944, 163.0, 0.32477)","(6944, 163.0, 0.32406)","(7218, 163.0, 0.56052)","(5462, 163.0, 0.3799)","(3771, 163.0, 1.1195)","(1787, 163.0, 1.20725)","(7220, 163.0, 1.39975)","(7124, 163.0, 0.32061)","(1994, 163.0, 0.74765)","(3181, 163.0, 0.70814)","(6526, 163.0, 0.35715)","(2969, 163.0, 0.7012)","(1994, 163.0, 0.74751)"
"(1938, 162.0, 0.74687)","(1262, 162.0, 0.4448)","(1342, 162.0, 1.37627)","(1342, 162.0, 1.37691)","(3771, 162.0, 1.11883)","(1938, 162.0, 0.74663)","(1938, 162.0, 0.74688)","(1342, 162.0, 1.37762)","(1342, 162.0, 1.37452)","(1938, 162.0, 0.74688)","(1938, 162.0, 0.74687)","(1938, 162.0, 0.74687)","(1938, 162.0, 0.74687)","(7218, 162.0, 0.56188)","(7218, 162.0, 0.56052)","(7218, 162.0, 0.55596)","(1787, 162.0, 1.20923)","(6944, 162.0, 0.32433)","(6944, 162.0, 0.32347)","(6944, 162.0, 0.32406)","(1342, 162.0, 1.37452)","(805, 162.0, 0.13878)","(7254, 162.0, 0.33913)","(1342, 162.0, 1.37691)","(1342, 162.0, 1.37452)","(1342, 162.0, 1.37627)","(1342, 162.0, 1.37452)","(1651, 162.0, 0.99527)","(1651, 162.0, 0.9988)","(1342, 162.0, 1.37762)","(1938, 162.0, 0.74573)","(1787, 162.0, 1.20961)","(1938, 162.0, 0.74687)","(1938, 162.0, 0.74573)","(1342, 162.0, 1.37691)","(6944, 162.0, 0.32347)","(7182, 162.0, 0.18139)","(1787, 162.0, 1.20961)","(7251, 162.0, 0.92267)","(1787, 162.0, 1.20879)","(6944, 162.0, 0.32477)","(1787, 162.0, 1.20961)","(1787, 162.0, 1.20725)","(1857, 162.0, 0.9496)","(1342, 162.0, 1.37627)","(3919, 162.0, 1.11368)","(1342, 162.0, 1.37627)","(6526, 162.0, 0.35794)","(6526, 162.0, 0.35739)","(1857, 162.0, 0.94761)","(3330, 162.0, 0.31642)","(6944, 162.0, 0.32433)","(7301, 162.0, 0.31995)","(1938, 162.0, 0.74688)","(1342, 162.0, 1.37452)","(1938, 162.0, 0.74687)","(1938, 162.0, 0.74688)","(1938, 162.0, 0.74663)","(6526, 162.0, 0.35794)","(6526, 162.0, 0.35715)","(6944, 162.0, 0.32347)","(5179, 162.0, 0.3373)","(5446, 162.0, 0.15106)","(6295, 162.0, 0.42709)","(2066, 162.0, 0.25266)","(5462, 162.0, 0.37898)","(4756, 162.0, 0.21677)","(2326, 162.0, 0.3707)"
"(1787, 161.0, 1.20961)","(1692, 161.0, 0.24592)","(1787, 161.0, 1.20879)","(1938, 161.0, 0.74688)","(2532, 161.0, 0.20262)","(1342, 161.0, 1.37627)","(1342, 161.0, 1.37691)","(1938, 161.0, 0.74687)","(1938, 161.0, 0.74573)","(7182, 161.0, 0.18139)","(3067, 161.0, 0.78994)","(1787, 161.0, 1.20961)","(1787, 161.0, 1.20961)","(1857, 161.0, 0.9496)","(1857, 161.0, 0.94968)","(1857, 161.0, 0.94761)","(3067, 161.0, 0.79021)","(1787, 161.0, 1.20879)","(1787, 161.0, 1.20725)","(1787, 161.0, 1.20923)","(1787, 161.0, 1.20725)","(7254, 161.0, 0.33387)","(838, 161.0, 0.71654)","(1938, 161.0, 0.74688)","(1787, 161.0, 1.20725)","(1787, 161.0, 1.20879)","(1787, 161.0, 1.20725)","(4747, 161.0, 0.4484)","(4747, 161.0, 0.44412)","(1787, 161.0, 1.20961)","(1787, 161.0, 1.20725)","(1938, 161.0, 0.74687)","(7182, 161.0, 0.1802)","(7182, 161.0, 0.18488)","(1938, 161.0, 0.74688)","(1938, 161.0, 0.74573)","(1938, 161.0, 0.74688)","(1938, 161.0, 0.74687)","(1994, 161.0, 0.74765)","(1938, 161.0, 0.74663)","(7127, 161.0, 0.40391)","(1938, 161.0, 0.74687)","(1938, 161.0, 0.74573)","(6944, 161.0, 0.32477)","(1938, 161.0, 0.74663)","(2227, 161.0, 0.33787)","(1787, 161.0, 1.20879)","(7127, 161.0, 0.40537)","(7127, 161.0, 0.40509)","(1787, 161.0, 1.20725)","(2777, 161.0, 0.33218)","(1787, 161.0, 1.20879)","(6871, 161.0, 0.56838)","(1342, 161.0, 1.37691)","(1787, 161.0, 1.20725)","(6871, 161.0, 0.57206)","(6871, 161.0, 0.57134)","(7182, 161.0, 0.18219)","(7149, 161.0, 0.38532)","(1619, 161.0, 0.22454)","(7182, 161.0, 0.18488)","(47, 161.0, 0.35556)","(2672, 161.0, 0.46235)","(7301, 161.0, 0.317)","(4930, 161.0, 0.39636)","(7127, 161.0, 0.40391)","(4321, 161.0, 0.88236)","(5890, 161.0, 0.62999)"
"(1857, 160.0, 0.9496)","(3013, 160.0, 1.06782)","(7127, 160.0, 0.40537)","(7127, 160.0, 0.40509)","(3064, 160.0, 0.27509)","(6871, 160.0, 0.5714)","(6871, 160.0, 0.57134)","(6871, 160.0, 0.57206)","(6871, 160.0, 0.56838)","(3067, 160.0, 0.79021)","(6944, 160.0, 0.32477)","(7127, 160.0, 0.40391)","(7127, 160.0, 0.40391)","(1787, 160.0, 1.20961)","(1787, 160.0, 1.20879)","(1787, 160.0, 1.20725)","(7301, 160.0, 0.317)","(1857, 160.0, 0.94968)","(1857, 160.0, 0.94761)","(1857, 160.0, 0.94956)","(7127, 160.0, 0.40795)","(838, 160.0, 0.71951)","(1944, 160.0, 0.47118)","(7127, 160.0, 0.40509)","(7127, 160.0, 0.40795)","(7127, 160.0, 0.40537)","(7127, 160.0, 0.40795)","(5967, 160.0, 0.38334)","(5967, 160.0, 0.38681)","(7127, 160.0, 0.40391)","(7127, 160.0, 0.40795)","(7127, 160.0, 0.40391)","(3067, 160.0, 0.78994)","(3067, 160.0, 0.78936)","(7127, 160.0, 0.40509)","(7127, 160.0, 0.40795)","(3067, 160.0, 0.79021)","(7127, 160.0, 0.40391)","(2294, 160.0, 1.47826)","(7127, 160.0, 0.40537)","(1938, 160.0, 0.74687)","(7127, 160.0, 0.40391)","(7127, 160.0, 0.40795)","(1787, 160.0, 1.20961)","(7127, 160.0, 0.40537)","(6138, 160.0, 0.84132)","(7127, 160.0, 0.40537)","(7218, 160.0, 0.56052)","(7218, 160.0, 0.56054)","(3067, 160.0, 0.78936)","(1018, 160.0, 0.32481)","(7127, 160.0, 0.40537)","(1787, 160.0, 1.20725)","(1857, 160.0, 0.94956)","(7127, 160.0, 0.40795)","(1787, 160.0, 1.20961)","(1787, 160.0, 1.20923)","(3067, 160.0, 0.79038)","(7218, 160.0, 0.56052)","(1857, 160.0, 0.9496)","(7198, 160.0, 0.94499)","(5428, 160.0, 0.22202)","(2661, 160.0, 0.32027)","(7124, 160.0, 0.31765)","(6593, 160.0, 0.33495)","(7301, 160.0, 0.31617)","(2339, 160.0, 0.41558)","(6808, 160.0, 0.59919)"
"(1324, 159.0, 0.47829)","(7251, 159.0, 0.92207)","(1857, 159.0, 0.94968)","(6871, 159.0, 0.57134)","(1857, 159.0, 0.94956)","(1857, 159.0, 0.94968)","(1857, 159.0, 0.94956)","(1857, 159.0, 0.9496)","(1857, 159.0, 0.94761)","(6944, 159.0, 0.32406)","(7182, 159.0, 0.1802)","(6871, 159.0, 0.57206)","(1857, 159.0, 0.9496)","(3067, 159.0, 0.78994)","(3067, 159.0, 0.79038)","(3067, 159.0, 0.78936)","(4368, 159.0, 0.63732)","(1342, 159.0, 1.37627)","(1342, 159.0, 1.37452)","(1342, 159.0, 1.37691)","(1857, 159.0, 0.94761)","(1944, 159.0, 0.46817)","(5873, 159.0, 0.16033)","(1857, 159.0, 0.94956)","(6871, 159.0, 0.56838)","(1857, 159.0, 0.94968)","(1857, 159.0, 0.94761)","(7061, 159.0, 0.43369)","(7061, 159.0, 0.42966)","(1857, 159.0, 0.9496)","(1857, 159.0, 0.94761)","(6871, 159.0, 0.57206)","(6944, 159.0, 0.32477)","(6944, 159.0, 0.32347)","(6871, 159.0, 0.57134)","(6871, 159.0, 0.56838)","(3064, 159.0, 0.27509)","(1857, 159.0, 0.9496)","(7262, 159.0, 0.85061)","(1857, 159.0, 0.94968)","(6871, 159.0, 0.57206)","(1857, 159.0, 0.9496)","(1857, 159.0, 0.94761)","(1342, 159.0, 1.37762)","(1857, 159.0, 0.94968)","(25, 159.0, 0.3285)","(1857, 159.0, 0.94968)","(1857, 159.0, 0.94968)","(1857, 159.0, 0.94956)","(6871, 159.0, 0.56838)","(5776, 159.0, 0.24375)","(6871, 159.0, 0.5714)","(1857, 159.0, 0.94761)","(7127, 159.0, 0.40509)","(1857, 159.0, 0.94761)","(7127, 159.0, 0.40391)","(7127, 159.0, 0.40509)","(3064, 159.0, 0.27445)","(7251, 159.0, 0.92281)","(5462, 159.0, 0.37898)","(1857, 159.0, 0.94761)","(225, 159.0, 0.34038)","(2969, 159.0, 0.69817)","(7192, 159.0, 0.21952)","(6725, 159.0, 0.65382)","(6152, 159.0, 0.22204)","(686, 159.0, 0.20021)","(1587, 159.0, 0.71963)"
"(7127, 158.0, 0.40391)","(3250, 158.0, 0.66702)","(6871, 158.0, 0.5714)","(1857, 158.0, 0.94956)","(1351, 158.0, 0.23705)","(7198, 158.0, 0.94301)","(7198, 158.0, 0.94376)","(3067, 158.0, 0.78994)","(3067, 158.0, 0.78936)","(3064, 158.0, 0.27509)","(3064, 158.0, 0.27626)","(1857, 158.0, 0.9496)","(6871, 158.0, 0.57206)","(7301, 158.0, 0.31617)","(7301, 158.0, 0.31699)","(7301, 158.0, 0.31995)","(7182, 158.0, 0.18139)","(7182, 158.0, 0.18219)","(7182, 158.0, 0.18488)","(7182, 158.0, 0.18139)","(6871, 158.0, 0.56838)","(5873, 158.0, 0.15758)","(1886, 158.0, 1.04413)","(6871, 158.0, 0.57134)","(1857, 158.0, 0.94761)","(6871, 158.0, 0.5714)","(3067, 158.0, 0.78936)","(1009, 158.0, 0.45826)","(1009, 158.0, 0.46219)","(6871, 158.0, 0.57206)","(6871, 158.0, 0.56838)","(1857, 158.0, 0.9496)","(3064, 158.0, 0.27626)","(3064, 158.0, 0.2728)","(1857, 158.0, 0.94956)","(1857, 158.0, 0.94761)","(6944, 158.0, 0.32406)","(6871, 158.0, 0.57206)","(7192, 158.0, 0.21952)","(6871, 158.0, 0.5714)","(1857, 158.0, 0.9496)","(6871, 158.0, 0.57206)","(6871, 158.0, 0.56838)","(1938, 158.0, 0.74687)","(3067, 158.0, 0.79038)","(3653, 158.0, 0.33232)","(6871, 158.0, 0.5714)","(3047, 158.0, 1.15629)","(3047, 158.0, 1.15656)","(1938, 158.0, 0.74573)","(7255, 158.0, 0.48458)","(1857, 158.0, 0.94968)","(7127, 158.0, 0.40795)","(6871, 158.0, 0.57134)","(6871, 158.0, 0.56838)","(1857, 158.0, 0.9496)","(1857, 158.0, 0.94956)","(6944, 158.0, 0.32433)","(1351, 158.0, 0.23745)","(6295, 158.0, 0.42876)","(3067, 158.0, 0.78936)","(486, 158.0, 0.53306)","(5181, 158.0, 0.22933)","(2294, 158.0, 1.47826)","(2598, 158.0, 0.40091)","(3213, 158.0, 1.46789)","(3123, 158.0, 0.3275)","(505, 158.0, 0.27495)"
"(7198, 157.0, 0.94371)","(7262, 157.0, 0.85149)","(3067, 157.0, 0.79038)","(3067, 157.0, 0.79021)","(1009, 157.0, 0.46219)","(7127, 157.0, 0.40537)","(7127, 157.0, 0.40509)","(7127, 157.0, 0.40391)","(7127, 157.0, 0.40795)","(7127, 157.0, 0.40509)","(7127, 157.0, 0.40391)","(7198, 157.0, 0.94371)","(3067, 157.0, 0.78994)","(4368, 157.0, 0.63826)","(4368, 157.0, 0.63715)","(4368, 157.0, 0.63374)","(6828, 157.0, 0.36143)","(3067, 157.0, 0.79038)","(3067, 157.0, 0.78936)","(3067, 157.0, 0.79021)","(3067, 157.0, 0.78936)","(1886, 157.0, 1.04421)","(2716, 157.0, 0.33878)","(3067, 157.0, 0.79021)","(3067, 157.0, 0.78936)","(3067, 157.0, 0.79038)","(6871, 157.0, 0.56838)","(3064, 157.0, 0.2728)","(3064, 157.0, 0.27509)","(3067, 157.0, 0.78994)","(3067, 157.0, 0.78936)","(3067, 157.0, 0.78994)","(7127, 157.0, 0.40391)","(7127, 157.0, 0.40795)","(3067, 157.0, 0.79021)","(3067, 157.0, 0.78936)","(6871, 157.0, 0.57134)","(3067, 157.0, 0.78994)","(6852, 157.0, 1.07074)","(3067, 157.0, 0.79038)","(3067, 157.0, 0.78994)","(3067, 157.0, 0.78994)","(3067, 157.0, 0.78936)","(6871, 157.0, 0.57206)","(6871, 157.0, 0.5714)","(970, 157.0, 0.36623)","(3067, 157.0, 0.79038)","(4786, 157.0, 0.28066)","(4786, 157.0, 0.28062)","(1342, 157.0, 1.37452)","(1915, 157.0, 1.16554)","(7198, 157.0, 0.94301)","(7198, 157.0, 0.94499)","(3067, 157.0, 0.79021)","(3067, 157.0, 0.78936)","(7198, 157.0, 0.94371)","(7198, 157.0, 0.94376)","(7127, 157.0, 0.40537)","(7198, 157.0, 0.94301)","(1342, 157.0, 1.37762)","(6871, 157.0, 0.56838)","(6437, 157.0, 0.36292)","(4368, 157.0, 0.63374)","(4786, 157.0, 0.28062)","(3850, 157.0, 0.31229)","(3563, 157.0, 0.62818)","(7184, 157.0, 0.28099)","(3449, 157.0, 1.09548)"
"(1351, 156.0, 0.23564)","(355, 156.0, 0.42309)","(7198, 156.0, 0.94301)","(7198, 156.0, 0.94376)","(4786, 156.0, 0.28062)","(7182, 156.0, 0.18219)","(7182, 156.0, 0.18139)","(7182, 156.0, 0.1802)","(7182, 156.0, 0.18488)","(1857, 156.0, 0.94956)","(6871, 156.0, 0.57206)","(3067, 156.0, 0.78994)","(7182, 156.0, 0.1802)","(7182, 156.0, 0.1802)","(7182, 156.0, 0.18219)","(7182, 156.0, 0.18488)","(3047, 156.0, 1.15656)","(7198, 156.0, 0.94301)","(7198, 156.0, 0.94499)","(7198, 156.0, 0.94376)","(7198, 156.0, 0.94499)","(2716, 156.0, 0.34353)","(2944, 156.0, 0.45677)","(7182, 156.0, 0.18139)","(7198, 156.0, 0.94499)","(7198, 156.0, 0.94301)","(7182, 156.0, 0.18488)","(6962, 156.0, 0.5988)","(1675, 156.0, 0.22324)","(7198, 156.0, 0.94371)","(7198, 156.0, 0.94499)","(7198, 156.0, 0.94371)","(1857, 156.0, 0.9496)","(1857, 156.0, 0.94761)","(7198, 156.0, 0.94376)","(7182, 156.0, 0.18488)","(7198, 156.0, 0.94376)","(7182, 156.0, 0.1802)","(7182, 156.0, 0.18139)","(7198, 156.0, 0.94301)","(7198, 156.0, 0.94371)","(7198, 156.0, 0.94371)","(7198, 156.0, 0.94499)","(7182, 156.0, 0.1802)","(7182, 156.0, 0.18219)","(4658, 156.0, 0.64443)","(7198, 156.0, 0.94301)","(6944, 156.0, 0.32433)","(6944, 156.0, 0.32406)","(7182, 156.0, 0.18488)","(2945, 156.0, 1.12343)","(3067, 156.0, 0.79038)","(3064, 156.0, 0.2728)","(7182, 156.0, 0.18139)","(7198, 156.0, 0.94499)","(4368, 156.0, 0.63826)","(4368, 156.0, 0.63732)","(6871, 156.0, 0.5714)","(7301, 156.0, 0.31699)","(7251, 156.0, 0.92232)","(1351, 156.0, 0.24016)","(647, 156.0, 0.46771)","(1953, 156.0, 0.29318)","(3563, 156.0, 0.62888)","(3900, 156.0, 1.06725)","(5937, 156.0, 0.27155)","(5518, 156.0, 0.19409)","(5632, 156.0, 0.97685)"
