0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
"(1619, 176.0, 0.35535676423815915)","(5566, 176.0, 0.6174535408999454)","(1675, 176.0, 0.22035103840418085)","(1675, 176.0, 0.300415941216794)","(1886, 176.0, 1.1632961855713566)","(645, 176.0, 0.8785511784930662)","(645, 176.0, 0.8270886908612552)","(1675, 176.0, 0.20857822552713626)","(1675, 176.0, 0.22299050575270593)","(1675, 176.0, 0.20625974245901518)","(2532, 176.0, 0.25231860606548157)","(645, 176.0, 0.9490237459903373)","(1675, 176.0, 0.22152896112208217)","(4292, 176.0, 0.4749704111863159)","(4292, 176.0, 0.45874326145136757)","(4292, 176.0, 0.4658132881433615)","(4292, 176.0, 0.45814939737618593)","(1675, 176.0, 0.21990834724458241)","(1675, 176.0, 0.2303664202862954)","(1675, 176.0, 0.2600618396064598)","(1675, 176.0, 0.2746541564962459)","(5802, 176.0, 1.0436107159203787)","(5802, 176.0, 1.0436107159203787)","(1675, 176.0, 0.21855367555108174)","(645, 176.0, 0.91499065042036)","(1675, 176.0, 0.2872559780187313)","(1675, 176.0, 0.21722377474683863)","(6526, 176.0, 0.9420303762469527)","(6526, 176.0, 0.9420303762469527)","(1675, 176.0, 0.22597910334434657)","(1675, 176.0, 0.2935515884023188)","(1675, 176.0, 0.20041501592160962)","(2532, 176.0, 0.2390279089801763)","(2532, 176.0, 0.23929742413441418)","(1675, 176.0, 0.23047631559107798)","(1675, 176.0, 0.14077553250817412)","(2532, 176.0, 0.23958537358954785)","(1675, 176.0, 0.2246636279091033)","(7127, 176.0, 0.479391596376977)","(1675, 176.0, 0.3505937798667553)","(1675, 176.0, 0.296676772803551)","(1675, 176.0, 0.2055707907585989)","(1675, 176.0, 0.2273890316815055)","(1675, 176.0, 0.27666102181991353)","(1675, 176.0, 0.20633606530326856)","(1615, 176.0, 0.345322070767525)","(1675, 176.0, 0.1677376997782251)","(6680, 176.0, 0.4230346436973501)","(6680, 176.0, 0.4404458969773332)","(1675, 176.0, 0.29681098078177637)","(6479, 176.0, 0.7670766400359803)","(1675, 176.0, 0.22795433293775935)","(645, 176.0, 0.9942634994781957)","(1675, 176.0, 0.22703445646677697)","(1675, 176.0, 0.2401354543583815)","(4292, 176.0, 0.5151186242173738)","(4292, 176.0, 0.5151961082650002)","(2532, 176.0, 0.23964672439389653)","(6297, 176.0, 0.4013895585046161)","(1324, 176.0, 0.5230994537620602)","(1675, 176.0, 0.2329897906910344)","(2672, 176.0, 0.41302325090454056)","(7254, 176.0, 1.06571139924897)","(1787, 176.0, 1.1767108554981278)","(1553, 176.0, 0.22997768249211584)","(2261, 176.0, 0.9251267417278565)","(2672, 176.0, 0.9257360423755042)","(4059, 176.0, 0.8085831447318478)"
"(2532, 175.0, 0.20777725081295204)","(2814, 175.0, 0.6622320286088066)","(2532, 175.0, 0.18490588719347956)","(2532, 175.0, 0.24513086177515636)","(6852, 175.0, 1.112884270155421)","(2532, 175.0, 0.20678985443735445)","(2532, 175.0, 0.24743201943306783)","(2532, 175.0, 0.21659254984061888)","(2532, 175.0, 0.22315808601884252)","(2532, 175.0, 0.32966397351444604)","(1675, 175.0, 0.2153169996277474)","(2532, 175.0, 0.23239845510461926)","(2532, 175.0, 0.24841143127331636)","(1675, 175.0, 0.18427729453796987)","(1675, 175.0, 0.18337499629967022)","(1675, 175.0, 0.18054252122381823)","(1675, 175.0, 0.17905939309812757)","(2532, 175.0, 0.2583929751883019)","(2532, 175.0, 0.24580040865905312)","(2532, 175.0, 0.2508693177809777)","(2532, 175.0, 0.22540005592296597)","(6149, 175.0, 0.5399452695012723)","(6149, 175.0, 0.5399452695012723)","(2532, 175.0, 0.18676087114142778)","(2532, 175.0, 0.26248559930756726)","(2532, 175.0, 0.26948570879822353)","(2532, 175.0, 0.19688420926555403)","(7182, 175.0, 0.7678205057953333)","(7182, 175.0, 0.7678205057953333)","(2532, 175.0, 0.27956848307214865)","(2532, 175.0, 0.23638462012188263)","(2532, 175.0, 0.20955904225300614)","(1675, 175.0, 0.3081730160961564)","(1675, 175.0, 0.31256250940935765)","(2532, 175.0, 0.1742498469291184)","(2532, 175.0, 0.27996618737440426)","(3771, 175.0, 1.0791974692121145)","(2532, 175.0, 0.2038688518270508)","(6725, 175.0, 0.6591544354399808)","(2532, 175.0, 0.14560826195700077)","(2532, 175.0, 0.22081615269694568)","(2532, 175.0, 0.2138503212605153)","(2532, 175.0, 0.21226207582255716)","(2532, 175.0, 0.24419679757501941)","(2532, 175.0, 0.25339033692079643)","(2907, 175.0, 0.35291316247977955)","(2532, 175.0, 0.26930860327741196)","(6725, 175.0, 0.6580774833208155)","(6725, 175.0, 0.6548082174908768)","(2532, 175.0, 0.3005154703382839)","(558, 175.0, 0.624636294459068)","(2532, 175.0, 0.2250669505451201)","(1675, 175.0, 0.2604484449084581)","(2532, 175.0, 0.20593268470561304)","(2532, 175.0, 0.2487542276922044)","(2532, 175.0, 0.3393233689349301)","(2532, 175.0, 0.33689511306084347)","(1619, 175.0, 0.2862226679887861)","(6680, 175.0, 0.42643122703528213)","(645, 175.0, 1.038172848805951)","(3013, 175.0, 1.0341958747983733)","(5518, 175.0, 0.265580967614744)","(3013, 175.0, 0.3464648889382231)","(2944, 175.0, 0.3220866951797941)","(1085, 175.0, 0.2025647084541409)","(645, 175.0, 1.0252224973438693)","(4146, 175.0, 1.0300961745024053)","(4838, 175.0, 0.7756305941691)"
"(645, 174.0, 0.859360495708177)","(5585, 174.0, 0.4625866949247414)","(1619, 174.0, 0.2510272444744953)","(1619, 174.0, 0.17521813761201196)","(6680, 174.0, 0.42774967895012206)","(1619, 174.0, 0.30760586995627304)","(1619, 174.0, 0.3444308919233997)","(3013, 174.0, 1.0628360177545786)","(3013, 174.0, 1.0801042884488365)","(3013, 174.0, 0.8342861526301215)","(3771, 174.0, 1.1022954772126932)","(1619, 174.0, 0.29351773479419846)","(3771, 174.0, 1.133739703213133)","(6725, 174.0, 0.6448116481733036)","(6725, 174.0, 0.6332697121051878)","(6725, 174.0, 0.6343415735783465)","(6725, 174.0, 0.6312764325184097)","(3013, 174.0, 1.0757718293508967)","(3013, 174.0, 1.0447381587606732)","(3013, 174.0, 1.1120238657547545)","(1619, 174.0, 0.2583789817270581)","(2264, 174.0, 1.028344990459288)","(2264, 174.0, 1.028344990459288)","(1619, 174.0, 0.2649322977394001)","(1619, 174.0, 0.3017507688648355)","(1619, 174.0, 0.1912443054449595)","(3771, 174.0, 1.1129976989969061)","(1938, 174.0, 0.4151072591750251)","(1938, 174.0, 0.4151072591750251)","(1619, 174.0, 0.2813568767988426)","(1619, 174.0, 0.19448599188354385)","(1619, 174.0, 0.2583970794036375)","(1619, 174.0, 0.14108500964642612)","(1619, 174.0, 0.13635480978649472)","(1619, 174.0, 0.26458054890136734)","(1619, 174.0, 0.34897095350897045)","(1619, 174.0, 0.22757068296382582)","(3013, 174.0, 1.0670448422560694)","(1552, 174.0, 0.9871684067583737)","(1619, 174.0, 0.23415899423435352)","(1619, 174.0, 0.2249901724937298)","(1619, 174.0, 0.2685178748873059)","(1619, 174.0, 0.2555425141862679)","(3013, 174.0, 1.1271902335652684)","(3013, 174.0, 1.0745294833424106)","(2195, 174.0, 0.35723887217090594)","(1619, 174.0, 0.27579081220574186)","(3771, 174.0, 1.1241694480859645)","(3771, 174.0, 1.0944673590056824)","(3013, 174.0, 1.172089243152005)","(6274, 174.0, 0.7900474591370373)","(1619, 174.0, 0.39885197848802073)","(1619, 174.0, 0.28430078960563177)","(3771, 174.0, 1.0744214490748887)","(1619, 174.0, 0.2224173361946104)","(7218, 174.0, 0.3985758350620096)","(7218, 174.0, 0.40131543068128916)","(3771, 174.0, 1.0487867987641482)","(6852, 174.0, 1.12099166186116)","(6297, 174.0, 0.5666540048104092)","(2532, 174.0, 0.1931657494285634)","(2779, 174.0, 0.3867502458239658)","(307, 174.0, 0.8144435904620732)","(6725, 174.0, 0.6679270794971311)","(948, 174.0, 0.5765999778394415)","(7254, 174.0, 0.8998350521401132)","(2461, 174.0, 0.7929934616080142)","(6203, 174.0, 0.667100136369679)"
"(3771, 173.0, 0.9845600731819375)","(6846, 173.0, 0.8019644745892514)","(3771, 173.0, 1.0961224198767991)","(3771, 173.0, 1.1957244334148855)","(1675, 173.0, 0.2547589258868013)","(3771, 173.0, 1.0369993525061731)","(3771, 173.0, 0.9941867132081373)","(1619, 173.0, 0.2320179514221675)","(1619, 173.0, 0.21389822960430901)","(3771, 173.0, 0.9021123358375996)","(3013, 173.0, 1.0538978110454358)","(3771, 173.0, 1.0763420331406666)","(1619, 173.0, 0.2323555696463915)","(645, 173.0, 0.9171610315144424)","(645, 173.0, 0.9232686739289316)","(645, 173.0, 0.9159730412737174)","(645, 173.0, 0.918179290304355)","(1619, 173.0, 0.285611003209065)","(1619, 173.0, 0.33775810040586807)","(1619, 173.0, 0.25890978027143974)","(3771, 173.0, 1.1740152818368876)","(6944, 173.0, 1.0772469802157003)","(6944, 173.0, 1.0772469802157003)","(3013, 173.0, 1.0127525301963136)","(3771, 173.0, 1.0444756337930734)","(3771, 173.0, 1.2005466397772222)","(3013, 173.0, 1.0655658787039508)","(6725, 173.0, 0.7789900590914365)","(6725, 173.0, 0.7789900590914365)","(3013, 173.0, 1.0945939970973932)","(3771, 173.0, 1.201229904274006)","(3771, 173.0, 1.085708863373293)","(3771, 173.0, 1.1873948204433968)","(3771, 173.0, 1.1924800209178663)","(3771, 173.0, 1.0909139866661153)","(3771, 173.0, 0.9857871786917093)","(3013, 173.0, 1.0212402164486036)","(1619, 173.0, 0.2793502399950285)","(3771, 173.0, 0.9460751842974918)","(3771, 173.0, 1.2101307905445582)","(3013, 173.0, 1.110653695334358)","(3771, 173.0, 1.0928644463389425)","(3771, 173.0, 1.124282966112167)","(1619, 173.0, 0.18653830035489508)","(1619, 173.0, 0.22505647913219506)","(5972, 173.0, 0.42341248966619466)","(3771, 173.0, 1.081384744387942)","(2532, 173.0, 0.3410608333946252)","(2532, 173.0, 0.3359857570619346)","(3771, 173.0, 1.2060026051350967)","(1981, 173.0, 0.7211131143509241)","(3771, 173.0, 0.9646728487245763)","(3771, 173.0, 1.151639776527138)","(1619, 173.0, 0.2797318132442872)","(3771, 173.0, 1.147458987103708)","(1619, 173.0, 0.4309370204277613)","(1619, 173.0, 0.42740002685739625)","(1675, 173.0, 0.254042775594209)","(3771, 173.0, 1.1618702925355011)","(2261, 173.0, 1.4729260788679062)","(6680, 173.0, 0.3775829020428351)","(6124, 173.0, 0.3955894311953612)","(838, 173.0, 0.29403194429683194)","(645, 173.0, 0.8507209551466139)","(2659, 173.0, 1.3159717111110119)","(6944, 173.0, 0.8203139651743107)","(554, 173.0, 0.7066167258818025)","(537, 173.0, 1.077846273181436)"
"(6680, 172.0, 0.48034356488556507)","(3829, 172.0, 0.35418783497264267)","(3013, 172.0, 1.0378725376757327)","(3013, 172.0, 1.1619827614482574)","(6725, 172.0, 0.6575553115519556)","(6680, 172.0, 0.4450873110206081)","(6680, 172.0, 0.5016285578148177)","(3771, 172.0, 1.1072855783143496)","(3771, 172.0, 1.1244145328169883)","(1619, 172.0, 0.40636810008496815)","(1619, 172.0, 0.2062212231968105)","(3013, 172.0, 1.0408915273696047)","(3013, 172.0, 1.0904889629625336)","(6680, 172.0, 0.3974497305891353)","(6680, 172.0, 0.39680058827748466)","(6680, 172.0, 0.40297626424593597)","(6680, 172.0, 0.40151882214055085)","(3771, 172.0, 1.1157035742607548)","(3771, 172.0, 1.084919060367028)","(3771, 172.0, 1.1592131044304692)","(3013, 172.0, 1.1313433101087058)","(7205, 172.0, 0.7711418683360582)","(7205, 172.0, 0.7711418683360582)","(3771, 172.0, 1.0718623113845762)","(3013, 172.0, 1.0193299398399465)","(3013, 172.0, 1.1563234263816604)","(1619, 172.0, 0.2382567195895029)","(7254, 172.0, 0.9469359509527338)","(7254, 172.0, 0.9469359509527338)","(3771, 172.0, 1.1381552271992368)","(3013, 172.0, 1.1509952201170761)","(3013, 172.0, 1.0279899045366845)","(3013, 172.0, 1.1280768765447928)","(3013, 172.0, 1.1332134197882917)","(3013, 172.0, 1.03312733113896)","(3013, 172.0, 0.9557840516314132)","(1675, 172.0, 0.2204451121890508)","(3771, 172.0, 1.1133462331302333)","(2532, 172.0, 0.33403438035657307)","(3013, 172.0, 1.1617637252447404)","(3771, 172.0, 1.146923234769414)","(3013, 172.0, 1.0355369550919469)","(3013, 172.0, 1.069786611757022)","(3771, 172.0, 1.181228070151097)","(3771, 172.0, 1.1152207397189942)","(2764, 172.0, 0.5437395992476002)","(3013, 172.0, 1.0419936861057926)","(1675, 172.0, 0.22596041224075528)","(1675, 172.0, 0.20029988284102515)","(1619, 172.0, 0.20621048060813982)","(7212, 172.0, 0.5891222705762266)","(3013, 172.0, 0.9135254598047885)","(3013, 172.0, 1.137131322285118)","(3013, 172.0, 1.0340969024230193)","(3013, 172.0, 1.113458930607494)","(6526, 172.0, 0.5777647564556907)","(6526, 172.0, 0.575164416230202)","(3013, 172.0, 0.9828453119482264)","(1675, 172.0, 0.26102164982340187)","(7127, 172.0, 0.510152064490113)","(3771, 172.0, 1.1007796315418517)","(686, 172.0, 0.2962796257674462)","(5855, 172.0, 0.5149823841003126)","(1324, 172.0, 0.5946167163878929)","(3731, 172.0, 1.062378407683021)","(6871, 172.0, 0.8026974746814642)","(486, 172.0, 1.2287035880536519)","(3402, 172.0, 0.8272547966685421)"
"(5462, 171.0, 0.5310376764125085)","(1873, 171.0, 0.33210187924819645)","(6680, 171.0, 0.3780737617933436)","(6680, 171.0, 0.2759973212339795)","(1787, 171.0, 1.2998269345449562)","(3013, 171.0, 0.9759813311900774)","(3013, 171.0, 0.9372537329962329)","(6680, 171.0, 0.3738771151990671)","(6680, 171.0, 0.3537399470073655)","(6680, 171.0, 0.5650752209743932)","(6680, 171.0, 0.36604644006191717)","(6680, 171.0, 0.38951339073855135)","(6680, 171.0, 0.36701647336287924)","(3013, 171.0, 1.025879612235563)","(3013, 171.0, 1.0383330159980444)","(3013, 171.0, 1.0297203321817887)","(3013, 171.0, 1.0342485302435351)","(6680, 171.0, 0.42386106219916364)","(6680, 171.0, 0.47159759566464116)","(6680, 171.0, 0.3877518660681778)","(6680, 171.0, 0.3660983236759101)","(1104, 171.0, 1.0071180793506362)","(1104, 171.0, 1.0071180793506362)","(6680, 171.0, 0.3942151272421595)","(6680, 171.0, 0.41987552227157404)","(6680, 171.0, 0.30925230792727365)","(6680, 171.0, 0.3690515252076903)","(1342, 171.0, 0.9318269244678863)","(1342, 171.0, 0.9318269244678863)","(6680, 171.0, 0.4082191239697507)","(6680, 171.0, 0.30690122903304173)","(6680, 171.0, 0.4000078829291416)","(6680, 171.0, 0.28423256282546466)","(6680, 171.0, 0.2786369347003083)","(6680, 171.0, 0.37987425775908096)","(6680, 171.0, 0.4791303885091823)","(6680, 171.0, 0.3854220815016906)","(6680, 171.0, 0.4045488017350688)","(3067, 171.0, 0.6888565619090811)","(6680, 171.0, 0.2872072035584497)","(6680, 171.0, 0.30697579253896273)","(6680, 171.0, 0.40879673645312714)","(6680, 171.0, 0.38567630126990765)","(6680, 171.0, 0.31618571893511627)","(6680, 171.0, 0.3675332768846407)","(6492, 171.0, 0.5023150408374004)","(6680, 171.0, 0.4164787011121715)","(1619, 171.0, 0.2831747151999689)","(1619, 171.0, 0.28891988564484516)","(6680, 171.0, 0.3239618293451252)","(927, 171.0, 0.6500220296437823)","(6680, 171.0, 0.518765510364566)","(6680, 171.0, 0.401132278531006)","(6680, 171.0, 0.38284072987299833)","(6680, 171.0, 0.3358598906051833)","(1324, 171.0, 0.6666366073771963)","(1324, 171.0, 0.6624540758434041)","(6680, 171.0, 0.4217866518329224)","(2532, 171.0, 0.37090596261734865)","(4292, 171.0, 0.45250412094207726)","(1619, 171.0, 0.25289970483531)","(6924, 171.0, 0.34420941767523805)","(7067, 171.0, 0.3610680050447219)","(6944, 171.0, 0.3492986743715527)","(684, 171.0, 0.5331070259442386)","(1938, 171.0, 0.7192485611108305)","(647, 171.0, 0.9109304521885793)","(4549, 171.0, 0.750650394842884)"
"(3013, 170.0, 0.9358790770046418)","(4670, 170.0, 0.500220976945131)","(5462, 170.0, 0.40260940638764847)","(5462, 170.0, 0.3239834848497749)","(7149, 170.0, 0.27730039924225525)","(5462, 170.0, 0.4671963126619139)","(5462, 170.0, 0.5095693350256396)","(6852, 170.0, 1.0619416919344355)","(6852, 170.0, 1.0787356309507998)","(6852, 170.0, 0.8398718819558135)","(6852, 170.0, 1.0524567487522065)","(5462, 170.0, 0.45517308438639975)","(5462, 170.0, 0.3729709268015478)","(5462, 170.0, 0.4186248390604837)","(5462, 170.0, 0.4148563835659495)","(5462, 170.0, 0.42015935414904637)","(5462, 170.0, 0.4183657666018682)","(6852, 170.0, 1.0688345663861025)","(6852, 170.0, 1.0397977179692628)","(6852, 170.0, 1.107222920654343)","(6852, 170.0, 1.1279549391440635)","(6886, 170.0, 0.6019648694017853)","(6886, 170.0, 0.6019648694017853)","(6852, 170.0, 1.016570918555411)","(5462, 170.0, 0.4806769930407784)","(5462, 170.0, 0.30939703313200606)","(6852, 170.0, 1.0649719368943051)","(3013, 170.0, 0.5063058232134028)","(3013, 170.0, 0.5063058232134028)","(6852, 170.0, 1.085319383330329)","(6852, 170.0, 1.1509184446882401)","(5462, 170.0, 0.40980637232587835)","(6852, 170.0, 1.1316620684096357)","(6852, 170.0, 1.1374112956490685)","(5462, 170.0, 0.41703439411902876)","(5462, 170.0, 0.5295669064367221)","(6852, 170.0, 1.0232409228710722)","(6852, 170.0, 1.065999407028578)","(7301, 170.0, 0.46870242710793203)","(5462, 170.0, 0.3482194562715763)","(5462, 170.0, 0.3905619212865925)","(6852, 170.0, 1.034147908122393)","(6852, 170.0, 1.0672449272175442)","(6852, 170.0, 1.1253856882874447)","(6852, 170.0, 1.0719592805314773)","(5429, 170.0, 0.5736986989479376)","(5462, 170.0, 0.4263781706859866)","(6852, 170.0, 1.0875486108064525)","(6852, 170.0, 1.0564555797977198)","(6852, 170.0, 1.1694233540650025)","(7243, 170.0, 0.5736066843714042)","(5462, 170.0, 0.5710224953779663)","(5462, 170.0, 0.4188800351161064)","(6852, 170.0, 1.037118780081993)","(6852, 170.0, 1.110165644421052)","(6852, 170.0, 0.8257582830019616)","(6852, 170.0, 0.8281928038040246)","(6852, 170.0, 0.9884318776027667)","(1619, 170.0, 0.29440162041860785)","(6852, 170.0, 1.1370689578654676)","(6852, 170.0, 1.0373506326813473)","(3768, 170.0, 0.6002935525360293)","(1130, 170.0, 0.9857678495243515)","(4292, 170.0, 0.44882966505284544)","(7301, 170.0, 0.38989459401797877)","(7218, 170.0, 0.7859136743052637)","(2168, 170.0, 0.9083181586294079)","(6775, 170.0, 0.5932301705727532)"
"(6526, 169.0, 0.5065549265436687)","(3746, 169.0, 0.3517938355708328)","(6852, 169.0, 1.0401642958511714)","(6852, 169.0, 1.1640300648526303)","(6526, 169.0, 0.3325562159109571)","(6852, 169.0, 0.9751260537480384)","(6852, 169.0, 0.9364744928667421)","(5462, 169.0, 0.3913779920313109)","(5462, 169.0, 0.3731394141248077)","(5462, 169.0, 0.5949553740719022)","(5462, 169.0, 0.38571423266209875)","(6852, 169.0, 1.041075442924738)","(6852, 169.0, 1.0856045194102137)","(6852, 169.0, 1.0263356387209135)","(6852, 169.0, 1.0362791978501287)","(6852, 169.0, 1.0283559334075758)","(6852, 169.0, 1.0318034522981738)","(7218, 169.0, 0.5125295018842992)","(7218, 169.0, 0.5120922651029766)","(7218, 169.0, 0.5548464087465366)","(5462, 169.0, 0.3653152390318527)","(7294, 169.0, 1.0559997220287163)","(7294, 169.0, 1.0559997220287163)","(5462, 169.0, 0.4282080897849668)","(6852, 169.0, 1.015205857663162)","(6852, 169.0, 1.1524191349809365)","(5462, 169.0, 0.38931321753035397)","(6297, 169.0, 0.9434396772208514)","(6297, 169.0, 0.9434396772208514)","(5462, 169.0, 0.3946086513144061)","(5462, 169.0, 0.30469394801773453)","(6852, 169.0, 1.0278867313202311)","(5462, 169.0, 0.3002202571356808)","(5462, 169.0, 0.2942872556427296)","(6852, 169.0, 1.036133627978149)","(6852, 169.0, 0.9494574832360636)","(5462, 169.0, 0.4083514518300717)","(5462, 169.0, 0.4103875345393424)","(1619, 169.0, 0.357709687878126)","(6852, 169.0, 1.1671943661078004)","(6852, 169.0, 1.1176729280439759)","(5462, 169.0, 0.41030278230021655)","(5462, 169.0, 0.3851512626934255)","(7218, 169.0, 0.5936201716408437)","(5462, 169.0, 0.3834643269876709)","(2910, 169.0, 0.45656465068101726)","(6852, 169.0, 1.0361178597684462)","(7182, 169.0, 0.27159682261370116)","(7182, 169.0, 0.27937680986377134)","(5462, 169.0, 0.3233552938682773)","(114, 169.0, 0.5869772321157117)","(6852, 169.0, 0.9164265578700865)","(1938, 169.0, 0.8251044246312966)","(5462, 169.0, 0.4483567878053989)","(5462, 169.0, 0.3694503438910251)","(3771, 169.0, 0.877354075961141)","(3771, 169.0, 0.8798596438965155)","(5462, 169.0, 0.46314581449567305)","(6725, 169.0, 0.6584642782084162)","(3067, 169.0, 0.8541295247969946)","(1324, 169.0, 0.4683345713331302)","(3898, 169.0, 0.2625606429309742)","(2716, 169.0, 0.5330421239767473)","(1552, 169.0, 0.9935026596351101)","(2574, 169.0, 0.5150606415214081)","(1342, 169.0, 0.9019735582931464)","(6062, 169.0, 1.1494060771342134)","(6529, 169.0, 0.9058717248840722)"
"(7301, 168.0, 0.4395587266870657)","(2986, 168.0, 0.26985913051330274)","(7218, 168.0, 0.5686308248336311)","(7218, 168.0, 0.6076450287310777)","(3067, 168.0, 0.9150607854916989)","(6526, 168.0, 0.4590052302151783)","(6526, 168.0, 0.48234216452363543)","(7218, 168.0, 0.5355509562280818)","(7218, 168.0, 0.548155569898787)","(1324, 168.0, 0.5923931086796258)","(1324, 168.0, 0.47319652338646534)","(6526, 168.0, 0.4192658567087003)","(7218, 168.0, 0.5370098851229139)","(1938, 168.0, 0.7116818128977299)","(1938, 168.0, 0.7296450473000197)","(1938, 168.0, 0.7173796743626822)","(1938, 168.0, 0.7275976027772877)","(1324, 168.0, 0.5680904240717501)","(1324, 168.0, 0.6005572956402396)","(1324, 168.0, 0.538100038612011)","(7218, 168.0, 0.5777898053674422)","(6928, 168.0, 0.9635238741237744)","(6928, 168.0, 0.9635238741237744)","(7218, 168.0, 0.5683923880101618)","(7218, 168.0, 0.5088482934444103)","(7218, 168.0, 0.5899963584711289)","(7218, 168.0, 0.5519197084212855)","(7301, 168.0, 0.8574899705904903)","(7301, 168.0, 0.8574899705904903)","(7218, 168.0, 0.5237247374212062)","(7218, 168.0, 0.6063777612196045)","(7218, 168.0, 0.5408786711645011)","(1324, 168.0, 0.388707788934979)","(1324, 168.0, 0.3865747440571101)","(7218, 168.0, 0.5832964200691271)","(6526, 168.0, 0.4888687586591723)","(1787, 168.0, 1.1879645409053967)","(7218, 168.0, 0.543389854105945)","(6944, 168.0, 0.40921315041006806)","(7218, 168.0, 0.6835039665870126)","(7218, 168.0, 0.6217952652988018)","(7218, 168.0, 0.5384577242974665)","(7218, 168.0, 0.5553327265705823)","(6526, 168.0, 0.3088646918759776)","(7218, 168.0, 0.5261079563682017)","(5804, 168.0, 0.3629647665957963)","(7218, 168.0, 0.489040985502604)","(1787, 168.0, 1.2813857791636636)","(1787, 168.0, 1.2548357976821347)","(7218, 168.0, 0.5753725618002999)","(6740, 168.0, 0.7720275157157432)","(6526, 168.0, 0.5584778163225946)","(6526, 168.0, 0.3502426222276939)","(7218, 168.0, 0.5699275105554095)","(7218, 168.0, 0.5566466603730076)","(3013, 168.0, 0.8323201171611272)","(3013, 168.0, 0.8344121323103736)","(1324, 168.0, 0.4513975431429025)","(1787, 168.0, 1.309318649731101)","(6871, 168.0, 0.6384755188327955)","(7218, 168.0, 0.5820726129550321)","(1944, 168.0, 0.49597035834733477)","(4082, 168.0, 1.0385266927186791)","(5260, 168.0, 0.3165409703000676)","(957, 168.0, 0.5301884109551162)","(4368, 168.0, 0.8446714513110999)","(3413, 168.0, 1.0863877938952047)","(3799, 168.0, 0.7795396324826025)"
"(6944, 167.0, 0.47916637475782636)","(1703, 167.0, 0.46381970996465727)","(6526, 167.0, 0.3912462127700658)","(6526, 167.0, 0.2859886349828996)","(1619, 167.0, 0.2938338234846082)","(7218, 167.0, 0.5358897582198123)","(7218, 167.0, 0.48206332120290674)","(7301, 167.0, 0.32900523125658593)","(7301, 167.0, 0.31012256377390524)","(1787, 167.0, 1.0535880239325397)","(1342, 167.0, 1.3937306227990822)","(7218, 167.0, 0.5589504911569927)","(6526, 167.0, 0.33844334276977533)","(6871, 167.0, 0.5258582193261739)","(6871, 167.0, 0.5372876020607285)","(6871, 167.0, 0.5293739957000043)","(6526, 167.0, 0.384309450798709)","(6526, 167.0, 0.3746527650403782)","(6526, 167.0, 0.42472883579898185)","(6526, 167.0, 0.3367496402473655)","(6526, 167.0, 0.32806616755226237)","(3116, 167.0, 0.7749594772324544)","(7124, 167.0, 1.049132927662581)","(6526, 167.0, 0.42232322746837364)","(6526, 167.0, 0.43827920541035803)","(6526, 167.0, 0.2864315238232364)","(6526, 167.0, 0.3643334106883923)","(7198, 167.0, 1.2767884322163718)","(7198, 167.0, 1.2767884322163718)","(6526, 167.0, 0.3526230755889191)","(6526, 167.0, 0.28326581272607515)","(6526, 167.0, 0.3922778093190366)","(1787, 167.0, 1.2689837278540694)","(1787, 167.0, 1.2735162132376578)","(6526, 167.0, 0.4123654592268026)","(7218, 167.0, 0.4723267931347533)","(1324, 167.0, 0.4610970999476665)","(6526, 167.0, 0.3701503620223544)","(7124, 167.0, 0.46338845876708346)","(6526, 167.0, 0.3635197540619933)","(6526, 167.0, 0.36487665273466474)","(6526, 167.0, 0.3900540906116219)","(6526, 167.0, 0.365196273294106)","(1324, 167.0, 0.45726221442626486)","(7301, 167.0, 0.32703899361518757)","(4750, 167.0, 0.6908541766019818)","(6526, 167.0, 0.3758841119384286)","(3067, 167.0, 0.8796743422082814)","(3067, 167.0, 0.8492497644850384)","(6526, 167.0, 0.2650752658258405)","(5953, 167.0, 0.694380762758365)","(7218, 167.0, 0.5504375665589081)","(7218, 167.0, 0.5180827780186064)","(7301, 167.0, 0.37148418888685714)","(6526, 167.0, 0.3281733508591152)","(5462, 167.0, 0.6158677501140634)","(5462, 167.0, 0.6126488349212016)","(1787, 167.0, 1.1457830359291155)","(3064, 167.0, 0.2064815300407259)","(6944, 167.0, 0.3780792911717836)","(7301, 167.0, 0.32332706532380373)","(7108, 167.0, 0.4277601949213878)","(2646, 167.0, 0.25095196384141777)","(7251, 167.0, 0.8815797709482533)","(107, 167.0, 0.3655397804769149)","(3013, 167.0, 1.1370788700261736)","(2646, 167.0, 0.7118999529499943)","(4591, 167.0, 0.7042536891001077)"
