25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
323,3073;956;340;3000;3253;3526;1750;2603;4703;5105;1607;3587;1655;2870;2;1255;2053;2348;3854;4607;4775;618;4050;3721;785;4571;614;5602;3183;677;447;3344;2513;588;3935;237;742;2714,daytime:night,353;25,291;24,1057;23,1420;22,932;21,104;20,7;19,1131;18,173;17,56;16,63;15,2501;14,785;13,280;12,679;11,51;10,86;9,141;8,95;7,406;6,4465;5,604;4,7143;3,284;2,1607;1
323,1909;3866;2748;5439;3829;4315;6708;4848;4692;4173;291;938;5727;3575;3620;4378;45;2347;3358;1927;4951;1385;439;2713;3254;2812;5703;1499,daytime:afternoon,353;25,291;24,1057;23,432;22,1420;21,932;20,104;19,7;18,1131;17,232;16,173;15,270;14,63;13,2501;12,785;11,280;10,51;9,86;8,277;7,141;6,95;5,54;4,4465;3,604;2,7143;1
182,6679;569;3971;1061;132;740,daytime:morning,2501;25,51;24,284;23,104;22,386;21,127;20,2832;19,1960;18,141;17,1131;16,38;15,785;14,1138;13,3238;12,1420;11,981;10,140;9,750;8,184;7,679;6,1693;5,166;4,5946;3,457;2,3971;1
182,759;432,daytime:evening,2501;25,51;24,284;23,104;22,386;21,127;20,2832;19,1960;18,1131;17,38;16,54;15,1138;14,3238;13,6150;12,996;11,1420;10,981;9,140;8,750;7,679;6,1693;5,166;4,5946;3,457;2,3971;1
182,144;5431;646;6314;1226;4392;148;7143,daytime:night,2501;25,51;24,104;23,386;22,127;21,2832;20,1960;19,141;18,1131;17,38;16,785;15,54;14,1138;13,6150;12,996;11,1420;10,981;9,140;8,184;7,679;6,1693;5,166;4,5946;3,457;2,3971;1
182,5567;1626;6029,daytime:afternoon,2501;25,51;24,284;23,386;22,127;21,2832;20,1960;19,141;18,1131;17,38;16,785;15,54;14,1138;13,3238;12,6150;11,996;10,1420;9,981;8,140;7,750;6,184;5,679;4,1693;3,166;2,5946;1
9,1599;6810;2456;776;4589;6148;7159;2358;1594;2833;3307;443;5113;6682;1243;4125;5555;418;1384;4991;1997;4550;550;1348;5547;1410;1470;7116;20;1296;2194;6093;3171;404;2474;3657;609;133;3585;405;2184;6913;1160;5791;1881;2039;531;1698;2578;3220;4652;2599;644;2247;1873;2751;1653;1312;5218;4450;2607;529;4272;4701;260;7247;2518;4280;1992;753;6676,daytime:night,4589;25,829;24,2060;23,,,,,,,,,,,,,,,,,,,,,,
183,1909;3621;3167;4920;6118;1298;1126;1786;295;2630;6219;4788;1356;5180;4260;1334;4876;7080;6134;68;2827,daytime:morning,95;25,353;24,2124;23,2724;22,3953;21,2645;20,6219;19,4997;18,269;17,2859;16,1860;15,3460;14,1694;13,624;12,5264;11,2059;10,2082;9,2349;8,1142;7,1749;6,6129;5,393;4,5665;3,788;2,1982;1
183,6541;4927;5052;3430;4319;2934;6186;2028;4061;2431;1789;3464;4267;5925;6550;2233;3779;1276;5133,daytime:evening,95;25,353;24,2124;23,2724;22,3953;21,1750;20,2645;19,6219;18,4997;17,269;16,2859;15,1860;14,3460;13,1694;12,624;11,5264;10,2059;9,4930;8,2082;7,2349;6,1142;5,1749;4,6129;3,393;2,5665;1
183,3247;5810;207;535;3807;3561;4347;709;985;2448;1246;1148;4102;6330;5022;253;1825;6319;5101;27;3790;1321;1715;4452;2626,daytime:night,95;25,2724;24,3953;23,1750;22,2645;21,6219;20,4997;19,269;18,2859;17,1860;16,3460;15,1694;14,624;13,5264;12,2059;11,4930;10,2082;9,2349;8,1142;7,1749;6,6129;5,393;4,5665;3,788;2,1982;1
183,7053;3144;4798;389;4558;4175;3683;6842;3634;6233;1622;1849;5511;4773;4546;5639;1630;3246;1547;1596,daytime:afternoon,95;25,353;24,2124;23,2724;22,3953;21,1750;20,2645;19,6219;18,4997;17,269;16,2859;15,1860;14,3460;13,1694;12,624;11,2059;10,4930;9,2082;8,2349;7,1142;6,1749;5,6129;4,393;3,788;2,1982;1
154,3005;6157;5660;5910;249;797;3262;29;189;981;7036;700;2487;2457;3338;31;4564;6034;4738;3709;19;663;1521;321;88;7161,daytime:morning,2151;25,353;24,104;23,54;22,140;21,2652;20,1057;19,1420;18,3770;17,173;16,1645;15,456;14,604;13,60;12,86;11,2703;10,1131;9,291;8,84;7,1960;6,1477;5,284;4,1499;3,6091;2,1550;1
154,2529;58;6768;3462;5592;3826;6708;911;3943;5019;320;2291;5391;4674;6844;3029;2633;3681;169;6263;3173;182;2275;179;6819;1568;1862;3189,daytime:evening,2151;25,353;24,232;23,2652;22,1420;21,6141;20,3770;19,173;18,1645;17,456;16,604;15,406;14,60;13,86;12,2703;11,1131;10,291;9,270;8,84;7,3975;6,1960;5,1477;4,284;3,1499;2,6091;1
154,1453;1753;6052;6904;4208;4271;4942;480;2477;5966;458,daytime:night,2151;25,353;24,232;23,104;22,54;21,140;20,2652;19,1057;18,1420;17,6141;16,3770;15,173;14,1645;13,604;12,406;11,60;10,86;9,2703;8,1131;7,291;6,270;5,84;4,3975;3,1960;2,1477;1
154,46;6565;5504;469;4229;3285;5623;3177;424;1854;4018;1868;6675;2;1255;4764;1532;5432;448;1168;5961;2092;1173;4100;1314;577;2667;2443;21;5226;5801;7140,daytime:afternoon,2151;25,353;24,232;23,104;22,54;21,140;20,2652;19,1057;18,6141;17,3770;16,1645;15,456;14,604;13,406;12,2703;11,1131;10,270;9,84;8,3975;7,1960;6,1477;5,284;4,1499;3,6091;2,1550;1
210,5362;1883;705;968;287;2424;1963;895;6692;2403;105;1170;2290;40;4724;4775;2679;5178;4048;6032;2380;4115;4;3196;646;48;6142;1862,daytime:morning,291;25,353;24,141;23,51;22,173;21,785;20,932;19,232;18,280;17,277;16,1057;15,1420;14,679;13,406;12,432;11,60;10,1131;9,7;8,95;7,86;6,2151;5,189;4,671;3,457;2,845;1
210,50;84;545;1874;1550;5470;2833;2732;3191;2375;3068;3262;4672;4601;1765;2763;2505;279;6;2031;1390;4123;965;585;2364;2667;1471;1455;4703;6091;2208;4067;1446;4268;7029;590;944;3432;1532;2347;1763;1364;6639;2826;3392;343;3309;4829;3342;682;3799;1314;6337;1125;3666;1223;2135;2351;3877;164,daytime:night,270;25,291;24,141;23,51;22,173;21,785;20,932;19,232;18,284;17,277;16,1057;15,1420;14,679;13,406;12,60;11,1131;10,893;9,7;8,95;7,86;6,2151;5,671;4,457;3,4567;2,84;1
210,4243;2831;3355;6566;5323;2511;1275;1363;1590;4545;706;2935;5734;3916;2116;3646;291;2238;4105;1901;2471;3993;5069;924;39;3160;2856;785;4090;2820;500;727;491;1287;2501;3255;846;2949;1349;264;3899;71;141;1460;149;2136,daytime:afternoon,270;25,291;24,353;23,141;22,51;21,785;20,232;19,284;18,280;17,679;16,406;15,432;14,60;13,1131;12,893;11,95;10,86;9,2151;8,189;7,845;6,4567;5,84;4,905;3,725;2,104;1
2,808;574;1754;2836;6855;6259;2927;5137;2899;3068;6666;1833;2359;1809;575;6151;2406;4005;1188;5156;2740;3717;1165;5712;908;2253;1029;6250;6948;353;140,daytime:morning,270;25,141;24,932;23,51;22,905;21,84;20,1131;19,277;18,893;17,703;16,447;15,95;14,353;13,406;12,7;11,280;10,27;9,2349;8,2652;7,2595;6,3191;5,184;4,679;3,2814;2,7143;1
2,5447;207;2795;1851;4101;911;3975;1931;421;5936;63;3219;4365;602;2858;267;2604;5100;3900;1385;5717;4379;117;2072;95,daytime:evening,291;25,270;24,141;23,932;22,785;21,905;20,232;19,1131;18,277;17,893;16,6838;15,703;14,447;13,95;12,353;11,284;10,406;9,7;8,280;7,432;6,2349;5,2652;4,2595;3,184;2,679;1
2,1210;2831;5776;1095;3917;2848;1177;6233;6543;3514;4548;4162;2102;5396;2506;1420;786;2363;198;5850;2355;4897;3339;2713;75;1567;369;1131;237;10;62,daytime:night,291;25,270;24,141;23,932;22,51;21,785;20,905;19,232;18,84;17,1131;16,277;15,893;14,6838;13,703;12,447;11,95;10,353;9,284;8,406;7,7;6,280;5,432;4,27;3,2349;2,2652;1
2,100;1025;788;1744;1030;679;4755;3996;6141;371;3899;6911;1826;4915;178;141;1368;4961;1862;2265;2384;3222;69;457,daytime:afternoon,291;25,270;24,141;23,932;22,51;21,785;20,905;19,232;18,84;17,1131;16,277;15,893;14,6838;13,95;12,353;11,284;10,406;9,7;8,280;7,432;6,27;5,2652;4,2595;3,3191;2,184;1
109,1817;2019;5673;2514;4451;3401;6688;6129;2880;5568;1923;3701;4631;6386;380;6511;4714;353;5578;81,daytime:morning,1750;25,6774;24,2790;23,2018;22,1031;21,1710;20,4620;19,4435;18,4256;17,3496;16,191;15,4997;14,5106;13,5954;12,3861;11,1360;10,787;9,3759;8,3255;7,4805;6,5665;5,5939;4,3955;3,5650;2,224;1
109,288;3394;5026;6640;6338;3214;6374;5338;4685;2205;1574;2008;5091;4484,daytime:evening,1750;25,6774;24,2790;23,2018;22,1694;21,1031;20,1710;19,4620;18,4435;17,4256;16,3496;15,191;14,4997;13,5106;12,5954;11,3861;10,1360;9,787;8,3759;7,3255;6,1724;5,2512;4,4805;3,5665;2,5939;1
109,1909;3627;6794;5325;1530;4314;1682;3766;1833;2078;7051;4258;5768;1413;549;2378;3619;2639;4737;4805;1431;4360;995;6633;7253,daytime:night,1750;25,6774;24,2790;23,2018;22,1694;21,1710;20,4620;19,4435;18,3496;17,191;16,4997;15,3861;14,1360;13,787;12,3759;11,3255;10,1724;9,2512;8,4805;7,5665;6,5939;5,1936;4,3955;3,5650;2,224;1
109,6758;4796;4516;4763;4743;6279;3521;5499;5360;5765;6966;993;5770;5342;5124;5713,daytime:afternoon,6774;25,2790;24,2018;23,1694;22,1031;21,1710;20,4620;19,4435;18,4256;17,3496;16,191;15,4997;14,5106;13,5954;12,3861;11,787;10,3759;9,3255;8,1724;7,2512;6,4805;5,5665;4,5939;3,1936;2,3955;1
127,663;3402,daytime:morning,136;25,4636;24,7100;23,2958;22,4348;21,4404;20,54;19,572;18,7201;17,1911;16,4903;15,2772;14,2078;13,3444;12,2991;11,1363;10,7229;9,191;8,6867;7,6520;6,2998;5,5818;4,3415;3,632;2,7197;1
127,853;1363,daytime:evening,136;25,4636;24,7100;23,2958;22,4348;21,4404;20,54;19,572;18,7201;17,1911;16,4903;15,2772;14,2078;13,3444;12,2991;11,1363;10,7229;9,191;8,6867;7,6520;6,2998;5,5818;4,3415;3,632;2,7197;1
128,3741;1157;2809;1572;4204;1093;1995;5062;6682;960;5129;3044;4948;6645;268;3375;6328;6634;3401;1922;2876;2279;75;5001;4300;1321;1583;173;3438;1862;5015;353;4375;457;4516;2192;3480;2748;506;781;295;5323;1589;5650;1117;5499;2603;2575;2331;4104;4026;4158;2759;2448;6257;4863;4295;1901;1021;3388;2487;846;1803;3545;811;2244;2507;5864,daytime:morning,420;25,1131;24,95;23,932;22,905;21,232;20,241;19,2595;18,604;17,51;16,7143;15,3561;14,447;13,457;12,1250;11,270;10,1589;9,27;8,85;7,4741;6,4925;5,184;4,1879;3,168;2,84;1
128,6527;1095;4587;37;2089;118;331;467;5392;3713;2197;3815;3057;4944;1019;6694;3501;1945;3399;6325;646;2217;3419;1536;4970;5416;1136;4881;6233;6667;6091;4034;3685;6608;4602;2506;5919;138;3166;2015;2477;2682;3484;3131;456;1131;1749;76;2595;6388,daytime:evening,420;25,1131;24,95;23,932;22,905;21,232;20,241;19,2595;18,604;17,51;16,7143;15,3561;14,291;13,447;12,457;11,1250;10,270;9,1589;8,27;7,85;6,4741;5,4925;4,1645;3,184;2,1879;1
128,6311;5176;5056;2157;5042;5762;478;4889;5033;1097;209;2781;5508;5004;1499;80;4191;4009;4006;4052;4465;4445;2177;5874;5185;3591;232;3481;5371;4173;4286;1822;2509;222;5557;2717;1835;1700;3783;4288;1637;3022;2302;335;5106;6504;799;290,daytime:night,420;25,1131;24,95;23,905;22,232;21,241;20,2595;19,604;18,51;17,7143;16,3561;15,291;14,447;13,457;12,1250;11,270;10,1589;9,27;8,85;7,4741;6,4925;5,1645;4,184;3,1879;2,2373;1
128,354;2834;3926;5960;399;795;1463;4508;2196;3470;1422;1765;2590;575;771;3539;891;1676;2527;4998;2066;3296;2540;5264;884;2310;1385;1008;6406;166;211,daytime:afternoon,1131;25,932;24,905;23,232;22,241;21,2595;20,7143;19,3561;18,291;17,447;16,457;15,1250;14,1589;13,27;12,4741;11,4925;10,1645;9,1879;8,2373;7,168;6,84;5,703;4,1102;3,386;2,393;1
42,43;4949;5057;145;2221;5910;797;1588;4371;1843;104;6253;1896;6666;1633;5542;1897;45;189;4102;144;3347;1086;740;2584;480;5692;214;447;2285;2244;973;5748;742;1906;2231,daytime:morning,270;25,141;24,785;23,1131;22,932;21,232;20,284;19,2151;18,51;17,1057;16,291;15,353;14,905;13,280;12,86;11,173;10,893;9,60;8,457;7,6838;6,1420;5,104;4,7143;3,181;2,797;1
42,808;56;1220;4408;6398;2005;2420;1590;3179;458;4104;3943;1583;479;796;1726;543;2350;6396;1057,daytime:evening,270;25,785;24,406;23,1131;22,932;21,232;20,284;19,2151;18,84;17,51;16,671;15,1057;14,291;13,353;12,905;11,280;10,86;9,173;8,893;7,60;6,960;5,457;4,432;3,1420;2,104;1
42,2371;285;3212;7;1346;736;7261;1685,daytime:night,141;25,406;24,1131;23,932;22,232;21,2151;20,84;19,51;18,671;17,1057;16,353;15,86;14,173;13,893;12,960;11,457;10,6838;9,432;8,1420;7,104;6,7143;5,181;4,10;3,797;2,974;1
42,4352;1188;184;3927;3127;287;6684;4210;67;1499;1666;2172;3432;146,daytime:afternoon,270;25,141;24,785;23,406;22,1131;21,932;20,284;19,2151;18,84;17,51;16,671;15,1057;14,291;13,353;12,905;11,280;10,86;9,893;8,60;7,960;6,6838;5,432;4,1420;3,104;2,10;1
25,4132;4906;4451;1820;4898;4972;3908;7082;4820;2258;6377;532;3983;3966;2078,daytime:morning,1750;25,1936;24,353;23,4997;22,1694;21,5665;20,95;19,2697;18,3953;17,269;16,3815;15,2859;14,6797;13,2724;12,6774;11,1749;10,5939;9,5650;8,1856;7,1142;6,3227;5,4620;4,3255;3,787;2,63;1
25,1909;386;5050;5401;233;28;1253;2888;1214;1694;3929;1508;3428,daytime:evening,1936;25,353;24,4997;23,1694;22,5665;21,95;20,2697;19,3953;18,269;17,1031;16,2859;15,6797;14,2724;13,6774;12,1749;11,5650;10,1557;9,1856;8,1142;7,3227;6,4435;5,4620;4,3255;3,2512;2,4782;1
25,3508;6160;2229;5321;3256;4846;2736;2785;3165;1275;1758;4256;5506;5320;4524;5147;6505,daytime:night,1750;25,353;24,4997;23,1694;22,5665;21,95;20,2697;19,3953;18,269;17,3815;16,1031;15,2859;14,6797;13,2724;12,6774;11,1749;10,5939;9,5650;8,1557;7,1142;6,3227;5,4435;4,4620;3,3255;2,2512;1
25,774;4932;5242;4706;2896;1982;474;2894;5831;5891;5342;996;6126;298;4640;5044;2552;2022;1942,daytime:afternoon,1750;25,1936;24,353;23,1694;22,95;21,2697;20,3953;19,269;18,3815;17,1031;16,2859;15,6797;14,2724;13,6774;12,1749;11,5939;10,5650;9,1557;8,1856;7,1142;6,4435;5,4620;4,3255;3,2512;2,4782;1
99,2026;4875;3202;355;420,daytime:morning,4796;25,2772;24,1363;23,923;22,420;21,2036;20,2649;19,112;18,621;17,5945;16,974;15,4720;14,51;13,854;12,2946;11,3088;10,4970;9,3348;8,4467;7,2063;6,3441;5,2445;4,2528;3,2101;2,1395;1
99,222;2655;2531;3162;4531;3851;300;4466;2694;3607;6704,daytime:night,4796;25,2772;24,1363;23,420;22,2036;21,2649;20,112;19,621;18,5945;17,974;16,4720;15,51;14,2946;13,3088;12,4970;11,3348;10,4467;9,4091;8,3441;7,2445;6,2528;5,2101;4,1395;3,1102;2,270;1
99,3339;2826;1117;5584;3150;2421,daytime:afternoon,4796;25,2772;24,1363;23,923;22,420;21,2036;20,2649;19,112;18,621;17,5945;16,974;15,4720;14,51;13,854;12,2946;11,3088;10,4970;9,3348;8,4467;7,2063;6,4091;5,3441;4,2445;3,2528;2,2101;1
249,2221;5720;850;1354;4299;1035;200;3587;2471;5011;6805;1420;3160;4623;3651;347;2706;1188;740;1270;6469;3460;5280;3673;2179;2864;4216;3151;2994;401;152;2168;1092;1288;905;4465,daytime:morning,270;25,1131;24,932;23,51;22,420;21,2595;20,232;19,291;18,27;17,703;16,905;15,7143;14,785;13,95;12,4741;11,85;10,184;9,457;8,974;7,267;6,893;5,604;4,2649;3,6250;2,222;1
249,4111;4934;2504;6091;2209;3943;520;1617;6251;5138;2702;4749;2446;4016;198;2986;5781;182;6280;2216;1653;2812;7013;5136;1890,daytime:evening,1131;25,932;24,447;23,51;22,420;21,2595;20,232;19,291;18,141;17,703;16,905;15,7143;14,785;13,95;12,4741;11,85;10,184;9,457;8,267;7,893;6,604;5,2649;4,6250;3,222;2,1550;1
249,1381;5056;184;497;622;5596;2848;2154;3524;2242;3240;4947;5215;5035;3666;104;271;670;5896;453;3622,daytime:night,270;25,1131;24,447;23,51;22,420;21,2595;20,232;19,291;18,141;17,27;16,703;15,905;14,7143;13,785;12,95;11,85;10,184;9,457;8,974;7,267;6,893;5,604;4,2649;3,6250;2,222;1
249,2156;1517;60;1196;489;6141;2407;6838;6846;3118;5552;444;170;3838;2908;3933;7032;412;2605;500;6461;3744;2364;363;1950;3274;1959,daytime:afternoon,270;25,1131;24,932;23,447;22,51;21,420;20,2595;19,232;18,141;17,27;16,905;15,7143;14,785;13,95;12,4741;11,85;10,184;9,974;8,267;7,893;6,604;5,2649;4,6250;3,1550;2,353;1
298,4344;987;7275;1241;1033,daytime:morning,1440;25,2462;24,3954;23,1702;22,2174;21,6669;20,734;19,6204;18,5245;17,1535;16,5945;15,695;14,2246;13,3949;12,4344;11,4288;10,6596;9,1216;8,7012;7,1038;6,2042;5,4431;4,6534;3,1130;2,2390;1
298,6817;2372;4544;1440;7258,daytime:evening,1440;25,2462;24,3954;23,2174;22,6669;21,734;20,7076;19,6311;18,6204;17,5245;16,1535;15,5945;14,2246;13,2756;12,1577;11,3949;10,4344;9,4288;8,6596;7,1216;6,1038;5,2042;4,2824;3,4431;2,7256;1
298,7190;454;1737;2503;4746;7018,daytime:night,1440;25,2462;24,1702;23,2174;22,734;21,7076;20,6311;19,6204;18,5245;17,1535;16,5945;15,695;14,2246;13,2756;12,1577;11,3949;10,4344;9,4288;8,6596;7,7012;6,1038;5,2042;4,2824;3,4431;2,7256;1
298,528;1119,daytime:afternoon,1440;25,3954;24,1702;23,2174;22,6669;21,734;20,7076;19,6311;18,6204;17,5245;16,1535;15,5945;14,695;13,2756;12,1577;11,4344;10,4288;9,1216;8,7012;7,1038;6,2042;5,2824;4,4431;3,7256;2,6534;1
250,102;6366;2551;3293;2973;721;1051;2709;320;6267;6273;524;85;2471;1563;657;1270;4804;1066;2090;3927;6173;2888;3898;6337;3391;3269;6248;3469;4129;6041,daytime:morning,141;25,785;24,1131;23,284;22,232;21,51;20,932;19,1417;18,457;17,27;16,7143;15,181;14,974;13,905;12,184;11,2649;10,85;9,10;8,2811;7,267;6,2036;5,6838;4,893;3,5757;2,60;1
250,386;1502;3158;2484;1452;4609;1814;3722;768;5251;368;1993;3524;1109;6231;5473;1014;4752;1813;667;3040;575;6577;3219;3838;3111;4219;235;2586;1969;1064;195;4342;230;6845;955;2071;3088;824;261;6092;1510;506;3894;6314;1721;797;2331;2935;967;142;3819;6317;317;5282;590;1896;2947;4802;852;1532;4775;3682;3037;54;2330;5619;3425;4675;1314;4115;2804;1521;6540;2521,daytime:evening,270;25,141;24,232;23,51;22,932;21,974;20,905;19,960;18,184;17,2649;16,85;15,10;14,2811;13,2036;12,893;11,60;10,280;9,2595;8,235;7,4282;6,447;5,84;4,516;3,420;2,671;1
250,1449;51;5042;2284;5562;4674;1655;4889;6339;1794;176;4016;6095;3033;2409;5288;4123;1708;5140;4511;2239;2667;5972;394;959;1883;5110;3072;4522;145;1023;3505;3526;880;1073;5531;6518;4735;107;6666;1899;5845;1645;6344;5928;2092;5866;5008;2275;1622;240;745;605;794;540;487,daytime:night,270;25,785;24,1131;23,284;22,232;21,51;20,932;19,1417;18,457;17,27;16,7143;15,181;14,960;13,2649;12,85;11,10;10,2811;9,267;8,2036;7,6838;6,893;5,5757;4,60;3,280;2,2595;1
250,6702;6324;3228;1734;1784;7;3553;714;6043;6976;2909;3191;2666;1026;6525;3330;3112;1515;938;4000;6020;3329;353,daytime:afternoon,270;25,141;24,785;23,1131;22,284;21,232;20,51;19,932;18,1417;17,457;16,27;15,7143;14,181;13,974;12,905;11,960;10,184;9,2649;8,85;7,10;6,2811;5,267;4,2036;3,6838;2,893;1
285,3005;5058;1486;3244;5137;4793;5202;3720;5737;3442;4357;4369;5448;4330;786;3653;2062;2671;5054;5646;3692;382;767;589;6860;5796;5008;5692;3603;4885;6521;5463;1608;621;2430;656;999;4052;6371;376,daytime:morning,2036;25,974;24,854;23,923;22,270;21,2101;20,1412;19,3017;18,222;17,85;16,6838;15,5070;14,3736;13,1131;12,141;11,166;10,2811;9,3088;8,51;7,2772;6,3348;5,3441;4,1395;3,1874;2,112;1
285,3247;3073;4276;4830;2120;5439;5956;3322;3429;3570;1880;5019;4286;338;1175;5469;444;2074;3562;6378;4123;2449;4828;3698;3362;1697;4255;1131;3259;3613;3325;2915,daytime:evening,2036;25,854;24,3763;23,923;22,2946;21,2595;20,270;19,1363;18,2101;17,1412;16,3017;15,222;14,85;13,1196;12,6838;11,5070;10,3736;9,1131;8,141;7,166;6,2811;5,420;4,3088;3,51;2,4282;1
285,102;3552;3488;51;3481;109;4467;3916;3470;5996;426;2505;4476;3647;3346;3333;3295;1335;2519;4690;3230;430;6308;881;5995;4627,daytime:night,974;25,854;24,3763;23,923;22,2946;21,2595;20,270;19,1363;18,2101;17,3017;16,222;15,85;14,1196;13,6838;12,5070;11,3736;10,1131;9,141;8,166;7,420;6,3088;5,51;4,4282;3,5358;2,2772;1
285,1279;4939;4699;4934;3842;4315;3381;1845;1117;6209;6233;2372;3561;289;333;5797;168;2694;2770;35;1810;4715;6292;635;5803;235;1037;3484;4433;4339;2379;141;2408;87,daytime:afternoon,2036;25,974;24,854;23,3763;22,923;21,2946;20,2595;19,1363;18,1412;17,3017;16,1196;15,5070;14,1131;13,141;12,166;11,2811;10,420;9,51;8,4282;7,5358;6,2772;5,3348;4,1874;3,112;2,4720;1
