25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
284,4409;1939;2795;1204;637;732;3359;625;533;4968;5473;3257;6253;6101;274;415;708;6656;3612;2942;7143;6577;4185;3596;3085;1315;2566;3693;5132;371;2864;4388;860;4273;6116;1226;6959;6621;2748;4887;7207;183;6186;6916;3770;5481;2873;3551;2276;919;6560;554;4638;5886;1326;422;4407;7142;1908;4542;891;7181;3681;402;6173;1239;5330;4971;3338;722;470;6040;6863;381;1325;603;3131;4372;4336;7112;897;1276;2082;4235;681;3164;84;3913;4576;2648;2381;4893;6877;5354;2157;6209;2424;4515;5916;3429;6229;4697;5029;3844;4672;4438;4160;5593;446;146;356;4826;3887;3628;6072;5329;3156;6383;3391;6252;4693;4640;6175;6646;1583;141;152;1800;2306;6721;149;7052;4537;258;6118;4572;6420;994;216;6594;2785;4246;1023;2579;5536;6435;6374;4631;3806;5313;3464;1148;4790;1532;2495;5992;2784;4228;4696;5142;6205;3593;3799;1610;6380;4272;2719;3151;2559;351;4791;1465;1643,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,1664;16,2261;15,4362;14,2532;13,7048;12,1680;11,7251;10,6735;9,4075;8,6965;7,3176;6,1941;5,822;4,2152;3,922;2,2752;1
284,5116;2620;6481;5139;128;2792;3304;1497;4162;4581;783;4710;5405;2257;3489;830;3055;6412;1005;3296;2666;1382;1055;711;3377;3709;2150;2393;3171;3289;1103;2104;3645;6781;1678;5933;246;2548;3526;1350;2128;5568;5831;4863;5364;6675;4283;6990;4802;2127;4723;7099;993;6294;2905;4120;2080;990;3545;6309;6323;1460;1056;6299;6102;2979;1890;2350;659;6390;3637;5814;6841;7159;1884;3719;5413;552;3165;4996;911;3051;2542;5341;1360;1713;1281;5591;6722;1367;2957;6914;1216;4356;6362;3692;6357;6791;1060;1920;1206;1849;1017;1416;2969;3957;2639;6185;5779;4772;5986;1950;5102;1961;6363;3851;1885;498;1142;1160;3505;1903;241;2846;1698;350;2828;3763;6789;2422;5360;3426;5577;2227;7129;6535;5649;3038;605;2794;1488,daytime:evening,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,1664;16,2261;15,4362;14,2532;13,7048;12,1680;11,7251;10,6735;9,4075;8,6965;7,3176;6,1941;5,822;4,2152;3,922;2,2752;1
284,3005;1909;4387;1752;2956;819;5475;5934;3785;4229;3488;6885;219;2242;3565;4125;4384;3002;4212;3070;6283;3876;6805;6487;3721;3272;2908;2696;5381;5347;3317;1004;3952;2248;491;217;74;1783;2988;5028;6867;6550;237;1154;593;3093;4137;135;1237;528;6670;2047;1359;3343;6074;1427;151;901;4234;5730;1684;6844;293;2160;5936;6407;4775;6030;3440;3185;35;6192;5808;2387;6219;978;2152;6136;802;4241;1764;4503;1948;1218;2711;64;5118;140;817;205;5056;5388;5876;769;628;4899;6064;701;1911;478;3514;6267;5618;2238;4448;7284;4920;1585;4983;7009;5987;3339;1974;394;373;3169;1391;5666;932;6092;2274;3480;6404;2855;1408;6700;7248;6055;2478;1881;4274;4025;1843;1447;5899;4915;2959;754;6255;3432;1180;1987;5153;1259;4869;253;1667;3804;5071;6398;5123;4270;2807;3341;7063;19;4599;6787;5136;3246;2913;2618,daytime:night,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,1664;16,2261;15,4362;14,2532;13,7048;12,1680;11,7251;10,6735;9,4075;8,6965;7,3176;6,1941;5,822;4,2152;3,922;2,2752;1
284,2305;389;1030;1724;2788;2790;368;795;5524;2963;7041;7059;3856;6141;5023;2385;917;4611;5812;766;814;6502;5615;4900;5379;2760;6083;6454;1739;1972;3364;4408;2175;6293;3451;1470;2442;5177;7071;646;2513;2432;3935;2470;95;1753;6356;3355;679;2836;2329;797;1785;2468;1236;2448;3502;652;4018;1170;524;4213;1477;2321;4418;2355;1760;7032;6460;1312;4115;4977;1290;937;1183;372;450;1092;2553;5301;2417;4750;5889;6278;930;4363;4699;5758;4762;28;134;12;4043;5021;4876;1014;1642;1576;2741;5989;4601;1806;3621;1205;3901;3128;1413;5141;3958;3686;1341;6469;5901;3173;6340;2457;4951;874;4897;5149;195;3674;1503;24;2878;2789;1375;4478;921;6871;38;3126;231;2543;4545;328;1546;4003;1035;1374;6068;218;2;6696;1222;6685;1740;4447;7163;4051;810;5434;700;3589;4829;5093;6804;5820;1254;1525;3174;5965;4583;2270;1524;4079;2515;6578;5674,daytime:afternoon,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,1664;16,2261;15,4362;14,2532;13,7048;12,1680;11,7251;10,6735;9,4075;8,6965;7,3176;6,1941;5,822;4,2152;3,922;2,2752;1
243,1681;3872;4537;3953;3512;2489;3365;3770;3589;6090;4115;4957;2832;2345;6385;748;2466;5976;4751;1955;417;3620;4030;6388,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,1680;12,7048;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,3176;4,822;3,2752;2,922;1
243,6999;1108;4616;4397;3252;5926;1776;5338;5082;1161;3514;1869;5718;1490;423,daytime:evening,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,1680;12,7048;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,3176;4,822;3,2752;2,922;1
243,6599;4215;1292;6565;2614;2005;5454;5243;7055;2926;6896;172;3892;6696;3731;4343;1153;966;2671;3619;3717;6826;6840;3674;7237;282;492;1448,daytime:night,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,1680;12,7048;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,3176;4,822;3,2752;2,922;1
82,1076;4709;4920;3953;535;4206;3365;1023;2899;628;3589;2084;2666;113;3808;1641;2143;380;6323;746;1521;1012;164,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,7048;12,1680;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,822;4,3176;3,922;2,2752;1
11,2906;2691;3027;1006;2987,daytime:evening,6715;25,7156;24,6982;23,4368;22,2472;21,7262;20,1402;19,3377;18,4362;17,7048;16,6735;15,1351;14,1664;13,7251;12,1941;11,1680;10,6965;9,2261;8,1916;7,3176;6,2532;5,2134;4,282;3,74;2,6729;1
11,1915;1957;2428;2067;1720,daytime:afternoon,6715;25,7156;24,6982;23,4368;22,2472;21,7262;20,1402;19,3377;18,4362;17,7048;16,6735;15,1351;14,1664;13,7251;12,1941;11,1680;10,6965;9,1916;8,3176;7,2532;6,2134;5,282;4,74;3,6729;2,1952;1
148,2835;106;3448;4820;419;5605;909;4355;551;3814;2486;163;4291;6149;757;3157;6532;2306;5708;2691;680;679;442;4221;3396;5932;1305;5564;751;5639;2053;3487;4817;1639;891;3718;6472;6432;4376;458;5742;1622;2268;4636;3979;4380;3929;4294;2399;1685;6973;3773,daytime:evening,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,7048;12,1680;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,822;4,3176;3,922;2,2752;1
24,6750;3071;4445;2937;3552;4462;2006;4264;317;4072;6545;1131;230;1487;4645;897;3513;2590,daytime:night,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,1680;13,2532;12,7048;11,6735;10,4075;9,7251;8,6965;7,2152;6,1941;5,822;4,3176;3,2752;2,922;1
34,1036;6874;1217;3668;3096;598,daytime:afternoon,6982;25,6715;24,7156;23,2472;22,7262;21,3377;20,4368;19,1664;18,2261;17,2532;16,1402;15,2152;14,4075;13,1351;12,752;11,7048;10,922;9,1871;8,1680;7,2131;6,7146;5,463;4,7304;3,6282;2,2969;1
186,6092;207;3909;46;2901;4013;1366;2460;186;7022;4610;2403;3943;4915;3893;4033;5670;497;3111;861;3101;4718;5100;1453;1548;3344;4075;540;76,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,7048;13,2532;12,1680;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,822;4,3176;3,922;2,2752;1
253,913;1107;7100;7170;2748;5052;5413;2524;1334;4535;6333;2741;1021;6365;4565;439;6252;4186;3248;501;1319;5708;2849;7253;2913,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,7048;12,1680;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,822;4,3176;3,922;2,2752;1
275,4071;3926;1529;4919;1976;27;4323;2108;1300;3148;3419;6658;974,daytime:evening,6982;25,6715;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,7048;13,2532;12,1680;11,6735;10,4075;9,7251;8,6965;7,2152;6,1941;5,822;4,3176;3,922;2,2752;1
101,2456;743;5369;3036;4073;1902;37;4310;4477;5507;418;531;597;675;4702;415;1065;2570;6152;1576;814;2730;2585;556;6147;2257;5141;3316;5297;4127;6066;3849;3895;4078;2969;6322;3178;3038;4423;3468;3868;5677;4480;3574,daytime:night,6982;25,6715;24,7156;23,2472;22,7262;21,4368;20,1402;19,3377;18,1351;17,2261;16,1664;15,4362;14,1680;13,7048;12,2532;11,6735;10,7251;9,4075;8,822;7,3176;6,6965;5,1941;4,2152;3,922;2,2752;1
119,4975;3497;2157;3715;4968;1648;3706;154;6559;1016;2585;556;5384;342;758;1640;2561;683;2787;5873;4078;3755;313;2701;1391;2491;7017;6014;1564;4217;5668;3049;3798;6035;6187;7141;7225;2326;2119;4259;7267;4518;6834;1653;4916;847;3825;603;1290;3468;351;1646;6671,daytime:evening,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,1680;13,2532;12,7048;11,6735;10,7251;9,4075;8,6965;7,3176;6,1941;5,822;4,2152;3,2752;2,922;1
119,3978;6322;7275;1771;3203;4879;3100;5522;6282;4318;4326,daytime:night,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,1680;13,2532;12,7048;11,6735;10,7251;9,4075;8,6965;7,3176;6,1941;5,822;4,2152;3,2752;2,922;1
113,3769;6769;4828;3926;6430;4220;854;4361;1489;6444;1993;5330,daytime:night,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,1680;12,7048;11,4075;10,6735;9,7251;8,2152;7,1941;6,6965;5,822;4,922;3,3176;2,2752;1
234,6311;1309;38;134;94;3827;5461;2661;1020;1038;5125;3076;4357;1119,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,1680;13,2532;12,7048;11,4075;10,6735;9,7251;8,2152;7,6965;6,1941;5,2752;4,7146;3,922;2,2618;1
234,3463;758;2824;558;5969;1768;1947;5456;7137;5184;769;888;4374;7010;5628,daytime:afternoon,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,1680;13,2532;12,7048;11,4075;10,6735;9,7251;8,2152;7,6965;6,1941;5,2752;4,7146;3,922;2,2618;1
65,650;6824;2985;994;5229;134;2388;887,daytime:afternoon,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,4362;18,1402;17,2261;16,1664;15,1351;14,2532;13,1680;12,7084;11,7048;10,2752;9,2152;8,7251;7,922;6,6965;5,4075;4,3176;3,6316;2,752;1
171,5962;1572;3801;4558;4111;6082;424;1496;3536;2407;3118;61;3224;5418;2178;4238;1387;4354;2826;3317;6319;1566;2442;5152;757;1567;6723;4593;2912;3151;4267;2867;6900;5913;3840;7140;1294,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,7048;13,2532;12,1680;11,6735;10,4075;9,7251;8,1941;7,6965;6,2152;5,822;4,3176;3,922;2,2752;1
171,3155;3641;3381;2746;2543;3488;3490;668;1642;2993;524;4128;2803;6740;222;610;3128;2338;2816;5697;3724;4316;2067;959;4411;3773,daytime:evening,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,7048;13,2532;12,1680;11,6735;10,4075;9,7251;8,1941;7,6965;6,2152;5,822;4,3176;3,922;2,2752;1
41,930;5321;1752;5146;6057;4972;6073;4201;6316;4650;397;821;1051;3975;3686;787;3261;1005;3357;2967;4038;6002;97;1178;1064;3042;6921;6900;457;3932;4595;3073;5912;912;4133;6172;5795;6433;2943;1334;5467;4546;2552;210;5108;3557;6190;4654;5620;5435;335;3531;1826;4372;6780;339;2742;4730;2454,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,2261;17,1351;16,1664;15,4362;14,2532;13,7048;12,1680;11,6735;10,4075;9,1941;8,6965;7,2152;6,822;5,3176;4,2752;3,922;2,3968;1
41,1860;817;6841;1647;1011;255;1895;713;5341;460;3708;6707;5584;3626;3876;2455;1484;4005;1693;1387;3375;2190;1066;3778;4997;3515;3016;1156;996;2023;3270;6325;71;6417;536;2867;237;4537;3953;5369;6167;1458;2572;3664;2178;1639;6470;6277;1927;2751;6205;3309;6292;782;4665;2881;1425;2697;1300;175;2103;1521;6143;1467;4145;3223,daytime:evening,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,2261;17,1351;16,1664;15,4362;14,2532;13,7048;12,1680;11,6735;10,4075;9,7251;8,1941;7,6965;6,2152;5,822;4,3176;3,2752;2,922;1
295,4743;2300;6788;5571;5499;2504;2894;2542;377;5076;1975;5279;1480;3966;1936;6994;4531;3525;5759;298;1711;621;2022;5059;4524;7253,daytime:evening,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,7048;12,1680;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,822;4,3176;3,922;2,2752;1
161,5029;1131;3891;2559;1947;3885;474;880;6961;2913;2078,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,7048;12,1680;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,822;4,3176;3,2752;2,922;1
5,4445;3704;2871,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,1680;13,2532;12,7048;11,6735;10,4075;9,7251;8,2152;7,6965;6,1941;5,3176;4,822;3,922;2,2752;1
236,5379;1450;6560,daytime:night,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,4362;18,1351;17,1402;16,2261;15,1664;14,7048;13,1680;12,2532;11,6735;10,7251;9,2752;8,1941;7,4075;6,6965;5,2152;4,2618;3,3176;2,922;1
276,3942;2922;5874;3052;5750;1750;1177;1463;1360;3500;4620;203;4422;524;5523;1148;771;2178;981;6744;1739;1710;3460;5611;1525;3473;2266;5968;5157;6065;213;2693;140;6961,daytime:afternoon,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,1680;13,2532;12,7048;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,822;4,3176;3,922;2,2752;1
141,1883;4912;5656;1329;5309;2252;3158;184;277;2899;5049;3937;1133;1036;4689;1255;6407;1848;7133;6905;4963;2688;3744;5712;6938;7266,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,7048;12,1680;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,822;4,3176;3,922;2,2752;1
290,5192,daytime:night,6982;25,6715;24,7156;23,2472;22,7262;21,4368;20,2261;19,3377;18,1351;17,1664;16,4075;15,1402;14,2532;13,4362;12,2152;11,7251;10,7048;9,1680;8,922;7,2618;6,822;5,6735;4,2798;3,463;2,322;1
60,2529;1055;3677;391;3174;3888;7009;678;1964;90;6196,daytime:night,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1351;18,2261;17,1402;16,4362;15,1664;14,1680;13,4075;12,6735;11,2532;10,7048;9,1941;8,2152;7,6965;6,2752;5,7251;4,7146;3,2618;2,1869;1
79,2074;2484;3072;3926;2893;3648;4934;2303;5114;4307;3126;4211;4897;3061;5989;2238;2939;4554,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,1680;12,7048;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,822;4,3176;3,922;2,2752;1
72,2335;2169;2483;4394;4479,daytime:afternoon,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,7048;12,1680;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,822;4,3176;3,2752;2,922;1
8,8;135;770;6418;6804;5835;881;6381;6022;919;2276;6728;3560;4275;6426;883;6416;6045,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,2261;18,1402;17,1664;16,1351;15,4362;14,4075;13,2532;12,1680;11,7048;10,7251;9,6735;8,2152;7,1941;6,2752;5,822;4,922;3,6965;2,7146;1
8,33;2301;1784;93;6431;6441;706;2242;6734;900;6733;2238;909;40;55;73;182;6024;298;725;6437;103;1231;2320;36;202;6439;64,daytime:evening,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,2261;18,1402;17,1664;16,1351;15,4362;14,4075;13,2532;12,1680;11,7048;10,7251;9,2152;8,1941;7,2752;6,822;5,922;4,6965;3,7146;2,2618;1
207,5230;2190;3585;6174;1873;216;1902;5804;2561;683;1546;1020;5984;5778;5677;5581,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,1402;19,3377;18,1351;17,2261;16,1664;15,4362;14,1680;13,7048;12,2532;11,6735;10,7251;9,4075;8,3176;7,822;6,6965;5,1941;4,2152;3,2752;2,922;1
118,5822;1157;3059;4048;7293;1887;5130;1995;1142;5257;6684;5304;2242;1775;1843;1285;1926;5587;486;2014;510;1274;6275;4375,daytime:night,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,7048;12,1680;11,6735;10,4075;9,7251;8,6965;7,1941;6,2152;5,822;4,3176;3,922;2,2752;1
14,3193;2661;1893;6996;420;6549;3888;6772;2457;6872,daytime:evening,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,1680;13,2532;12,6735;11,7048;10,4075;9,7251;8,6965;7,2152;6,1941;5,3176;4,922;3,822;2,2752;1
312,4938;5277;2503,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,1680;13,2532;12,7048;11,4075;10,6735;9,7251;8,2152;7,6965;6,1941;5,7146;4,922;3,2752;2,2618;1
21,877;2083;866;2114;648;792,daytime:evening,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,1402;19,3377;18,2261;17,1351;16,4362;15,1664;14,7048;13,1680;12,2532;11,6735;10,4075;9,7251;8,6965;7,1941;6,822;5,3176;4,2752;3,2152;2,3968;1
199,3366,daytime:night,7156;25,6715;24,5686;23,388;22,4533;21,1569;20,4225;19,6982;18,5107;17,2382;16,2692;15,460;14,6103;13,1471;12,2843;11,4771;10,6768;9,6730;8,6735;7,1964;6,2190;5,58;4,1351;3,92;2,2850;1
158,2305;3484;4567;4297;679;5629;292;4785;3338,daytime:evening,6982;25,6715;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,1664;16,2261;15,4362;14,2532;13,7048;12,1680;11,6735;10,7251;9,4075;8,2152;7,6965;6,822;5,1941;4,3176;3,922;2,2618;1
191,5971;646;1645,daytime:afternoon,6982;25,6715;24,7262;23,7156;22,2472;21,121;20,4362;19,3509;18,7028;17,1351;16,3382;15,505;14,1664;13,3862;12,2691;11,7170;10,3682;9,1524;8,3277;7,6297;6,752;5,1680;4,6559;3,608;2,2155;1
271,7262;2327;2230,daytime:evening,7156;25,6982;24,6715;23,2472;22,1351;21,4368;20,7262;19,3377;18,4362;17,1680;16,1402;15,2261;14,1664;13,7230;12,2152;11,2618;10,922;9,7251;8,6735;7,6559;6,2752;5,4075;4,3176;3,6965;2,2532;1
139,2169;2901,daytime:night,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,7048;12,1680;11,6735;10,4075;9,7251;8,1941;7,6965;6,2152;5,822;4,3176;3,2752;2,922;1
322,6490;2074;250;1719;5498;1043;7165;1919;1261,daytime:morning,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,2532;13,7048;12,1680;11,6735;10,4075;9,7251;8,1941;7,6965;6,2152;5,822;4,3176;3,2752;2,922;1
90,6316,daytime:afternoon,6982;25,1045;24,4103;23,7084;22,6925;21,2733;20,2295;19,131;18,5580;17,5095;16,6316;15,3165;14,1945;13,3820;12,5469;11,1014;10,4347;9,2432;8,7162;7,5681;6,5730;5,425;4,6042;3,7156;2,2657;1
187,5420;5577;1744;5065;7251;6549;6403,daytime:afternoon,6715;25,6982;24,7156;23,2472;22,7262;21,4368;20,3377;19,1402;18,1351;17,2261;16,1664;15,4362;14,7048;13,1680;12,2532;11,6735;10,7251;9,4075;8,6965;7,1941;6,2152;5,822;4,3176;3,2752;2,922;1
