25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
298,1824;2246;5824;3046;3343;474;888;6944,daytime:afternoon,695;25,2824;24,6064;23,318;22,4344;21,6534;20,6872;19,1737;18,7258;17,3677;16,4493;15,3827;14,2669;13,6998;12,4544;11,3541;10,254;9,437;8,2148;7,3999;6,7249;5,7190;4,4748;3,3986;2,6995;1
250,1753;2406;5914;1033;30;533;4424;424;3266;333;1803;2497;104;2022;1218;909;319;211;5118,daytime:morning,95;25,1131;24,974;23,7143;22,1335;21,785;20,27;19,2946;18,167;17,742;16,905;15,184;14,222;13,54;12,2372;11,6036;10,60;9,2430;8,386;7,69;6,173;5,291;4,1477;3,178;2,713;1
250,6307;2869;565;1851;1322;505;6052;2003;6770;5019;4827;1636;6291;2772;1765;4861;3831;6541;3653;25;6058;1097;6593;3346;1181;1761;646;6867;3438;6177;2915;2136;2470;543;2693;6235;2046;4595;5784;1194;1142;4687;3249;3521;694;2603;259;5747;6012;4190;3973;1137;4117;3160;981;3358;1450;6647;6639;4606;4829;978;179;1602;677;725;3210;663;339;3075;2082,daytime:evening,95;25,974;24,6141;23,1335;22,270;21,960;20,167;19,742;18,905;17,184;16,222;15,2372;14,3359;13,60;12,69;11,1477;10,178;9,713;8,420;7,84;6,1196;5,399;4,148;3,1365;2,1136;1
250,1536;400;3212;6841;6265;184;3648;4315;5853;469;3793;4853;5304;2372;118;5074;5095;4508;5208;128;375;3482;4448;2840;1387;402;2486;1005;1424;344;2355;4090;4571;1925;2477;6654;6423;2351;2445;4068;5183;3950,daytime:night,95;25,1131;24,6141;23,7143;22,1335;21,785;20,270;19,27;18,960;17,2946;16,167;15,742;14,184;13,222;12,54;11,2372;10,3359;9,6036;8,60;7,2430;6,386;5,69;4,173;3,291;2,713;1
250,705;1141;655;845;4888;399;5516;2918;1248;1843;2116;370;4866;222;518;3348;3260;3890;3016;7013;4683;456;2093;742;148,daytime:afternoon,95;25,1131;24,974;23,6141;22,7143;21,1335;20,785;19,270;18,27;17,960;16,2946;15,167;14,742;13,905;12,184;11,222;10,54;9,2372;8,3359;7,6036;6,2430;5,386;4,69;3,173;2,291;1
285,3645;4071;4523;994;3785;2579;3636;4947;5755;1706;3551;4843;3852;2042;708;3370;3121;3622;2544;2931;3739;587;1645;5849;1139;5443;1457;3778;5211;416;3423;4536;4680;6391;5628;4483;3077;2865;3066;1455;2595;4395,daytime:morning,7143;25,184;24,923;23,1131;22,1365;21,399;20,726;19,2110;18,2678;17,703;16,3423;15,95;14,4032;13,2064;12,168;11,368;10,2101;9,4711;8,974;7,3044;6,1765;5,4286;4,293;3,932;2,2986;1
285,6809;1093;3853;4462;399;134;368;3179;3011;3704;6353;4554;350;4676;6678;1205;3838;3348;3933;6328;4288;96;5495;1029;5277;799;4361;2204;450;5587;3189;842;1882;583,daytime:evening,7143;25,184;24,923;23,1365;22,399;21,726;20,2110;19,2678;18,703;17,3423;16,95;15,4032;14,168;13,368;12,2101;11,2063;10,1196;9,3763;8,4711;7,3044;6,1765;5,293;4,932;3,2986;2,591;1
285,3792;386;2412;6352;5800;1177;2894;4521;1996;5584;2590;5521;1086;981;3457;4464;4014;2796;641;714;2165;5866;2279;5438;3082;3407;825;3015;5043;2222;2452;2871;3169,daytime:night,7143;25,184;24,923;23,1131;22,1365;21,399;20,726;19,2110;18,2678;17,703;16,3423;15,95;14,4032;13,2064;12,168;11,368;10,2101;9,2063;8,1196;7,3763;6,4711;5,974;4,3044;3,1765;2,4286;1
285,1250;6197;3072;3283;1141;1136;503;3714;5258;440;2616;4032;2531;3844;4160;4421;5821;1368;1617;3643;270;3441;1797;4783;2640;3347;5405;5203;124;1891;2110;1969;3747;6525;1339;1395;2020;80;2994;1362;2720;1533;905;457,daytime:afternoon,7143;25,184;24,923;23,1131;22,1365;21,399;20,726;19,2110;18,2678;17,703;16,3423;15,95;14,4032;13,2064;12,368;11,2063;10,1196;9,3763;8,4711;7,974;6,1765;5,4286;4,293;3,932;2,2986;1
305,503;5956;1177;4317;3565;6141;1368;5794;110;4378;1187;3078;3489;4290;3881;3930;1775;646;6550;934;755;477;1917;4887;2405;1193;4029;1816;1050;4067;671;2116;4156;2193;7053;3764;4606;3407;4082;4322;1764;1425;3352;2103;5748;4240;1276;6342;2245;4539;1851;3504;2424;2634;5367;2228;3753;3658;1642;3514;809;5589;279;2288;5904;3889;3466;2876;509;6348;2023;1509;3723;2022;394;341;3942;4561;3591;4637;6585;2819;4065;2610;6924;1896;569;423;5681;3487;2085;6895;3264;2980;602;6331;3696;1676;3392;6137;3799;5829;3484;3610;4414;1524;339,daytime:morning,1131;25,250;24,742;23,95;22,6141;21,942;20,60;19,788;18,457;17,3620;16,184;15,2477;14,1365;13,2724;12,2372;11,1939;10,353;9,320;8,2164;7,306;6,1955;5,86;4,5427;3,545;2,6675;1
