25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
82,5616;5698;4116;303;4501;818;2755;1630;6914;40;446;2999;6208;5197;2705;7024;5288;5387;250;1769;2023;1471;4300;6709;5459;2150;4569;5708;5529;5929;3903;378;3829;4013;6524;1203;142;4025;5095;3795;254;2502;320;4714;4011;3487;5556;6344;3496;3199;280;2387;5123;2183;4440;3338;2362;3390;4556;2622;1515;5214;3131;175;2281,daytime:evening,7155;25,6089;24,2886;23,3098;22,2532;21,1795;20,7199;19,1328;18,7196;17,1781;16,7122;15,3700;14,6210;13,6936;12,6811;11,1886;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,1957;3,5532;2,2106;1
11,1779;2415;1998;2360;2223;2479;4099;2294;2382;4096,daytime:afternoon,7155;25,7122;24,2886;23,6089;22,1795;21,2532;20,6264;19,6210;18,7199;17,4428;16,3563;15,3098;14,282;13,7179;12,6811;11,6823;10,6808;9,7196;8,273;7,822;6,6936;5,2382;4,5634;3,1394;2,6950;1
26,4444;6236;1452;4206;1093;3293;1668;2620;3191;3910;1207;3070;3146;5124;5562;291;1935;6919;6523;6577;2197;3653;830;2584;4307;2526;982;250;1055;5582;1128;1711;2912;3149;2443;6867;1743;1012;5368;2192;3445;1879;477;3302;399;867;3458;2502;3112;4295;1164;4283;486;448;6901;4446;364;7153;1424;2856;267;4971;3338;6038;603;999;1490;3773;340;4413;3553;3365;3580;6864;478;1014;263;2011;6625;2185;1151;5640;6189;2464;2303;3069;6340;5288;2164;2057;2713;4323;2431;3077;4470;1455;3992;6020;6235;2373;1510;1863;3977;4731;5832;104;300;2947;2953;1180;2882;2980;6789;1112;6205;31;5752;4711;5729;68;742;3485;3950,daytime:evening,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,7196;18,1781;17,1328;16,7122;15,6210;14,3700;13,6936;12,6811;11,1886;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,7151;2,3563;1
292,743;1888;4194;3371;5164;511;5552;907;4119,daytime:evening,7155;25,6089;24,2532;23,3098;22,2886;21,1795;20,1328;19,7199;18,1781;17,7196;16,7122;15,3700;14,6210;13,6936;12,6811;11,1886;10,1651;9,7179;8,6950;7,7228;6,6874;5,1358;4,4428;3,1957;2,7151;1
34,6218;6875;3938;685;1337;1072;941;4534;873;1800;3534,daytime:evening,7155;25,3098;24,6089;23,2886;22,2532;21,1781;20,1795;19,7196;18,7199;17,1328;16,3700;15,6936;14,7151;13,1886;12,7122;11,6210;10,1651;9,1957;8,5865;7,6824;6,2261;5,322;4,6950;3,3288;2,2941;1
34,3563;4900;3637;3120;949;3606;4472;3161;3250,daytime:afternoon,7155;25,3098;24,6089;23,2886;22,2532;21,1781;20,1795;19,7196;18,7199;17,1328;16,3700;15,6936;14,7151;13,1886;12,7122;11,6210;10,1651;9,1957;8,5865;7,6824;6,2261;5,322;4,6950;3,3288;2,2941;1
240,1267;1801;6148;1457;1292;4459;2938;5568;5207;1912;1395;1321;5124;7208;621;3730;170,daytime:night,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,7196;18,1781;17,1328;16,7122;15,6210;14,3700;13,6936;12,1886;11,6811;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,3563;2,7151;1
172,975;1411;5498;1799;2252;3953;4451;2836;2726;6788;6067;795;1023;3634;1551;984;4890;2347;6181;788;5466;2400;2866;4698;4883;4115;3701;6203;4615;746;173;588;5320;341;5359,daytime:evening,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,7196;18,1781;17,1328;16,7122;15,6210;14,3700;13,6936;12,6811;11,1886;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,3563;2,7151;1
83,855;4444;2869;6857;1848;4396;411;4768;951;1591;5742;1694;6530;1389;4247;3615;291;6227;2281;4841;1906;5994;584;3896,daytime:morning,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,7196;18,1781;17,1328;16,7122;15,6210;14,3700;13,6936;12,1886;11,6811;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,7151;2,3563;1
18,1842;1799;4763;406;4413;28;6082;6660;37;1275;736;5762;3625;127;4994;370;1571;1205;692;73;5517;6469;2999;2580;3607;2880;1385;1849;2864;5793;2965;488;2023;2072;3627;5225;471;3680;2854;4287;2662;116;1731;1591;241;3330;1880;352;5975;2530;2471;1748;3557;1797;3985;1138;1371;6279;1335;6013;614;7222;6080;1789;6787;4907;1959,daytime:night,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,7196;18,1781;17,7122;16,1328;15,6210;14,3700;13,6936;12,6811;11,1886;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,3563;2,7151;1
13,3247;4108;2412;3202;2064;4523;5016;6209;3360;6195;6813;4277;4262;2544;5328;3455;1810;4842;558;2216;3586;2843;4536;3610;2366;4322;1029;5182;3510;3088;5015;4488;5612,daytime:morning,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,1781;18,7196;17,1328;16,7122;15,6210;14,3700;13,6936;12,1886;11,6811;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,3563;2,7151;1
275,610;918;5814;5483;1030;2788;5599;4382;382;3244;5012;4875;4586;3339;2771;2574;5001;1159;2430;2815;4711;270;2595;6683,daytime:evening,7155;25,6089;24,2886;23,3098;22,2532;21,1795;20,7199;19,7196;18,1781;17,1328;16,7122;15,6210;14,3700;13,6936;12,1886;11,6811;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,3563;2,7151;1
113,3998;6451;3767;6176;212;1960,daytime:morning,7155;25,6089;24,2886;23,3098;22,2532;21,1795;20,7199;19,1781;18,7122;17,7196;16,1328;15,6210;14,3700;13,6936;12,1886;11,6811;10,7179;9,1651;8,6950;7,7228;6,4428;5,6874;4,7151;3,1394;2,3563;1
45,2392;1883;2884;6639;2970;1557;6657;5872;6073;3405;5927;3192;1176,daytime:night,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,7196;18,1781;17,1328;16,7122;15,3700;14,6210;13,6936;12,6811;11,1886;10,1651;9,7179;8,6950;7,7228;6,4428;5,1358;4,6874;3,7151;2,3563;1
234,5328;1150;3986;4663;3343;3312;5002;6929;734;7150;7082;1296;2068;4544;2099;1046;832;1531;1091,daytime:afternoon,7155;25,6089;24,2532;23,1795;22,2886;21,3098;20,1328;19,7122;18,7196;17,7199;16,6210;15,1781;14,6811;13,6936;12,3700;11,7179;10,1886;9,7228;8,1651;7,1358;6,4429;5,4428;4,3563;3,2106;2,6874;1
202,932;354;5592;5914;6075;1874;4111;2349;5676;3761;4762;223;6566;5795;2424;3561;6507;2799;4600;3118;5850;5651;5823;2378;3182;1346;6161;2859;4854;5665;978;1528;3929;3915;1394;1131;2466;1743;2515;5143,daytime:morning,7155;25,6089;24,2886;23,2532;22,3098;21,1795;20,7199;19,7196;18,1328;17,1781;16,7122;15,6210;14,3700;13,6936;12,6811;11,1886;10,7179;9,1651;8,6950;7,4428;6,7228;5,1358;4,6874;3,3563;2,2106;1
171,6805;2691;1298;535;3448;2630;226;1969;5357;4266;3068;5915;5633;1300;4521;2946;5691,daytime:morning,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,1781;18,7196;17,1328;16,7122;15,3700;14,6210;13,6936;12,1886;11,6811;10,1651;9,7179;8,6950;7,7228;6,4428;5,7151;4,1358;3,6874;2,3563;1
220,759;5741;3098;622;180;399;4858;1668;5137;96;3481;5688;235;4123;750;1436;6310;2772;4776;457,daytime:afternoon,7155;25,6089;24,2886;23,3098;22,2532;21,1795;20,7199;19,1781;18,7196;17,1328;16,7122;15,6210;14,3700;13,6936;12,1886;11,6811;10,1651;9,7179;8,6950;7,7228;6,4428;5,6874;4,1358;3,7151;2,3563;1
159,5311;60;2436;406;2588;1550;1786;503;3359;736;2372;1109;1405;4672;1861;4041;519;1345;5432;285;180;3303;30;1778;27;173;3324;1883;2047;5323;6314;5105;900;7144;6675;5364;6187;2650;2589;6789;5619;7;2387;727;5703;447;5546;401;339,daytime:night,7155;25,6089;24,3098;23,2532;22,1795;21,2886;20,7199;19,7196;18,1781;17,7122;16,1328;15,3700;14,6936;13,6210;12,1886;11,6811;10,1651;9,7179;8,6950;7,7228;6,4428;5,1358;4,3563;3,7151;2,1957;1
41,59;3158;2665;1744;3427;3448;2473;4691;5934;6098;2207;1253;6660;5088;3326;4041;3442;5763;3386;512;6617;233;1922;6495;2888;5132;4727;6155;5488;3231;5827;1830;1261;224;5743;5060;2592;3945;6688;3328;92;2603;4868;691;4867;1880;2704;3109;3409;5678;2446;227;2921;2784;3718;4930;4696;3491;6449;3182;3392;2627;2362;5665;5360;1622;2310;3915;5492;1968;5084;1431;6376;1533;4334;1276;2201;499,daytime:morning,7155;25,6089;24,3098;23,2532;22,2886;21,1795;20,7199;19,7196;18,1781;17,7122;16,1328;15,6210;14,3700;13,6936;12,6811;11,1886;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,3563;2,7151;1
41,6097;1957;3549;299;1030;6797;1724;1836;1786;1820;581;3488;5316;1332;478;2497;3229;2479;6825;1368;3219;3508;4055;3122;3057;1483;4733;5280;2859;2526;6515;784;3399;4186;4068;4626;4466;974;6416;2041;4070;2019;1136;4174;1052;1350;6624;3356;5076;4265;2448;320;1104;3749;524;532;3464;168;5485;156;754;792;4869;4051;5675;810;1657;1185;3183;4556;4685;4530;745;5798;4087;1508;6595;1183;4961;5801;3840;5695;3990;2626,daytime:evening,7155;25,6089;24,3098;23,2532;22,2886;21,1795;20,7199;19,7196;18,1781;17,7122;16,1328;15,6210;14,3700;13,6936;12,6811;11,1886;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,3563;2,7151;1
41,1909;396;4975;4027;4413;4142;3761;5351;1605;795;5571;3197;1049;3337;5029;1642;4096;2102;5490;3443;2505;176;2685;5840;4826;3596;4597;1475;2571;5692;4278;2054;6252;1608;2215;2438;6503;2513;5064;4452;6020;851;6882;3404;6108;2274;2649;6118;6363;6112;6556;111;942;2676;1269;1591;3772;2524;6300;3143;6467;1380;4659;2296;2700;2862;1899;423;6165;3487;5170;6183;4771;1076;4258;3962;4271;7015;3139;4270;306;5106;4740;4933;5570;6322;4294;4414;4669;3379;1437;76,daytime:afternoon,7155;25,6089;24,3098;23,2532;22,2886;21,1795;20,7199;19,7196;18,1781;17,7122;16,1328;15,6210;14,3700;13,6936;12,6811;11,1886;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,3563;2,7151;1
331,1860;3925;33;2114;2129;5554;56;303;655;1773;3861;1786;3293;1973;1433;3359;839;6498;1649;2467;1051;1626;4600;1914;61;716;3040;2663;783;3831;6181;3848;1341;6791;4698;2705;2859;5692;2820;4123;491;1708;2336;1775;83;4057;3149;1231;1319;148;3467;2373;1007;4844;502;1725;4969;900;2997;5946;5256;1159;2296;590;4283;3649;486;1057;4741;1086;4050;622;5206;2536;2818;1191;2444;1789;456;663;2312;4473;2182,daytime:morning,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,7196;18,1781;17,1328;16,7122;15,6210;14,3700;13,6936;12,6811;11,1886;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,3563;2,7151;1
19,5058;6106;4950;3590;4717;1229;2995;6682;5555;2739;1832;814;2597;1889;2696;2911;3647;550;3012;7211;1410;367;1561;4701;1058;2264;6360,daytime:night,7155;25,6089;24,2532;23,2886;22,3098;21,1795;20,7196;19,7199;18,1328;17,1781;16,7122;15,6210;14,3700;13,6936;12,1651;11,1886;10,6811;9,7179;8,6950;7,7228;6,4428;5,6874;4,1957;3,3563;2,1358;1
204,7078;1153;4757;5014;504;1738;3119;3625;155;5946;4171;621;1321;2728;1899;6227;1796,daytime:evening,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,1781;18,7196;17,1328;16,7122;15,6210;14,3700;13,6936;12,6811;11,1886;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,3563;2,7151;1
236,6246;6768;4970;7081,daytime:evening,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,1328;19,7199;18,1781;17,7196;16,7122;15,6210;14,3700;13,6936;12,1886;11,6811;10,1651;9,7179;8,6950;7,7228;6,6874;5,1358;4,4428;3,1957;2,7151;1
236,6811,daytime:night,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,1328;19,7199;18,1781;17,7196;16,7122;15,6210;14,3700;13,6936;12,1886;11,6811;10,1651;9,7179;8,6950;7,7228;6,6874;5,1358;4,4428;3,1957;2,7151;1
302,913;2277;774;4070;545;2836;4249;247;3197;3471;2299;5139;1694;3326;2458;3749;2480;2347;2250;3733;4826;788;4418;4238;2767;5515;4614;2724;1852;5915;757;4186;3674;663;5925;2774;5682;4001,daytime:morning,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,7196;18,1781;17,1328;16,7122;15,6210;14,3700;13,6936;12,1886;11,6811;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,7151;2,3563;1
60,1824;1781;437;4344;6672;5116;2390;5006;528;3993,daytime:night,7155;25,1795;24,6089;23,3098;22,2532;21,2886;20,7122;19,7199;18,1781;17,1328;16,6210;15,7196;14,6936;13,7179;12,6811;11,1886;10,3700;9,6950;8,6874;7,822;6,7228;5,1651;4,3563;3,1394;2,4428;1
173,386;7078;5284;53;4762;1275;1514;2010;3413;1641;6899;4548;1955;6774;3579;61;575;5828;4547;1790;4706;1287;4737;1319;4411;353;4465;1796;932;1883;4516;2349;2047;845;1427;4110;5105;1043;5079;3749;1180;771;222;4358;6994;3783;280;182;6639;229;1604;3979;1325;1425;5865;605;2103;1472;339,daytime:evening,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,7196;18,1781;17,1328;16,7122;15,6210;14,3700;13,6936;12,6811;11,1886;10,7179;9,1651;8,6950;7,7228;6,4428;5,1358;4,6874;3,7151;2,3563;1
308,3841;1012;5553;1031;101;3892,daytime:afternoon,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,7196;18,1781;17,1328;16,7122;15,3700;14,6210;13,6936;12,1886;11,6811;10,1651;9,7179;8,6950;7,7228;6,4428;5,7151;4,1358;3,6874;2,1957;1
103,785;5424;5629;3672;973;6961,daytime:evening,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,1781;18,7196;17,1328;16,7122;15,6210;14,3700;13,6936;12,1886;11,6811;10,1651;9,7179;8,6950;7,7228;6,4428;5,1358;4,7151;3,6874;2,3563;1
252,3859;5328;4793;6964;3763,daytime:night,7155;25,2886;24,3098;23,6089;22,7199;21,2532;20,7196;19,1795;18,6210;17,4428;16,7122;15,3700;14,7269;13,6950;12,1781;11,1328;10,7179;9,1886;8,1690;7,11;6,3563;5,6936;4,7229;3,6823;2,6808;1
294,5057;55;3368;6904;256;3191;1923;166;671;7208;1626;1460;189,daytime:night,7155;25,6089;24,3098;23,2886;22,2532;21,1795;20,7199;19,1781;18,7196;17,1328;16,7122;15,6210;14,3700;13,6936;12,6811;11,1886;10,1651;9,7179;8,6950;7,7228;6,4428;5,1358;4,6874;3,7151;2,3563;1
