25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
323,2869;1240;967;4210;460;128;5283;4909;569;2290;2791;1176;5844;4238;2031;432;5514;841;5973;1846;5712;4642;5380;1670;1583;2452;1749;1919;2306;4484;1276;1623,daytime:night,63;25,291;24,353;23,1477;22,184;21,2355;20,280;19,333;18,60;17,189;16,95;15,646;14,104;13,6141;12,7036;11,769;10,27;9,2501;8,56;7,6549;6,4080;5,86;4,3415;3,3131;2,6675;1
323,3544;2221;5690;3214;5884;3844;4074;271;2782;6695;4540;2160;1935;1748;4410;3219;1542;3823;2422;3814;6570;2630;6129;1622;3123;240;3929;811;2135;1459;456;2103;3533;5265;806;7000,daytime:afternoon,54;25,63;24,353;23,1477;22,2355;21,3028;20,280;19,60;18,189;17,270;16,95;15,646;14,742;13,104;12,6141;11,769;10,27;9,2501;8,6549;7,4080;6,86;5,3415;4,3131;3,447;2,6675;1
182,141;6086;1588;2036,daytime:evening,923;25,420;24,95;23,291;22,769;21,1645;20,256;19,2355;18,54;17,4404;16,646;15,3719;14,1196;13,321;12,1960;11,553;10,6141;9,3444;8,621;7,3338;6,905;5,5973;4,140;3,2630;2,232;1
182,5546;403;4188;5973;270;456,daytime:night,923;25,184;24,420;23,95;22,291;21,769;20,1645;19,2355;18,54;17,4404;16,3719;15,1196;14,321;13,1960;12,3444;11,621;10,3338;9,905;8,5973;7,140;6,2630;5,232;4,4636;3,2649;2,225;1
182,516,daytime:afternoon,923;25,184;24,420;23,95;22,769;21,1645;20,256;19,2355;18,54;17,4404;16,646;15,3719;14,1196;13,321;12,1960;11,553;10,6141;9,3444;8,621;7,3338;6,905;5,5973;4,140;3,2630;2,232;1
183,2948;5121;679;2007;1518;4024;3102;3536;1839;4820;2799;1051;2550;5645;570;3775;2539;4062;5033;4930;5823;3265;4720;2336;4120;3929;272;5968;2001;5682;4375,daytime:morning,604;25,1919;24,27;23,4418;22,2649;21,754;20,975;19,1879;18,423;17,229;16,95;15,5977;14,1148;13,6836;12,1622;11,1116;10,2991;9,2078;8,28;7,1977;6,1614;5,1380;4,545;3,2143;2,4840;1
183,4941;4537;5601;5193;5673;758;5655;5912;4765;6910;6651;3762;3658;3105;4131;6764;3163;2324,daytime:evening,604;25,1919;24,3357;23,27;22,4418;21,2649;20,754;19,2228;18,975;17,1879;16,423;15,229;14,95;13,5977;12,1148;11,6836;10,1622;9,1116;8,2991;7,524;6,2078;5,28;4,1977;3,4788;2,1614;1
183,5315;4398;3761;4634;5951;6757;3326;1740;2446;1936;5808;6111;3931;5305;1852;3701;6609;3728;3479;2289;1490;4621;4144;2913;4911,daytime:night,604;25,1919;24,3357;23,4418;22,2649;21,754;20,2228;19,975;18,1879;17,423;16,229;15,95;14,5977;13,6836;12,1622;11,1116;10,2991;9,524;8,2078;7,28;6,1977;5,4788;4,1614;3,1380;2,545;1
183,2647;4527;3145;6592;1620;5515;4539;3392;5665;5264;2814;2512;1437;4156;467;6269,daytime:afternoon,604;25,1919;24,3357;23,27;22,4418;21,2649;20,754;19,2228;18,975;17,1879;16,423;15,229;14,95;13,5977;12,1148;11,6836;10,1116;9,2991;8,524;7,2078;6,28;5,1977;4,4788;3,1614;2,1380;1
154,808;705;406;184;295;4025;1618;3975;6666;5882;2149;6251;4861;98;6061;198;1341;280;2859;2556;1775;447;5860;6865;1012;1276;3816,daytime:morning,60;25,63;24,280;23,353;22,6666;21,6037;20,104;19,742;18,54;17,284;16,2501;15,974;14,86;13,6250;12,3131;11,4348;10,3;9,7;8,657;7,173;6,291;5,4247;4,178;3,2355;2,110;1
154,574;2347;227;3498;2031;6201;3836;3101;6495;5255;256;2604;2575;3898;5404;1125;3597;1858;6250;103;5748;1806;63;3023,daytime:evening,60;25,63;24,189;23,280;22,353;21,4080;20,679;19,6666;18,6037;17,270;16,6141;15,284;14,2501;13,86;12,6250;11,4348;10,3;9,7;8,657;7,173;6,291;5,5757;4,4247;3,178;2,2355;1
154,5362;5424;1077;1734;42;1188;180;502;1346;6835;2960;2684;5086;2523;4041;4321;2136,daytime:night,60;25,63;24,189;23,280;22,353;21,4080;20,679;19,6666;18,6037;17,104;16,270;15,742;14,6141;13,54;12,2501;11,974;10,86;9,6250;8,3131;7,4348;6,3;5,7;4,657;3,173;2,291;1
154,3741;3735;4613;5271;358;2662;1427;942;3521;7261;4545;127;1109;2814;2401;26;128;5821;5153;2882;5625;243;4270;2162;3342;3583;1540;1923;1912;3031;23;173;5457;6921;4904;6376;3058,daytime:afternoon,63;25,189;24,280;23,353;22,4080;21,679;20,6666;19,6037;18,104;17,270;16,742;15,6141;14,54;13,284;12,2501;11,974;10,6250;9,3131;8,4348;7,7;6,657;5,173;4,5757;3,4247;2,178;1
210,2156;6131;42;6237;1196;245;4858;628;2331;1024;384;6838;1511;1175;2453;3651;827;4050;3415;3346;810;978;5528;1064;3709;5024;487,daytime:morning,6141;25,60;24,3131;23,291;22,2347;21,500;20,3191;19,974;18,140;17,742;16,104;15,7;14,280;13,184;12,6037;11,353;10,189;9,333;8,1097;7,86;6,3498;5,6312;4,4080;3,256;2,1960;1
210,1536;1753;3072;2893;4522;3233;2047;7110;845;1786;1949;5922;5494;4377;3060;1167;1570;3323;1985;6693;856;5138;2053;5120;2193;703;987;1450;4019;2778;432;2357;5066;2409;32;75;3964;1500;688;2444;990;973;854;206;2452;1984;5887,daytime:night,60;25,291;24,270;23,500;22,974;21,140;20,742;19,7;18,63;17,6037;16,333;15,2355;14,1097;13,86;12,3498;11,6312;10,4080;9,1960;8,178;7,54;6,2422;5,284;4,646;3,141;2,725;1
210,666;5302;1397;6148;1011;5137;5993;6498;2308;4252;370;357;518;3628;3272;6976;5299;3881;1683;1395;1711;4574;974;457;2558;932;2192;3526;1338;4643;3481;733;1473;691;2541;5095;671;1740;2596;2735;6702;4358;54;6263;4654;31;1604;1453;166;393;1701;1013;1276,daytime:afternoon,6141;25,60;24,3131;23,270;22,2347;21,3191;20,974;19,104;18,280;17,63;16,184;15,6037;14,353;13,189;12,333;11,2355;10,1097;9,86;8,3498;7,6312;6,4080;5,256;4,1960;3,178;2,54;1
2,354;2823;2748;3851;2511;2926;3774;3028;3304;3766;291;2;5757;85;2505;2596;2455;624;98;6821;787;1620;2983;1317;1982;182;2856;841;3451;3535;2420;4814;1727;235;439;1525;646;725;175;1340;3419;742;1539;261,daytime:morning,54;25,1645;24,63;23,679;22,189;21,270;20,3;19,4404;18,4080;17,1477;16,6037;15,280;14,447;13,533;12,207;11,725;10,1305;9,1164;8,1750;7,340;6,1057;5,3595;4,2268;3,3131;2,2501;1
2,4071;2129;56;1033;3530;287;6276;3262;1143;4889;6711;6683;3885;2251;563;6061;3696;2744;27;1471;6037;4769;1948;3567;824;3773,daytime:evening,54;25,1645;24,353;23,679;22,284;21,189;20,270;19,60;18,657;17,3;16,104;15,4404;14,4080;13,1477;12,6037;11,280;10,447;9,533;8,6666;7,725;6,1305;5,1164;4,1750;3,6250;2,340;1
2,5058;106;1990;2221;2588;420;502;4037;6033;4374;6518;3;4210;5946;1868;168;1726;1765;350;1987;3503;4102;6923;4926;1840;6801;3423;2162;4560;217;4433;83;5083;2182,daytime:night,1645;25,353;24,63;23,679;22,284;21,189;20,270;19,60;18,657;17,3;16,104;15,4404;14,4080;13,1477;12,6037;11,280;10,447;9,533;8,207;7,6666;6,725;5,1305;4,1164;3,1750;2,6250;1
2,2640;227;1069;703;565;1483;1461;3127;3341;3356;5243;6682;3943;272;3852;7083;3152;444,daytime:afternoon,54;25,1645;24,353;23,63;22,284;21,189;20,270;19,60;18,657;17,3;16,104;15,4404;14,4080;13,1477;12,6037;11,280;10,207;9,6666;8,725;7,1305;6,1164;5,1750;4,6250;3,340;2,1057;1
109,1411;6501;5372;258;5977;6902;6967;6112;2785;5921;1392;5252;5406;2310;3102;4640;588,daytime:morning,6951;25,4499;24,460;23,2713;22,2543;21,2317;20,3717;19,5586;18,3665;17,5325;16,5351;15,4444;14,3521;13,2378;12,2724;11,2500;10,4805;9,4854;8,6558;7,5096;6,1709;5,4196;4,4114;3,250;2,7026;1
109,624;5962;4293;4239;3508;3962;5889;3947;2464;3415;332;2738;6402;6570;1236;4615;5761;5471;5108;766,daytime:evening,6951;25,269;24,4499;23,460;22,2713;21,2543;20,380;19,4907;18,3717;17,5586;16,3665;15,5325;14,4444;13,3521;12,2378;11,2724;10,6365;9,2500;8,4805;7,4854;6,6558;5,5553;4,4082;3,1709;2,4196;1
109,2649;7100;3452;1011;2249;4013;5954;4873;1190;4692;3514;1718;6586;1396;4629;2160;6;6903;3173;2934;4840;5545;6169;6535;4599;6411,daytime:night,6951;25,269;24,4499;23,460;22,2713;21,2543;20,380;19,2317;18,4907;17,3717;16,5586;15,3665;14,5351;13,4444;12,3521;11,6365;10,2500;9,4854;8,6558;7,5096;6,5553;5,4082;4,1709;3,4196;2,4114;1
109,4207;5819;562;5112;3746;3984;3761;2817;5979;1145;4029;407;6978;1463;250;2499;3545;5044;3461;1571;5695;1942,daytime:afternoon,6951;25,269;24,4499;23,460;22,2713;21,2543;20,380;19,2317;18,4907;17,3717;16,5586;15,3665;14,5325;13,5351;12,4444;11,2378;10,2724;9,6365;8,2500;7,4805;6,4854;5,6558;4,5096;3,5553;2,4082;1
127,3322;361;420;2078,daytime:afternoon,2425;25,2327;24,4620;23,2724;22,3717;21,2543;20,629;19,1550;18,1684;17,5429;16,2501;15,1578;14,6999;13,1729;12,6766;11,2478;10,7039;9,7145;8,6984;7,6096;6,6719;5,262;4,207;3,310;2,853;1
128,4226;6350;6148;1939;1486;1773;3447;581;1738;1253;1588;4317;6302;1607;3429;3095;1570;1985;4672;2340;5124;4611;4909;1655;5487;5944;1692;3455;1413;3653;1341;432;2255;1976;4875;323;3881;5624;4309;1512;1498;379;5779;71;4805;1012;2915;1715;237;6112;5037;183;954;616;6500;1896;479;4836;2384;63;6407;1176;1645;4808;1126;2421;1417;182;4715;677;4556;5766;3666;1277;3915;2877;2182;6230;3773,daytime:morning,420;25,1645;24,27;23,63;22,4772;21,2384;20,4451;19,184;18,2649;17,3770;16,3595;15,54;14,679;13,2848;12,725;11,4080;10,222;9,7036;8,2505;7,207;6,533;5,2078;4,366;3,2355;2,3028;1
128,3164;882;1874;327;1099;6524;4703;1149;5755;2423;5139;4435;4043;2977;6333;6011;300;4807;453;3487;2369;6604;3508;4005;3280;3692;5550;1923;1525;6547;6140;2166;1425;1761;854;2443;3221;761;2214;2103;6207;261;4251,daytime:evening,420;25,1645;24,353;23,27;22,63;21,4772;20,1082;19,2384;18,2630;17,974;16,4451;15,184;14,1786;13,2649;12,291;11,3595;10,54;9,679;8,2848;7,725;6,4080;5,222;4,7036;3,2505;2,207;1
128,3925;3072;562;6534;2007;1006;3381;6216;93;355;713;2616;4032;2583;3587;4782;2348;3513;624;100;2119;2538;1371;6402;770;5495;5501;4897;439;1055;3610;2560;603;4682;6535;3709;3723;4199;1289;543;3796;4395,daytime:night,420;25,1645;24,353;23,27;22,63;21,4772;20,1082;19,2384;18,2630;17,974;16,4451;15,184;14,1786;13,2649;12,3770;11,291;10,3595;9,679;8,2848;7,725;6,4080;5,7036;4,2505;3,207;2,533;1
128,6157;3394;6197;1744;6574;1030;4413;2761;51;3524;591;2926;1615;5089;1772;2505;1094;4567;3333;4405;635;4123;6383;3391;1769;4483;5422;1042;132;808;4507;246;1167;1458;1731;2115;1558;5715;1694;2304;270;3620;3989;6347;280;3265;5620;604;3172;6312;140;583,daytime:afternoon,1645;25,353;24,27;23,63;22,4772;21,1082;20,2384;19,2630;18,974;17,4451;16,1786;15,3770;14,291;13,3595;12,54;11,679;10,2848;9,725;8,4080;7,222;6,7036;5,2505;4,207;3,533;2,2078;1
42,33;5736;719;420;502;1024;5755;1570;1236;4384;3;960;1626;3470;4018;1175;110;453;559;988;5559;5181;3415;4555;622;2216;5182;6373;394;3736;6588,daytime:morning,60;25,270;24,1960;23,6141;22,86;21,54;20,1240;19,3131;18,284;17,3273;16,6037;15,178;14,33;13,657;12,646;11,956;10,1417;9,1166;8,6549;7,1515;6,287;5,769;4,666;3,4348;2,280;1
42,2041;6026;277;4248;4996;1167;1506;5208;4252;178;6011;2;938;5432;1053;1597;3160;3277;441;5712;4734;670;290;148;974,daytime:evening,60;25,270;24,1960;23,104;22,86;21,54;20,1240;19,742;18,3131;17,284;16,256;15,3273;14,6037;13,189;12,178;11,33;10,3191;9,657;8,646;7,956;6,1417;5,1166;4,432;3,2268;2,2355;1
42,2679;574;527;5153;3601;1739;3814;1417;1233;785;2955;1240;4902;2209;284;1407;6354;569;516;6865;270;422;905;3238,daytime:night,270;25,1960;24,6141;23,104;22,86;21,54;20,1240;19,742;18,3131;17,284;16,256;15,3273;14,6037;13,189;12,178;11,33;10,3191;9,657;8,646;7,956;6,1417;5,432;4,2268;3,2355;2,6549;1
42,705;459;2397;106;4858;4881;232;1193;6582;3115;6052;3028;2291;520;300;1926;7143;61;227;98;518;1097;5400;4755;2689;3556;646;5861;1493;457,daytime:afternoon,60;25,270;24,1960;23,6141;22,104;21,86;20,54;19,1240;18,742;17,3131;16,284;15,256;14,3273;13,6037;12,189;11,178;10,33;9,3191;8,646;7,956;6,1417;5,1166;4,432;3,2268;2,2355;1
25,2378;2790;3135;5948;2880;5106;4435;1701;4147;435;4782;5227;588;5490,daytime:morning,5452;25,2649;24,787;23,1936;22,4499;21,1116;20,5193;19,545;18,2378;17,3357;16,2094;15,2858;14,3717;13,1483;12,1694;11,269;10,1856;9,460;8,1360;7,3533;6,1982;5,6630;4,7249;3,1508;2,3163;1
25,5889;389;5514;2547;5939;3726;3619;5508;993;1622;3772;2325;4685;4655;1789;2215;5059,daytime:evening,5452;25,2649;24,787;23,1936;22,4499;21,1116;20,5193;19,545;18,2378;17,1898;16,2094;15,2512;14,2858;13,3717;12,1483;11,269;10,1856;9,460;8,3533;7,1982;6,4805;5,6630;4,7249;3,4451;2,3163;1
25,5557;5112;4363;6112;3861;4637;3328;5806;6400;3102;3928;4737;210;4077;3789,daytime:night,5452;25,2649;24,787;23,4499;22,1116;21,545;20,2378;19,3357;18,1898;17,2094;16,2512;15,2858;14,3717;13,1483;12,1694;11,269;10,460;9,1360;8,3533;7,1982;6,4805;5,6630;4,7249;3,4451;2,1508;1
25,5600;3874;1413;1302;4365;3271;2749;1483;5548;864;111;294;4692;2961;3531;5088;2498;339;149;6010,daytime:afternoon,5452;25,2649;24,787;23,1936;22,4499;21,1116;20,5193;19,2378;18,3357;17,1898;16,2094;15,2512;14,2858;13,3717;12,1483;11,1694;10,269;9,1856;8,1360;7,4805;6,6630;5,7249;4,4451;3,1508;2,2742;1
99,1303;2811;61;6286;3720,daytime:evening,923;25,3972;24,420;23,2826;22,3396;21,2591;20,349;19,5267;18,6150;17,2505;16,1714;15,3643;14,3166;13,3971;12,2020;11,3580;10,4875;9,3719;8,4404;7,553;6,4772;5,2105;4,300;3,3455;2,821;1
99,3019;923;4908;4502;1972;1365;854;3447;6031;6292,daytime:night,923;25,3972;24,420;23,3417;22,3433;21,2826;20,3396;19,2591;18,349;17,5267;16,6150;15,2505;14,1095;13,1714;12,3643;11,3166;10,2946;9,3971;8,2020;7,3580;6,4875;5,3719;4,4404;3,6127;2,553;1
99,100;587;3689;3000,daytime:afternoon,923;25,3972;24,420;23,3417;22,3433;21,3396;20,349;19,5267;18,6150;17,2505;16,1095;15,1714;14,3166;13,2946;12,3971;11,2020;10,3580;9,4875;8,3719;7,4404;6,6127;5,553;4,4772;3,2105;2,300;1
249,56;4501;2703;2191;1851;4221;4377;4029;1446;4474;1813;1466;1205;432;1424;3401;2090;4425;5995;1075;802;284;4057;2222;3858;141;5084;1455,daytime:morning,184;25,270;24,86;23,6141;22,5973;21,54;20,291;19,95;18,1960;17,742;16,1477;15,6549;14,2355;13,104;12,222;11,1231;10,60;9,725;8,353;7,1166;6,3719;5,3191;4,3131;3,51;2,189;1
249,1107;6677;680;1814;3417;1917;253;644;169;3225;3359;2724;2541;27;4640;671;2522;181;6471;3029;5159;4052;1127,daytime:evening,184;25,86;24,6141;23,5973;22,54;21,291;20,95;19,1960;18,742;17,1477;16,905;15,6549;14,2355;13,104;12,222;11,1231;10,60;9,740;8,725;7,353;6,3719;5,3191;4,3131;3,51;2,189;1
249,932;6023;1678;2686;1194;5909;2836;3490;4703;3844;1655;2803;2679;3313;1980;2863;1005;3280;5197;6262;34;4701;4114;1421;2430;4006;261,daytime:night,270;25,6141;24,54;23,291;22,95;21,1960;20,742;19,1477;18,905;17,6549;16,2355;15,222;14,1231;13,60;12,740;11,725;10,353;9,1166;8,3719;7,3131;6,51;5,189;4,256;3,1240;2,956;1
249,4387;6075;2245;503;1363;1977;4026;1044;3028;4521;5441;215;1057;222;1763;6949;3788;703;4394;3260;4311;493;3346;1759;5257;5123;3069;366;30;727;2080;4322;1395;4626;937;761;6299;1875;1276,daytime:afternoon,184;25,270;24,86;23,5973;22,54;21,95;20,1960;19,742;18,1477;17,905;16,6549;15,2355;14,104;13,222;12,740;11,725;10,353;9,1166;8,3719;7,3191;6,3131;5,51;4,256;3,956;2,386;1
298,923;6809;2756;6107;2824;2754,daytime:morning,3664;25,4261;24,3046;23,4605;22,2462;21,3949;20,1737;19,5317;18,2669;17,80;16,678;15,6669;14,2606;13,190;12,1986;11,7050;10,6868;9,5531;8,2390;7,4359;6,923;5,621;4,6534;3,1119;2,4768;1
298,437;7050;3986;7012;1130;6872;3827,daytime:evening,3664;25,4261;24,3046;23,2462;22,7076;21,3949;20,1737;19,5317;18,80;17,678;16,6669;15,6064;14,4344;13,2606;12,1577;11,190;10,1667;9,1986;8,7050;7,6868;6,987;5,5531;4,6311;3,3677;2,2390;1
298,6777;3954;7248;1804;3312;6619;1632;2457;1216,daytime:night,3664;25,3046;24,4605;23,2462;22,7076;21,3949;20,5317;19,2669;18,80;17,6064;16,4344;15,2606;14,1577;13,1667;12,7050;11,987;10,5531;9,6311;8,3677;7,4359;6,923;5,6136;4,621;3,6534;2,3999;1
298,7071;6390;2710,daytime:afternoon,3664;25,4261;24,4605;23,7076;22,1737;21,5317;20,2669;19,80;18,678;17,6669;16,6064;15,4344;14,2606;13,1577;12,190;11,1667;10,1986;9,7050;8,6868;7,987;6,5531;5,6311;4,3677;3,2390;2,4359;1
250,7078;46;5714;2319;5836;762;3083;676;7102;2498;105;2290;423;3053;3313;1951;3523;347;830;3696;682;229;5512;1453;5222;6034;388;67;2103;290;2558;140,daytime:morning,3131;25,60;24,2347;23,3191;22,447;21,1786;20,291;19,974;18,6037;17,140;16,725;15,1775;14,769;13,7;12,2355;11,1515;10,1231;9,3596;8,1960;7,54;6,189;5,500;4,2630;3,1097;2,3505;1
250,1250;4193;2391;4387;6015;5814;406;1786;1588;4678;1405;127;5635;4610;1407;5662;2723;3470;4054;5210;933;4105;519;1609;883;4369;7143;584;2640;1022;703;6343;3848;86;3667;3364;2380;785;5246;3025;6036;3924;173;5293;2494;457;5307;2893;3826;1233;3137;183;5049;3481;706;6163;3642;6693;6846;4139;2;5757;63;1748;2735;1112;5130;4696;4218;5255;267;458;1271;798;2285;2430;1131;68,daytime:evening,6141;25,3131;24,60;23,270;22,3191;21,447;20,104;19,1786;18,974;17,6037;16,333;15,140;14,1775;13,769;12,7;11,2355;10,1515;9,1231;8,3596;7,1960;6,189;5,500;4,2630;3,3505;2,63;1
250,1933;4925;459;3787;4301;3959;4568;2927;5922;1725;1193;2440;2089;850;109;1591;4024;900;1626;7083;5826;29;4033;4764;3782;3874;3596;3941;1676;5247;6262;6364;3632;5764;5582;1683;141;164;1472;1568;5986;6004;974;638;1685;2731;6959,daytime:night,6141;25,3131;24,60;23,2347;22,270;21,3191;20,447;19,104;18,1786;17,291;16,974;15,6037;14,333;13,140;12,725;11,1775;10,769;9,7;8,1515;7,1231;6,3596;5,1960;4,54;3,189;2,2630;1
250,2845;1086;6329;5285;60;358;3462;6288;4844;726;619;6340;2848;2536;4720;241;17;166;860;671;5632;2296;2505,daytime:afternoon,6141;25,3131;24,60;23,2347;22,270;21,447;20,104;19,1786;18,291;17,974;16,6037;15,333;14,140;13,725;12,1775;11,769;10,2355;9,1231;8,3596;7,1960;6,54;5,189;4,500;3,2630;2,1097;1
285,2104;4366;188;1671;5017;5322;1688;5814;4551;4766;3136;420;5599;1142;2123;1363;2873;2107;6113;6228;3575;496;3784;979;3763;3239;1387;1306;349;4338;784;3201;4091;860;673;2564;230;4364;4847;2098;4327,daytime:morning,923;25,420;24,3417;23,4467;22,3972;21,821;20,3971;19,5267;18,1920;17,1714;16,6110;15,2074;14,3088;13,2979;12,2505;11,2915;10,1131;9,1522;8,300;7,457;6,3859;5,1136;4,2630;3,5271;2,399;1
285,2528;3389;918;3631;2423;4677;1447;1147;1650;1877;409;3513;6189;2243;4542;2121;5219;2465;4878;4531;5241;2066;6161;849;2216;2254;4560;3339;2366;130;4500;6059;5209;6018;2014,daytime:evening,923;25,420;24,3417;23,4467;22,3972;21,3719;20,821;19,3971;18,5267;17,1920;16,1030;15,1714;14,6110;13,3088;12,2505;11,1522;10,300;9,457;8,3859;7,1136;6,2630;5,3433;4,5271;3,2946;2,4282;1
285,6750;3144;2655;6603;1712;4970;4965;713;4264;2115;616;917;6241;3969;1487;468;790;4882;1071;5081;383;2421;4656;180;66;1960;4870;1727;5940;711;2143;1010;6037;4772;812,daytime:night,923;25,420;24,3417;23,3972;22,3719;21,821;20,3971;19,5267;18,1030;17,1714;16,2074;15,3088;14,2979;13,2915;12,1131;11,1522;10,300;9,457;8,3859;7,1136;6,2630;5,3433;4,5271;3,2946;2,399;1
285,4412;4108;1428;2562;4198;5428;6644;4687;2848;1269;6779;6195;1246;2853;3685;4017;2700;938;5379;2101;7132;54;2330;6495;2451;429;1602;75;585;388;363;5064;4945;3736;5612,daytime:afternoon,923;25,420;24,3417;23,4467;22,3972;21,3719;20,3971;19,5267;18,1920;17,1030;16,1714;15,6110;14,2074;13,2979;12,2505;11,2915;10,1131;9,300;8,3859;7,3433;6,5271;5,2946;4,399;3,4282;2,3490;1
305,5321;764;3863;1661;4142;6159;1993;4573;118;2567;1641;5023;3002;1045;4054;984;766;4162;1726;3040;5426;3831;2031;4919;3401;3082;2370;1512;2143;7028;6036;6206;5015;1329;2051;1007;5272;5979;7261;733;5537;5884;668;4026;5902;6512;6990;5936;4391;3441;981;4050;280;4667;5257;6891;2905;4669;1460;87;638;3144;6157;4766;3553;5470;1011;5970;5480;1605;2375;4910;4948;5228;1936;2338;20;5528;3123;2431;71;761;4191;955;148;4395;3351;3680;3851;5980;5714;3995;1591;4731;2008;1853;1926;2471;6659;2735;100;1982;407;4665;1223;4933;4976;725;1699;3210;164;7161;1539;3246,daytime:morning,353;25,333;24,1919;23,27;22,270;21,447;20,6250;19,3131;18,54;17,4080;16,189;15,207;14,95;13,2338;12,725;11,1135;10,2268;9,2303;8,2501;7,2003;6,6037;5,1164;4,2817;3,280;2,60;1
