25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
268,1860;6015;3447;5922;4416;1607;1641;5486;5562;927;3765;268;3033;3043;1960;4951;57;3050;2150;6290;2855;6670;3787;2779;2548;4780;706;1240;2541;4735;4937;5984;4427;5366;4283;3620;1532;2506;981;2722;2879;4930;7;4376;6661;3054;4929;1070;3131;1749;2103;1539,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6785;10,6820;9,7209;8,5145;7,7199;6,778;5,3116;4,800;3,2493;2,6843;1
284,562;485;7100;5920;2762;5035;1243;3337;1184;6052;6638;4716;894;1053;3455;6455;3057;695;3311;2571;6649;1979;6400;2631;1064;2667;3242;1419;813;574;3601;3498;3836;3001;1947;964;2360;5456;6358;1167;1305;5902;2502;6303;4385;938;6920;4259;4584;5344;1032;193;5130;5080;5131;5530;366;6130;2163;4935;1453;335;4797;5339;4087;6504;540;4709;358;4204;3486;7271;1902;445;1332;5942;377;3661;1245;4000;933;40;3716;551;5817;2400;2059;3617;2501;1537;3073;6457;1784;1141;3000;5800;7126;1333;877;2523;3766;5595;1346;3879;2955;1622;425;5128;3543;1131;36;225;3076;1646;6542;876;6097;5656;3212;776;2282;1486;3861;3293;6071;1322;1733;3558;2322;397;1864;4901;1868;7270;1790;1723;1768;5292;770;849;635;6934;908;1499;973;3735;4169;4898;3397;2524;6317;4060;6187;3277;3275;5906;1426;5642;2268;3352;1336;4030;3691;4398;3984;1122;6516;3003;1956;1496;2206;1644;2860;5640;6677;2904;2303;4181;5963;1528;4902;965;5643;5064;2946;395;808;640;6368;6794;3826;864;4477;1240;1043;3752;5919;1343;724;3783;1676;5259;6013;648;5657;4675;4097,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,7250;16,3555;15,4493;14,6204;13,3064;12,7067;11,6785;10,6820;9,2493;8,7209;7,778;6,5145;5,6843;4,800;3,3116;2,879;1
284,975;5121;5160;1397;292;503;2838;6833;5429;410;1985;5903;2467;1044;4401;6899;1051;1844;3300;575;2590;1307;6640;786;1173;714;4875;1660;6872;3501;3900;5879;1775;2143;4505;3652;1311;3967;5929;1536;6221;956;2562;862;2300;232;6726;880;2708;967;3112;1116;2709;2700;5917;988;564;1310;493;324;3182;3586;2110;6910;829;2645;3588;4582;1212;4514;3725;4488;33;1842;7078;5977;6148;7031;735;2181;7069;3678;1318;4420;1485;4041;1565;4600;1955;3575;5944;4442;1560;1420;1936;5013;2062;1703;4019;6857;5515;1410;1756;2568;83;380;3077;2734;206;1984;4009;4275;7049;224;6490;913;6238;1440;133;3424;405;2783;223;3406;4042;317;1422;423;3048;2596;6659;5418;4527;6218;6629;3460;6475;2420;3597;2169;3484;3964;103;3891;2365;5030;3207,daytime:evening,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,7250;16,3555;15,4493;14,6204;13,3064;12,7067;11,6785;10,6820;9,2493;8,7209;7,778;6,5145;5,6843;4,800;3,3116;2,879;1
284,3211;6501;4591;4451;5985;6054;5687;1407;3892;1914;5490;3626;4590;7256;1022;855;6414;3415;3261;169;3007;3401;6905;3535;2526;2117;5168;6047;6466;1683;6764;4364;842;903;2252;6026;4133;111;5516;259;4520;3561;3507;2294;520;643;852;2730;5600;1135;1645;3348;2778;6472;1966;473;2818;3898;5338;4380;447;4147;2587;3066;3152;1472;1089;717;6704;2529;2391;56;6199;1995;93;5252;283;4946;403;1038;2308;1648;1246;4629;6447;6740;2889;624;596;3818;268;55;2796;5290;5509;2781;3408;3747;3803;7082;2344;5732;1029;2180;21;3221;6318;2867;6020;7118;4465;705;4613;3648;6555;2628;3417;4657;442;5652;5650;6582;632;5949;3143;7223;5520;3405;4659;1031;3961;1901;6777;7267;1208;6639;6190;5875;229;884;7178;3390;6966;6576;3694;2507;2204;3613;199;6045;7113,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,7250;16,3555;15,4493;14,6204;13,3064;12,7067;11,6785;10,6820;9,2493;8,7209;7,778;6,5145;5,6843;4,800;3,3116;2,879;1
284,2236;2869;1434;6797;2138;2094;1895;3524;6963;2372;895;6113;1345;518;4016;4365;2547;257;1587;2584;1960;4954;1512;6169;1778;5393;1711;4300;1586;23;6865;2214;4569;824;2915;5442;617;1883;236;2649;3585;1859;893;1041;6431;5232;3960;5079;2759;2739;5256;5821;1087;2348;2506;4688;162;4502;3647;4555;7036;3279;5930;4586;1165;5357;1968;181;663;2141;1544;4473;6492;1046;6439;7140;6995;5966;413;6603;4182;1324;3170;303;4934;2440;7173;6479;2938;6993;3193;6757;3753;2653;2107;3943;6695;7027;5737;3482;5846;4645;2931;279;2640;2486;3418;6663;6593;4944;209;2028;662;3123;7010;2203;7177;1061;2366;2022;6018;6882;1357;102;7093;2277;4122;4070;4796;2798;3494;145;5696;4881;694;5723;706;1591;1235;1854;4990;4190;1380;2552;5227;4324;6611;559;1021;4684;1763;2446;987;2092;54;6925;243;4924;2489;4538;1852;5694;1634;2674;1699;175;2187;5994;654;4742,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,7250;16,3555;15,4493;14,6204;13,3064;12,7067;11,6785;10,6820;9,2493;8,7209;7,778;6,5145;5,6843;4,800;3,3116;2,879;1
243,3164;4406;2514;1359;5630;6261;669;3177;1334;1709;5096;5282;4716;4400;541;5911;5935;1639;5597;253;2744;6639;6205;2876;6239;2302;7136;6100;5746;3105;5856,daytime:evening,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,6820;11,3064;10,7209;9,5145;8,7199;7,6785;6,800;5,3116;4,6843;3,778;2,1440;1
243,1534;3834;6125;6128;6236;2749;2220;3096;113;6878;6983;2018;3753;5949;4990;1551;658;15;7037;174;3783;280;497;6384;3317;5508;3353;2143;5807;1802;7028;376,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,6820;11,3064;10,7209;9,5145;8,7199;7,6785;6,800;5,3116;4,6843;3,778;2,1440;1
243,3932;1613;5169;5373;6864;4546;1983;2993;5989;5484;5107;5355;3403;5621;5595;3182;4758;3139;407;4913;6709;5214;536;3662;5398;5265;7161,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,6820;11,3064;10,7209;9,5145;8,7199;7,6785;6,800;5,3116;4,6843;3,778;2,1440;1
299,1025;545;6527;3424;5051;5760;833;2811;1839;2799;4534;5133;6181;6857;1474;5541;4271;5808;6219;6422;4457;5940;5236;2431;1586;5798;6503;5925;457,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,6785;11,6820;10,3064;9,7209;8,5145;7,7199;6,778;5,2493;4,6843;3,6962;2,3116;1
100,2441;6236;4696;173;4671;3096;1579,daytime:evening,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6820;10,7209;9,6785;8,7199;7,778;6,5145;5,3116;4,800;3,6962;2,6876;1
100,3445;1741;7023;1230;6138;3336;5387;911,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6820;10,7209;9,6785;8,7199;7,778;6,5145;5,3116;4,800;3,6962;2,6876;1
30,4226;4760;1550;503;5251;5922;4064;1895;2620;1078;2308;1286;3658;3975;5896;3443;5396;2406;6677;2486;1399;5246;5158;3082;2689;6034;6203;67;854;2623;6471;1455;946;2946;3914;3150;2558;4561;4167;6490;5110;3000;4021;893;1427;694;5902;919;7029;3811;1215;4801;4152;2446;5796;5435;5510;2244;1212;126;3858;1300;1568;6957;3736,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6785;10,6820;9,7209;8,5145;7,7199;6,778;5,3116;4,800;3,2493;2,6843;1
231,3627;6847;4507;4383;1341;3525;1099;2859;5951;3589;3922;241;5703;6727;6511;4583;5998;4866;742;2596;6880;1221,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,3064;11,6820;10,6785;9,7209;8,5145;7,7199;6,3116;5,800;4,778;3,2493;2,6843;1
148,6157;5923;4501;2662;4229;4246;1473;4046;1109;744;4268;3828;2368;3988;988;4471;1126;5969;5590;4205;1453;4720;6530;2218;5075;2443;4917;1948;848;2281;3992;2182;10,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,3064;11,6820;10,6785;9,5145;8,7209;7,7199;6,778;5,3116;4,800;3,2493;2,6843;1
244,1962;2177;2207;730;4377;6302;2935;985;1446;1380;2233;4152;1951;3059;5455;163;1900;2275;4819;2336;757;381;1984;5005;2693;3773,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6785;10,6820;9,7209;8,5145;7,7199;6,778;5,3116;4,800;3,2493;2,6843;1
26,4063;5160;3863;1647;1027;6105;3833;1607;5404;4474;3904;4886;3575;2102;716;2505;3132;6095;2706;1188;3043;1554;6427;1656;1034;4619;6496;4727;585;2729;1537;141;2408;1319;95;3150;3238;1536;2195;4111;912;2662;5951;1501;733;6276;2684;3885;1748;1532;1652;4741;5928;5255;4090;4829;6429;5510;3276;2371;811;2410;1361;523;2719;4669;6540;4183;4030,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6785;10,6820;9,7209;8,5145;7,7199;6,778;5,3116;4,800;3,2493;2,6843;1
24,100;1671;914;4529;184;4490;1688;5483;1428;503;1555;399;2279;3995;4032;6498;5027;7209;2379;3017;496;3981;4369,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6785;10,7209;9,6820;8,5145;7,7199;6,778;5,2493;4,3116;3,800;2,6843;1
257,1107;6237;1939;255;2389;533;4968;701;403;3323;1014;4827;4841;6880;5670;4365;3941;1005;1475;2999;4519;5288;3881;4313;2164;3157;2180;4342;4618;5345;3281;95;2592;2748;2349;778;2662;4806;4386;2890;1854;5832;6602;352;2490;1116;3893;2287;3689;5654;4504;1126;2736;3939;3341;366;5264;6581;3610;1349;1789;2430;2815;1968;5580;2417;905;3129;1959,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6785;10,6820;9,7209;8,5145;7,7199;6,778;5,3116;4,800;3,2493;2,6962;1
172,2046;5193;7100;4609;2514;411;1786;4637;4863;4620;4495;421;826;1547;3053;4527;891;5401;2907;2477;1156;5352;621;269;2623;5005;3992;2281;6094,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6785;10,6820;9,7209;8,5145;7,7199;6,778;5,3116;4,800;3,2493;2,6843;1
101,3318;5482;1202;443;6055;6220;611;4303;2567;2642;1648;1285;154;1853;739;4332;4223;4652;3623;2167;2419;1224;3617;1793;2615;884;5963;4150;4701;6093;1290;2734;3171;2617;3393,daytime:evening,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,6785;12,7067;11,6820;10,3064;9,5145;8,7209;7,2493;6,6843;5,1440;4,800;3,7199;2,3116;1
119,4344;5248;443;6054;1956;691;4094;2573;2642;1546;531;1943;5838;1691;1705;1556;2170;6625;3048;2730;3711;4223;1168;4550;788;1702;2133;5009;601;1410;509;1088;6066;5624;491;5172;6214;4150;1728;3895;578;2153;3152;3435;3794;6390;3574,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,6785;11,6820;10,3064;9,7209;8,5145;7,778;6,7199;5,1440;4,800;3,6843;2,2493;1
119,741;2474;2456;4197;125;3001;498;620;2546;3477;37;3558;866;1423;4770;4242;5125;1576;3880;6146;3997;1832;2597;7142;5648;4312;2247;3012;1224;4335;3617;7116;2540;3703;5931;2857;6088;3270;5030;1375,daytime:evening,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,6785;11,6820;10,3064;9,7209;8,5145;7,778;6,7199;5,1440;4,800;3,6843;2,2493;1
113,3539;2074;1755;1688;4130;1131;517;6165,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,7250;16,4493;15,6204;14,3555;13,7067;12,6820;11,3064;10,6785;9,7209;8,7199;7,5145;6,3116;5,778;4,800;3,2493;2,6843;1
55,1131;2584;3455;3150;5672;3843,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,3064;12,7067;11,6785;10,6820;9,5145;8,7209;7,7199;6,3116;5,800;4,2493;3,778;2,6843;1
45,2517;1401;3569;4270;197;3770;5545;478;1045;773;3806;536;2217;29;270;5485;3040;4911,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6785;10,6820;9,7209;8,5145;7,7199;6,3116;5,778;4,800;3,2493;2,6843;1
163,624;1037;207;4872;1982;2108;3243;2858;3236;4244;3079;2742,daytime:evening,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,7067;14,6204;13,3555;12,7209;11,6820;10,6785;9,3064;8,778;7,7199;6,5145;5,6843;4,6962;3,6876;2,1440;1
163,7037;1700;787;5646;5515;6556;3159;3929;191;2430;5525;946;5678;457,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,7067;14,6204;13,3555;12,7209;11,6820;10,6785;9,3064;8,778;7,7199;6,5145;5,6843;4,6962;3,6876;2,1440;1
77,521;5554;406;106;3959;6855;3833;797;4545;109;1073;155;960;4995;2919;5727;270;6407;6343;549;830;5517;5781;1424;242;427;5158;2461;847;965;4738;3131;2719;3446;1493;88;4373;353,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,3064;11,6785;10,6820;9,7209;8,5145;7,7199;6,3116;5,778;4,2493;3,800;2,6843;1
77,6061;2397;641;768;4931;2732;895;5269;3196;4914;1035;1574;263;6948;3028;284;958;5294;189,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,3064;11,6785;10,6820;9,7209;8,5145;7,7199;6,3116;5,778;4,2493;3,800;2,6843;1
159,2495;2051;6131;4048;5781;277;1293;4104;3;6727;4564;1506;6036;2430;1340;3709;370;1465;1539;211;742;716,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,7250;16,4493;15,3555;14,6204;13,3064;12,5145;11,6785;10,7067;9,6820;8,7209;7,3116;6,800;5,2493;4,7199;3,6843;2,778;1
169,3741;2391;1647;1550;4762;1099;5429;2346;1514;4873;3177;113;3002;4672;2196;5471;5641;2803;5911;2640;551;2517;3788;1341;4565;6495;214;2820;4123;235;1385;3353;1528;97;1837;6637;4569;945;5464;5986;3010;1950;6000;4465;6026;3665;5750;5679;706;1354;4417;5638;3806;3766;6990;2348;4407;3989;1797;6901;162;5621;4696;4931;3398;2362;972;5642;1923;2268;6484;2429;88,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6785;10,6820;9,7209;8,5145;7,7199;6,778;5,3116;4,800;3,2493;2,6843;1
41,2809;3486;1095;1550;5254;5806;2427;1911;866;2567;5342;1316;2206;2498;1655;1175;4770;894;1609;4442;4710;3053;6001;6541;5026;1614;5625;5050;2400;2898;2338;1587;2059;1758;6694;1557;3234;3803;957;27;6348;3899;1509;4805;2847;95;5063;6000;62;3872;5225;2893;1298;6153;915;1569;4637;4881;1142;2241;6154;192;5025;2530;1931;2650;2099;2539;771;6192;1462;3021;5142;4382;2818;1356;7063;1008;4129;5005,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,6785;11,3064;10,6820;9,7209;8,5145;7,7199;6,3116;5,800;4,2493;3,778;2,6843;1
41,1799;4250;16;5160;764;1397;2788;3553;2790;504;3253;948;4007;1078;5722;3871;2926;3262;929;3615;4807;331;2550;4369;2673;610;5181;5013;6459;6575;332;4290;6814;1710;2934;4291;1825;6024;1756;5451;5299;4686;3235;3908;3724;5940;3701;3031;6984;1219;3567;1411;2948;1373;2376;5750;6448;6582;4274;2331;1248;2993;4407;3354;4824;788;4630;6432;3203;1388;1982;6408;2829;2110;1254;129;6804;1124;2839;6380;1361;4632;1102;2587,daytime:evening,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,6785;11,3064;10,6820;9,7209;8,5145;7,7199;6,3116;5,800;4,2493;3,778;2,6843;1
295,4763;5056;6112;3861;1820;607;4211;5334;3330;5079;5019;6505;5911;2525;3004;5919;5557;5452;1810;726;5602;2880;6110;3930;4500;1948;387,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,3064;12,7067;11,6785;10,6820;9,7209;8,7199;7,3116;6,5145;5,800;4,778;3,2493;2,1440;1
19,1355;776;4550;6697;344;5493;1084;5791;6691;2638;6512;2878;4702;2518;215;813;6146;2578;404;2868,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,6785;11,6820;10,3064;9,7209;8,5145;7,7199;6,778;5,1440;4,3116;3,800;2,2493;1
225,3318;538;3623;2386;620;687;4303;4150;4036;546;890;7130;1384;675;313;539;1732;3547;7225;6559;208,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,6785;11,6820;10,3064;9,7199;8,5145;7,7209;6,3116;5,800;4,1440;3,778;2,2493;1
225,6810;1599;2188;2119;2257;5744;4269;2184;5173;1308;2963;601;3483;5218;2933;491;4697;531;2878;4905;3284,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,6785;11,6820;10,3064;9,7199;8,5145;7,7209;6,3116;5,800;4,1440;3,778;2,2493;1
161,3202;3551;5946;764;2719;4083;778;5971;5602,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,3064;11,6820;10,7209;9,6785;8,5145;7,7199;6,778;5,3116;4,800;3,2493;2,6843;1
