id,nprs_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
47,2e79c3e67289b7b8e4067e4c86bac9b8,0.0285,0.7,0.746,0.0,3.0,0.355,0.7789,0.331,0.454,0.627
48,1da76e3a86fddd3f018d5f2a56d6c660,0.0748,0.717,0.835,0.0,1.0,0.629,0.9044,0.176,0.5815,0.656
49,e31f0a1ce8176ef4244a30d317342dab,0.881,0.439,0.0529,0.0,9.0,0.106,0.5937,0.039,0.4972,0.3
50,9ef9ebdce8af0e267f64d9faface70cd,0.166,0.658,0.919,0.0,5.0,0.123,0.9386,0.171,0.5814,0.532
51,65b5a25388a683999aabdbebf9612816,0.751,0.418,0.377,0.859,2.0,0.108,0.7221,0.0367,0.4972,0.199
52,2393113f802733b830c0f6ac2f265f62,0.158,0.547,0.688,0.085,11.0,0.134,0.7501,0.0311,0.5169,0.223
53,ed29a88aba4e5b0658b0eceed91ed74b,0.193,0.571,0.836,0.0,0.0,0.182,0.8611,0.0371,0.6437,0.72
54,a31480cc79bb9e49f80f35923bc71abd,0.0041,0.603,0.67,0.0,2.0,0.112,0.903,0.0249,0.4909,0.451
55,425ea613adc368234c34709520088a5f,0.009,0.726,0.787,0.0,4.0,0.0596,0.9376,0.0738,0.5681,0.88
56,690f6d96d74e425e7776cfa437db740a,0.202,0.327,0.71,0.0001,3.0,0.28,0.9268,0.0547,0.8162,0.375
57,c5b2d8d52c245a66c56c253eb7f41091,0.0714,0.605,0.926,0.0,7.0,0.0953,0.8792,0.0372,0.5902,0.475
58,6148871f50137967db29ec53a5367efc,0.0058,0.494,0.841,0.0,7.0,0.122,0.8804,0.0838,0.7364,0.575
59,21c1025e3266d1bc8632be5a34603d6d,0.0007,0.487,0.948,0.102,4.0,0.0506,0.8062,0.043,0.4791,0.227
60,f461f4aba1791866573c6871a426de26,0.0309,0.545,0.78,0.0,7.0,0.0828,0.8783,0.0436,0.5682,0.469
61,1cece02795835e11be57d255ea2896cc,0.165,0.694,0.831,0.0009,9.0,0.25,0.8178,0.0301,0.5723,0.981
62,e6098b213425137ccd59df087c6bc04b,0.113,0.725,0.327,0.326,0.0,0.214,0.5571,0.0387,0.502,0.676
63,b434a856261d18e12e5ff14c0aff788d,0.0021,0.412,0.849,0.0,2.0,0.13,0.8594,0.0361,0.7929,0.487
64,ba7ac696e14531417fc3b13cffdc6f4d,0.0588,0.597,0.86,0.0,11.0,0.266,0.901,0.205,0.8515,0.775
65,6dc39191e4c7c4f06eb259a0d868513f,0.101,0.667,0.552,0.0,4.0,0.0632,0.8848,0.0289,0.6686,0.199
66,b9f4c285ce954c625ae564d244e578a5,0.0081,0.785,0.572,0.0,11.0,0.111,0.7654,0.0859,0.6365,0.475
67,64b30f6ac1acecb7cef9dc890e1c3ea7,0.0004,0.585,0.759,0.0183,9.0,0.109,0.839,0.0407,0.5816,0.38
68,34b2804c6e85469c64afe2b0741b9d32,0.154,0.468,0.64,0.0,0.0,0.154,0.8534,0.0275,0.3604,0.506
69,5859dc69de784e39f0a515607ad075dd,0.0035,0.748,0.84,0.0065,6.0,0.44,0.8075,0.0421,0.5273,0.298
70,e4cc4cb0ff90945a0198868681daeebb,0.938,0.544,0.346,0.0037,3.0,0.106,0.7217,0.0321,0.6002,0.424
71,389af87cb0a754d588744610c6a7802f,0.143,0.373,0.678,0.0,4.0,0.168,0.8618,0.0325,0.6428,0.351
72,d49282bfa66e335a3b0e906c1740fc1e,0.0012,0.522,0.803,0.0017,1.0,0.31,0.8544,0.0327,0.6146,0.0787
73,cc193fbe274bb2dbd02ca43f632da0fb,0.0885,0.416,0.743,0.0001,4.0,0.0999,0.7337,0.033,0.8121,0.964
74,306b1264623ba51e795af23c2acfb9e2,0.656,0.71,0.538,0.933,11.0,0.0785,0.7271,0.0403,0.3682,0.683
75,30e8bd35c71092f42c5711198b4c44e3,0.347,0.677,0.273,0.0002,9.0,0.0665,0.6144,0.0548,0.5614,0.305
76,8045a1b3a3818cf716d2a091986cec65,0.789,0.387,0.257,0.0,5.0,0.118,0.5998,0.0337,0.4853,0.177
77,5d2694ec9c2f735f001d44659420d24f,0.187,0.42,0.762,0.001,2.0,0.0557,0.7941,0.0309,0.9309,0.864
78,949ff5b9ed70653c3d723b8c7b602c03,0.0221,0.793,0.939,0.0002,6.0,0.0486,0.96,0.0495,0.5818,0.837
79,e34681d004f4eedcf495594f4468057e,0.5,0.678,0.286,0.0006,3.0,0.219,0.641,0.0361,0.5997,0.357
80,6c4abb35ba0c30fb19843b775c93b3f2,0.498,0.597,0.835,0.0,7.0,0.111,0.8702,0.346,0.3995,0.481
81,05e6c023b442a3bd7be0fe9e3db1da36,0.0002,0.465,0.978,0.04,0.0,0.339,0.9058,0.0813,0.4139,0.685
82,51f315d97ff9429822af7e3b42859464,0.527,0.273,0.665,0.0,2.0,0.714,0.8333,0.0517,0.5904,0.475
83,81f1f4a4618ea889a033d1e3c26fc376,0.164,0.335,0.625,0.0,7.0,0.0708,0.8134,0.0386,0.6831,0.334
84,9d7125c57ba071920ca6ad711338909e,0.0036,0.555,0.729,0.0,7.0,0.209,0.8797,0.0387,0.5864,0.367
85,be699c5a320b164b8487ef5886010c7d,0.0367,0.608,0.816,0.0006,1.0,0.116,0.8518,0.11,0.5204,0.497
86,f40676fd1f4c9e08eaae2caa1c9b7339,0.138,0.73,0.77,0.0,8.0,0.0473,0.8722,0.0298,0.477,0.522
87,98d077a37f3b827d3762cdedb5cb5d16,0.0219,0.846,0.922,0.355,6.0,0.0623,0.8948,0.0438,0.5554,0.892
88,5bf114679a6cc4846b8ddab5b3f45116,0.0763,0.744,0.894,0.0001,2.0,0.0817,0.8593,0.0717,0.509,0.282
89,3fce7948f9b0a3bd9290f6fe9c09a6e2,0.36,0.757,0.711,0.0,1.0,0.121,0.8839,0.0349,0.6362,0.821
90,e10a7f5ba9900ef30ead5ca381a9c817,0.0273,0.538,0.607,0.0,10.0,0.11,0.7857,0.0383,0.7727,0.705
91,ae7a29a98fc29e375961d3f1054e49af,0.0,0.208,0.97,0.0147,4.0,0.205,0.8984,0.211,0.4387,0.245
92,eb2f76c10007976c952ca43e3f3b2fd2,0.214,0.643,0.4,0.0,3.0,0.0866,0.8572,0.0304,0.5228,0.237
93,6b11f96cdb3345092ef70212b5b20848,0.0664,0.689,0.886,0.0,10.0,0.278,0.8233,0.0382,0.5549,0.905
94,fc02096b817417a9e0dc112cb1dacf88,0.511,0.496,0.28,0.0,3.0,0.098,0.7209,0.0434,0.3817,0.296
95,92474e7b8e2616cae72905f089067cf4,0.0019,0.274,0.82,0.0,1.0,0.102,0.8552,0.0921,0.414,0.569
96,2ab6557b1e2559cb2d07d7171d3f3cca,0.0287,0.846,0.53,0.0,1.0,0.123,0.7984,0.0578,0.4433,0.472
97,a814e17ea25079a333bf842528ed5213,0.21,0.305,0.863,0.0024,2.0,0.371,0.9438,0.0381,0.6839,0.12
98,a11e7ed2b09821b0b2e9421f1a0aae3e,0.0027,0.6,0.905,0.0,1.0,0.831,0.9148,0.0357,0.5638,0.626
99,bae0337b9f8c6b6936cd16160f952b67,0.0111,0.659,0.757,0.696,7.0,0.128,0.88,0.03,0.6361,0.487
100,56432a6b73328f916139b94413e79a2f,0.3,0.784,0.893,0.0,7.0,0.272,0.8712,0.0923,0.5397,0.798
101,44327aa59c10219d554dc11196ef19c6,0.411,0.639,0.256,0.0766,5.0,0.107,0.668,0.0351,0.5456,0.0391
102,12a15ac2b915740864ba600360b57f3a,0.111,0.583,0.655,0.0,0.0,0.113,0.8648,0.0315,0.5444,0.198
103,7188f922ba73eb2509c02d15ec62ff0e,0.0065,0.475,0.744,0.0001,0.0,0.125,0.8622,0.0401,0.578,0.832
104,0e0063f14281532fc06850c46a04f8d4,0.049,0.726,0.698,0.0,5.0,0.309,0.8959,0.0431,0.6545,0.871
105,b44944456fc4d0cbc6d4ebcc45888416,0.0448,0.707,0.724,0.0,11.0,0.072,0.9028,0.051,0.4954,0.647
106,fbb820099da2a7ca9e66356bcf490619,0.237,0.556,0.873,0.0,1.0,0.078,0.9714,0.164,0.5818,0.481
107,a292580eaadff1b11d4ef752702d2482,0.0481,0.3,0.865,0.0002,2.0,0.124,0.7871,0.105,0.5394,0.271
108,eed19305205438184f144c47cba79495,0.0105,0.334,0.825,0.0,1.0,0.11,0.887,0.07,0.4001,0.419
109,d0654cf9a13d9375a82158c897dd6a08,0.043,0.588,0.664,0.0,7.0,0.639,0.8705,0.159,0.4841,0.326
110,708e26de5f8cbcef6998d1d1d6f9aa88,0.0095,0.632,0.805,0.0,11.0,0.197,0.8878,0.0303,0.525,0.297
111,74949959b86f3f44dbe82f751458e54b,0.0001,0.44,0.842,0.0,7.0,0.0929,0.6648,0.037,0.4733,0.329
112,9c336de3170a70a75b2d54afc94f845c,0.145,0.844,0.688,0.0035,4.0,0.104,0.7852,0.291,0.4394,0.747
113,ffe7399bc759e80d9d75596fa5d00248,0.0686,0.865,0.674,0.906,1.0,0.075,0.7839,0.127,0.5455,0.732
114,9a895e7c23d42013587568128d9584a6,0.465,0.656,0.499,0.0,1.0,0.0856,0.7324,0.0343,0.6089,0.496
115,e9a37cab1235cd58526bd0e73ce03302,0.0141,0.442,0.949,0.0087,6.0,0.102,0.8966,0.0687,0.4226,0.252
116,e3e4cacceb769cabdc8f49a75fdfb484,0.434,0.718,0.743,0.0001,2.0,0.159,0.8657,0.0268,0.5522,0.86
117,bcdc5534e1048585ab0e76c40c5d964c,0.286,0.571,0.319,0.0,0.0,0.634,0.7457,0.0271,0.6289,0.56
118,dbbd8525c1bc48cc791bfe618b74bac6,0.0327,0.607,0.934,0.0,3.0,0.0909,0.8946,0.0314,0.5546,0.576
119,45bf062cb430e3a7fca75a7e27e5d34b,0.0176,0.666,0.848,0.0029,5.0,0.126,0.7922,0.0529,0.5434,0.411
120,beac8875487c405d4bf798daf70036d0,0.17,0.47,0.615,0.0,10.0,0.13,0.8111,0.0283,0.7806,0.523
121,116bfeaf7619bd6e1b7af945858303a1,0.891,0.699,0.557,0.0276,1.0,0.102,0.6815,0.922,0.7264,0.133
122,de876cad760bc0d6afa1b155b0038cb2,0.154,0.629,0.907,0.0,8.0,0.341,0.9174,0.0382,0.4769,0.818
123,3570fd76ce03435db31da5cb62056add,0.0891,0.449,0.414,0.0006,0.0,0.248,0.8089,0.206,0.2728,0.267
124,42e0dcc0cf4f0c7a1453e0330d44edd3,0.769,0.569,0.423,0.0,1.0,0.126,0.835,0.033,0.5025,0.388
125,1253824f27b72e03284919f21bfad863,0.0119,0.448,0.76,0.0,10.0,0.111,0.9119,0.0299,0.7267,0.443
126,dc037ef2f39cbac602b04dbda76b43c0,0.0116,0.775,0.567,0.0139,2.0,0.284,0.7448,0.0395,0.4789,0.956
127,1f12e7f7a4114521216e25c10881fa5b,0.192,0.671,0.939,0.0,8.0,0.298,0.9198,0.161,0.5865,0.533
128,723a99cd805d55d18360a763d5f4e4e3,0.0044,0.485,0.915,0.0011,2.0,0.0987,0.9133,0.0544,0.5728,0.189
129,efde4f0bfbeff160b8463bf30431b986,0.112,0.775,0.715,0.0902,0.0,0.0779,0.8012,0.0317,0.5252,0.967
130,d5af4256b1a37db26998796fa15c05b5,0.054,0.714,0.747,0.0,11.0,0.0845,0.8966,0.111,0.545,0.763
131,dbdbb866939c1ab1dfd0d5cfac740eaa,0.0818,0.507,0.923,0.0,0.0,0.0951,0.8605,0.173,0.4511,0.768
132,8ee14256e2012c226e99b7533c260530,0.0193,0.673,0.827,0.0002,5.0,0.0885,0.8205,0.0416,0.5682,0.344
133,c52664e590f0fd14c59a69290d1a5c58,0.0141,0.541,0.672,0.0,3.0,0.0706,0.8671,0.0272,0.3728,0.622
134,07694b4cc7635358770c8189de925363,0.217,0.46,0.661,0.0002,1.0,0.061,0.8389,0.116,0.6541,0.578
135,d0f0c3618151b2c0bb8797fac03a60e4,0.0044,0.588,0.825,0.0,11.0,0.296,0.8731,0.156,0.5633,0.504
136,d5b9fd9f567579ab21d758e03edee0f6,0.327,0.195,0.223,0.698,0.0,0.183,0.426,0.0485,0.637,0.119
137,8eadf0bd2098c54cd7a14d5a95588648,0.0018,0.676,0.671,0.0,7.0,0.0671,0.8423,0.0386,0.5601,0.402
138,156523fa722ca14df9053e17cd7c2641,0.473,0.459,0.532,0.0,3.0,0.747,0.7879,0.0265,0.3679,0.342
139,4dd50c2a5ccd05527b5473d349ce6f52,0.315,0.519,0.655,0.8,0.0,0.137,0.8541,0.0449,0.569,0.895
140,a11c8f97eb30f0e353360d1464853dfe,0.0151,0.637,0.843,0.0,5.0,0.0876,0.8647,0.0432,0.4955,0.441
141,94e0eeab25b3d34f0952d107cf3898ef,0.0012,0.553,0.674,0.0,11.0,0.16,0.8486,0.045,0.418,0.382
142,4643c550cfafa1b6bdbec59f803b1679,0.313,0.711,0.292,0.0,4.0,0.131,0.6119,0.037,0.4725,0.192
143,6e028981e5b8ff4613efac537614353f,0.0662,0.657,0.785,0.0,11.0,0.386,0.8633,0.0271,0.4002,0.796
144,4f6be6500d50d2394f703dc8a7af0bdb,0.0808,0.628,0.829,0.0,9.0,0.0988,0.8939,0.118,0.5724,0.741
145,4b922b812aca9ba837c97124486297e9,0.0458,0.455,0.326,0.0,0.0,0.214,0.6533,0.0274,0.3846,0.266
146,455d4639a4f47e9dbb3722295f0bfc9b,0.0714,0.674,0.908,0.0001,9.0,0.121,0.9184,0.0325,0.5818,0.873
147,e3e33d4500c02d3e670ce00651e68b07,0.0324,0.73,0.698,0.0,1.0,0.0928,0.8593,0.0288,0.5229,0.592
148,11d4ed1256ffbe2aff5af898bc4e75e1,0.0227,0.652,0.877,0.0,1.0,0.0789,0.9254,0.0465,0.5386,0.499
149,4f27d701033ae52eb0cb049223af56cb,0.0005,0.427,0.893,0.0484,10.0,0.253,0.7226,0.0626,0.4651,0.228
150,98cef4d7daea17866996f6804a6f1c09,0.0006,0.509,0.938,0.0025,11.0,0.14,0.9029,0.0715,0.4274,0.344
151,b25bb93f88a681923f2f7582db6982db,0.0127,0.545,0.617,0.0,2.0,0.0817,0.8607,0.167,0.5167,0.551
152,12440dc6814745bcc115a4482beabe6a,0.0085,0.702,0.898,0.0002,9.0,0.0917,0.8499,0.0373,0.5129,0.725
153,597cf72546ca1e13937e5947b3796875,0.0602,0.649,0.864,0.0,0.0,0.147,0.8788,0.0687,0.5452,0.555
154,a62e3d6f0c596a0bcf4869726fd4751c,0.0575,0.493,0.708,0.0,5.0,0.175,0.8701,0.0291,0.7184,0.549
155,31f69e3f6d30dcde0d05e407aee1be3f,0.163,0.683,0.601,0.0,7.0,0.251,0.8272,0.0316,0.4499,0.654
156,62ea0b164d76d5fd794dfbfecd14abcb,0.0002,0.491,0.744,0.0001,3.0,0.325,0.8424,0.0351,0.5684,0.369
157,132049f442700dec3c1b9f4aa288a689,0.412,0.618,0.504,0.0013,9.0,0.192,0.7563,0.0325,0.5164,0.542
158,636c9166a1721f0357883d371797bf62,0.0939,0.719,0.917,0.0,1.0,0.523,0.8615,0.0763,0.5411,0.173
159,f0ea8659e4cf7d022086477398f8b471,0.0956,0.367,0.867,0.0,2.0,0.088,0.8569,0.345,0.7524,0.584
160,529a3d346316baef8ad97c57851c52f6,0.0006,0.439,0.949,0.0005,6.0,0.378,0.8918,0.17,0.8089,0.697
161,441f8f6049eaa62b7fad32246ad3884a,0.447,0.67,0.626,0.0,11.0,0.131,0.8878,0.0304,0.5767,0.271
162,112129264591f5fe4801335b69455493,0.147,0.555,0.638,0.0,7.0,0.107,0.8611,0.0418,0.6906,0.147
163,6026a2909408687a84b716b437187978,0.0102,0.64,0.8,0.0,9.0,0.0801,0.8614,0.0364,0.5685,0.869
164,7dc719b3b1f6ffa62257303ea1f6b1f3,0.0024,0.429,0.661,0.0001,11.0,0.234,0.8193,0.0281,0.788,0.279
165,d70da70bec470154bbe2e28cbef778d4,0.0008,0.386,0.954,0.0,0.0,0.164,0.9281,0.0644,0.7489,0.774
166,d25d59ceb8ef93748816c270e78f6fa9,0.025,0.734,0.766,0.0014,1.0,0.108,0.8879,0.0383,0.5818,0.598
167,1db4ae2340f607bc0963a181b3f10e30,0.0001,0.33,0.306,0.888,0.0,0.223,0.6419,0.0297,0.6396,0.0423
168,71a4a47071c9edceb438aad1e3662f2b,0.479,0.821,0.496,0.0,0.0,0.328,0.79,0.0462,0.5209,0.945
169,1c1323f121822a631df8588b4d201325,0.0207,0.596,0.91,0.0,7.0,0.182,0.9199,0.115,0.6504,0.622
170,83e52b4f8eb7824085f2f1461809d401,0.157,0.723,0.794,0.0,9.0,0.769,0.8829,0.0296,0.5273,0.941
171,ac07a59c7b34bb1cd17e3c94a85f1caf,0.0775,0.539,0.635,0.0,3.0,0.0643,0.8385,0.0295,0.3726,0.272
172,463a22acf101b06c330bebc96009a3f1,0.197,0.219,0.677,0.556,8.0,0.721,0.7823,0.0499,0.365,0.194
173,ece04d4eb7cb242b93e76d327d8319db,0.365,0.479,0.545,0.0,7.0,0.0963,0.8163,0.0688,0.3404,0.239
174,6178ea091112bbfcb4885b0199db9e8d,0.462,0.513,0.616,0.0001,6.0,0.1,0.8543,0.0294,0.4011,0.375
175,39126115f436ee4bfc468a9363f3979f,0.0013,0.537,0.794,0.0009,4.0,0.283,0.8014,0.0521,0.7564,0.506
176,bdc1dbcc373b83d92d74374f40102cab,0.0395,0.51,0.622,0.0053,4.0,0.128,0.8087,0.0268,0.353,0.398
177,e028f3efa77717e4844663adc6d06fc8,0.0949,0.693,0.648,0.0,11.0,0.14,0.8397,0.0248,0.5142,0.313
178,aad3821b072eb3d6867867e72daf2b6d,0.002,0.719,0.847,0.0204,0.0,0.223,0.8415,0.0916,0.5817,0.428
179,8b0c7ed945db9114625f2151a3687b41,0.193,0.617,0.84,0.0003,2.0,0.227,0.8688,0.185,0.6068,0.732
180,df761cacba1a08afad4d3187e646a8a0,0.0143,0.577,0.576,0.0,2.0,0.602,0.8425,0.0563,0.609,0.113
181,b42c4727be43063311a98306d04df1ee,0.0412,0.874,0.692,0.0001,5.0,0.324,0.868,0.0431,0.5273,0.93
182,2fca74817dc390aeaf191e77025141b1,0.0001,0.509,0.769,0.0036,11.0,0.13,0.8118,0.0315,0.552,0.454
183,daf2c0f830fe23ad399af9ee1797ea63,0.303,0.868,0.646,0.0,1.0,0.284,0.8831,0.288,0.4029,0.654
184,d6b1124fdd64c4b1afa59f967397111d,0.922,0.422,0.264,0.0,8.0,0.132,0.8234,0.0322,0.5451,0.331
185,4c4d789515f197a9703e6202a9cea6eb,0.168,0.765,0.87,0.0,5.0,0.125,0.8702,0.0499,0.4821,0.693
186,73800ffc5b07585270e7c3376ea187ce,0.0009,0.49,0.93,0.0,1.0,0.823,0.9123,0.0658,0.692,0.493
187,449e4d3211238c38c54e697fd5ae2424,0.659,0.477,0.342,0.0002,5.0,0.0767,0.7453,0.0267,0.4915,0.153
188,c4e8c2e143564cb7774a2568e226e114,0.0872,0.453,0.693,0.0,6.0,0.344,0.8478,0.0559,0.5176,0.256
189,cd37758a7dbe86e94ffb921dc14514ae,0.0596,0.663,0.705,0.0,1.0,0.118,0.8764,0.0366,0.5543,0.477
190,7ed3196e291fd75a012030da0f5fdf52,0.513,0.651,0.718,0.0,2.0,0.38,0.9137,0.0846,0.4445,0.665
191,a03987320fde42879c3918b0b6bcf9ca,0.0381,0.548,0.905,0.0,5.0,0.163,0.8191,0.0607,0.4118,0.453
192,11032c3770ea77f7698128a035eb1f2b,0.0001,0.263,0.969,0.0289,7.0,0.555,0.88,0.0837,0.5916,0.316
193,cf87bec06827c36bb77c2146317dbb02,0.415,0.667,0.701,0.0005,1.0,0.072,0.8679,0.0323,0.5088,0.253
194,d461288532252d30616e6d257ed855fc,0.0417,0.573,0.857,0.0,7.0,0.179,0.9287,0.0432,0.3776,0.399
195,c54354ab2d153a86c603585afb1218ec,0.123,0.748,0.685,0.0,6.0,0.113,0.8902,0.0314,0.5684,0.261
196,da496f08f349411f4206bffba01b0520,0.0024,0.5,0.967,0.0,3.0,0.101,0.8999,0.0898,0.6361,0.46
197,88af34d438cc6a972346cd32dd50ba34,0.138,0.458,0.825,0.88,0.0,0.116,0.8425,0.0367,0.6636,0.478
198,8eaa4567f2cde8e072d57080a5493ddc,0.163,0.209,0.418,0.0019,3.0,0.113,0.7815,0.0338,0.6285,0.122
199,e0649bfb36aacf50e0f39168aee87be4,0.204,0.538,0.48,0.0462,7.0,0.0955,0.7534,0.0268,0.7808,0.816
200,93866aab76255ba4eb0aaefdbc5d3178,0.0094,0.548,0.793,0.0001,5.0,0.0995,0.8966,0.0497,0.364,0.562
201,2ae7f691d79c5056022f19e6dea2008c,0.0006,0.669,0.931,0.56,11.0,0.106,0.821,0.0488,0.464,0.834
202,9cc0fccc81c7cb251b08815607c9e229,0.59,0.81,0.827,0.0142,9.0,0.198,0.8977,0.029,0.4673,0.896
203,468123070ea132627484cef4924e236b,0.0331,0.538,0.71,0.0004,9.0,0.079,0.845,0.0303,0.5796,0.841
204,902785553dfe83c414136a31c892a416,0.142,0.775,0.552,0.0,10.0,0.154,0.8289,0.0581,0.4545,0.461
205,e2be2f18a2800a4a766847bb385565c8,0.0322,0.709,0.721,0.0003,2.0,0.355,0.912,0.0281,0.5092,0.812
206,c1fca5297aabf9a6a4dbabf6188a5f46,0.0008,0.655,0.733,0.0,8.0,0.0792,0.89,0.0324,0.5317,0.563
