User,Context,Amount,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
16,morning,382,47.73050,201.41800,277.68800,12.60090,2020.00000,78.12340,307.95580,18.79720,214.24780,221.64280
17,evening,355,49.35970,226.68900,251.69800,25.77930,1930.00000,67.28960,284.28060,21.67070,188.52800,210.23470
17,night,189,21.30930,124.21500,145.92000,18.71520,1028.00000,35.67170,153.39880,9.91310,100.32580,121.81960
17,afternoon,291,29.49360,191.26000,217.80100,19.36310,1586.00000,56.40370,236.19810,19.28720,153.56120,185.86670
17,morning,292,29.72160,192.02700,218.41700,19.69310,1597.00000,56.47370,236.83100,19.34240,154.13600,186.73570
18,evening,884,109.32410,502.44400,668.36910,45.66370,4739.00000,171.35410,727.72010,53.09000,501.86480,520.73420
18,night,685,80.02140,383.58100,522.39500,38.49160,3502.00000,131.52090,566.91710,39.79940,386.84010,394.93180
18,afternoon,237,20.38890,129.17800,186.89610,15.83770,1209.00000,42.08970,199.54100,13.85200,136.66910,128.16400
18,morning,214,16.40370,116.10300,170.07400,16.53190,1048.00000,36.80710,180.60220,12.53060,123.40930,114.58900
19,evening,458,95.28390,264.28600,326.31500,5.66950,2301.00000,80.11550,385.53750,19.97450,262.97590,262.50960
19,night,457,94.82240,264.00900,326.09700,5.57470,2287.00000,79.78940,385.01660,19.83240,263.57180,263.49080
19,afternoon,458,95.46410,264.47000,325.91900,5.72620,2280.00000,80.58020,385.30550,20.05600,263.03500,262.20360
19,morning,458,95.56490,265.02600,325.92700,5.72740,2279.00000,80.40170,385.10380,20.13000,263.36430,263.36860
20,evening,589,110.40230,336.01090,411.60480,63.26440,3085.00000,119.26630,466.21790,39.77890,326.17930,353.29600
20,night,278,61.21390,161.26490,184.12840,36.59310,1493.00000,53.94560,216.70420,17.21280,150.51720,157.51980
20,afternoon,747,142.35900,432.76600,518.16100,75.89300,3932.00000,150.38640,588.92230,47.96490,410.37370,455.54400
20,morning,695,116.65960,398.13800,496.25720,66.12580,3652.00000,137.44460,552.20680,44.18330,384.39070,420.31230
21,evening,115,60.51230,68.95400,54.61600,0.77560,556.00000,22.40920,82.55700,4.57230,61.14090,70.85640
21,night,115,60.51230,68.95400,54.61600,0.77560,556.00000,22.40920,82.55700,4.57230,61.14090,70.85640
21,afternoon,115,60.51230,68.95400,54.61600,0.77560,556.00000,22.40920,82.55700,4.57230,61.14090,70.85640
21,morning,116,60.70330,69.36400,55.42400,0.77560,558.00000,22.73920,83.31260,4.61350,61.80960,71.56540
22,evening,831,152.29360,509.96400,570.37520,11.60490,4444.00000,139.26100,686.77190,42.73670,450.61490,468.15940
22,night,754,141.88640,463.00100,515.23920,14.36940,3959.00000,124.75600,622.11130,38.22890,406.54770,418.53930
22,afternoon,836,147.74800,514.35800,577.92620,15.05950,4441.00000,137.31940,690.37410,42.57360,453.79780,475.28240
22,morning,751,133.53880,466.91800,520.60900,10.90050,4000.00000,126.08330,621.89020,38.64260,403.48230,429.67030
23,evening,20,4.28870,14.10400,16.14500,0.02770,93.00000,4.77350,17.67870,1.45000,11.05680,14.01500
23,night,21,4.43270,14.80300,17.09800,0.71170,102.00000,4.94350,18.56020,1.49530,11.62790,14.95600
23,afternoon,20,4.28870,14.10400,16.14500,0.02770,93.00000,4.77350,17.67870,1.45000,11.05680,14.01500
23,morning,20,4.28870,14.10400,16.14500,0.02770,93.00000,4.77350,17.67870,1.45000,11.05680,14.01500
24,evening,286,52.41660,189.84500,182.61800,6.82050,1525.00000,54.98680,231.03180,24.41080,150.48900,164.21280
24,night,266,56.72220,174.94900,165.10500,6.19200,1522.00000,49.90950,211.99150,19.93530,139.23350,152.60200
24,afternoon,271,51.32050,180.03000,168.15000,11.71180,1519.00000,49.85910,215.92230,21.04690,140.76420,152.31270
24,morning,327,67.61510,215.73500,204.79900,6.88670,1859.00000,63.41140,263.25900,25.61030,170.14480,182.28720
25,evening,283,23.10530,130.06100,221.64600,19.91710,1629.00000,65.42540,227.87770,17.09660,160.13260,137.01330
25,night,285,22.36130,129.80800,222.65300,20.19880,1649.00000,63.35630,229.39210,16.98660,162.26600,139.31170
25,afternoon,287,22.16930,131.27300,226.13300,20.30370,1612.00000,65.80070,231.79630,17.28160,163.12020,139.75530
25,morning,284,23.81970,130.43300,221.68100,19.03890,1626.00000,65.74120,228.52750,17.19640,161.27140,138.11070
26,evening,861,128.36390,516.74800,624.73770,40.70500,4709.00000,158.36220,702.87510,47.74680,480.38200,520.44740
26,night,760,107.81450,457.23400,552.35600,28.12590,4134.00000,133.26040,621.87100,39.32120,421.71810,464.97870
26,afternoon,753,116.62520,457.82300,546.32700,25.14550,3985.00000,139.30170,617.21770,39.99880,415.01420,464.77790
26,morning,874,141.26120,525.27400,627.82200,29.67250,4798.00000,154.33990,714.45760,45.93860,482.22260,529.54410
27,evening,483,105.36470,292.50400,321.17120,4.45650,2585.00000,78.68740,398.74530,21.64730,262.10970,257.62710
27,night,487,106.20180,293.64600,323.40820,4.64510,2603.00000,78.51000,402.17440,21.56980,264.19000,257.48710
27,afternoon,484,106.48200,291.86800,320.79820,4.92600,2603.00000,78.13920,399.37850,21.45910,263.09800,256.33890
27,morning,499,105.40890,302.14700,333.35520,5.90840,2647.00000,80.26450,411.66180,22.40740,270.79410,266.45590
28,evening,169,24.27150,117.04600,109.34300,1.78020,943.00000,30.99330,140.03980,23.53240,87.93340,94.91000
28,night,168,23.97760,116.14100,109.08900,1.78020,937.00000,31.01330,139.26780,23.37140,87.49160,94.83400
28,afternoon,169,24.26160,116.84200,109.76900,1.78020,941.00000,31.15630,140.11260,23.59640,87.93190,95.16800
28,morning,170,24.29940,117.63500,110.28100,1.78020,949.00000,31.31630,140.91580,23.78440,88.32440,95.70700
29,evening,175,20.62530,108.00000,132.58700,3.01040,947.00000,37.11750,151.76210,13.81430,98.50290,95.80310
29,night,160,18.12850,98.31000,121.47900,3.07510,847.00000,34.73890,139.05890,12.64250,89.84230,87.74510
29,afternoon,166,19.54330,101.22500,125.32800,3.08990,892.00000,35.95380,143.94760,13.02860,94.04400,90.10010
29,morning,165,18.44480,100.46200,125.68800,3.08960,873.00000,35.94610,143.25610,13.09060,93.67570,90.24310
30,evening,825,188.24340,496.50400,541.90830,24.28440,4325.00000,147.44880,658.34790,38.35760,446.18270,469.35170
30,night,694,185.30190,409.86100,422.18100,35.55650,3728.00000,118.21360,545.48780,30.76310,372.44160,355.78130
30,afternoon,789,134.16570,499.14200,565.43600,24.78530,4050.00000,141.19490,638.62130,38.06150,425.32960,515.12490
30,morning,800,148.73920,500.90100,556.80170,21.41750,4192.00000,140.25760,643.21530,38.50550,431.03840,502.30200
31,evening,32,7.86060,19.19700,19.97400,13.67700,163.00000,5.94870,24.60920,1.38050,17.09690,13.03170
31,night,33,7.24310,19.88900,21.11400,13.30200,173.00000,6.13970,25.70460,1.42130,17.71470,13.76270
31,afternoon,33,7.88610,20.23000,21.08000,14.19900,170.00000,5.91970,25.52130,1.37870,17.50110,13.95770
31,morning,31,7.88390,19.02400,19.48100,13.67690,163.00000,5.37770,23.82000,1.31800,16.33760,12.99570
32,evening,613,88.12750,383.51700,449.66200,27.28150,3365.00000,111.55640,510.36810,40.78880,339.35980,354.13180
32,night,656,94.91290,410.30400,475.36600,30.09880,3541.00000,120.84820,543.32670,40.20990,362.74130,382.30010
32,afternoon,860,139.07960,525.31600,620.67950,35.08090,4679.00000,161.03320,711.96240,52.49730,475.53040,504.75130
32,morning,784,119.07350,483.80000,571.77400,26.18890,4244.00000,144.49980,650.60690,48.03710,434.02650,462.21670
33,evening,431,79.36410,253.82400,323.61800,2.02130,2250.00000,81.63980,363.88180,18.11130,253.01420,278.40100
33,night,440,79.33160,260.07700,333.13800,2.15180,2284.00000,81.81830,372.48840,18.64440,258.48870,283.57700
33,afternoon,441,80.18210,260.33100,333.06700,2.14410,2314.00000,82.33030,373.33220,18.65340,259.89140,283.78800
33,morning,453,83.24840,267.45800,340.61800,2.23640,2357.00000,84.39980,382.75010,18.99180,267.36070,291.70200
34,evening,184,118.29360,93.27600,68.49300,24.16430,859.00000,28.12670,132.17410,7.32610,98.66290,62.58780
34,night,184,118.29360,93.27600,68.49300,24.16430,859.00000,28.12670,132.17410,7.32610,98.66290,62.58780
34,afternoon,184,118.29360,93.27600,68.49300,24.16430,859.00000,28.12670,132.17410,7.32610,98.66290,62.58780
34,morning,185,118.40260,93.82700,69.32000,24.16430,867.00000,28.20390,133.03990,7.35610,99.25340,62.75880
35,evening,87,16.92340,50.84690,57.77910,3.00230,438.00000,17.02300,71.83340,4.62710,47.66780,45.70900
35,night,88,17.46570,51.45590,58.04810,3.05900,439.00000,17.18040,72.51360,4.74790,48.03220,45.61600
35,afternoon,90,18.15380,52.46390,59.53410,3.05900,450.00000,17.54190,74.24200,4.82640,49.44030,46.77400
35,morning,90,18.15380,52.46390,59.53410,3.05900,450.00000,17.54190,74.24200,4.82640,49.44030,46.77400
36,evening,63,10.44080,41.81800,39.08900,0.00720,335.00000,11.95790,52.09010,8.79920,35.43390,28.44600
36,night,65,10.32660,43.21300,40.13500,0.00720,353.00000,11.89430,53.78180,8.83760,36.31040,28.88040
36,afternoon,64,10.22740,42.44400,39.68500,0.00720,337.00000,11.94870,52.91980,8.89380,35.63860,28.57140
36,morning,64,10.20720,42.39600,39.59900,0.00720,339.00000,12.25380,52.94640,8.27330,35.99920,28.57040
37,evening,63,10.44080,41.81800,39.08900,0.00720,335.00000,11.95790,52.09010,8.79920,35.43390,28.44600
37,night,65,10.32660,43.21300,40.13500,0.00720,353.00000,11.89430,53.78180,8.83760,36.31040,28.88040
37,afternoon,64,10.22740,42.44400,39.68500,0.00720,337.00000,11.94870,52.91980,8.89380,35.63860,28.57140
37,morning,64,10.20720,42.39600,39.59900,0.00720,339.00000,12.25380,52.94640,8.27330,35.99920,28.57040
38,evening,273,37.13800,164.00000,196.85800,5.88950,1454.00000,48.26770,230.51240,15.00370,149.93340,152.38980
38,night,265,36.51270,159.10900,190.65600,6.76630,1427.00000,48.42340,223.63670,14.69820,148.25520,147.65620
38,afternoon,354,48.03160,218.73100,251.77500,12.93540,1848.00000,65.23140,291.07610,18.12410,196.16070,216.43220
38,morning,241,31.56910,145.39800,175.24900,7.51590,1280.00000,43.50830,203.81920,13.37830,135.86080,136.08220
39,evening,201,64.19970,123.62300,126.84890,8.78660,1079.00000,40.90610,154.48730,10.39970,112.18150,143.77990
39,night,200,64.40960,123.07400,125.68490,8.78660,1070.00000,40.34070,153.47560,10.34630,111.55080,143.22590
39,afternoon,201,63.60770,124.00900,127.39990,8.78640,1073.00000,40.93410,154.80850,10.40980,112.01720,144.04090
39,morning,201,64.48830,123.70400,126.59990,8.75260,1073.00000,40.97610,154.42560,10.35130,112.24540,143.87690
40,evening,353,69.89900,237.65500,226.56600,8.19720,1895.00000,68.21100,283.04070,27.13070,187.94220,217.69650
40,night,298,60.13020,202.01300,191.56900,8.07040,1610.00000,56.41100,237.86890,23.21330,159.45400,187.76250
40,afternoon,307,59.97520,208.10800,198.82800,5.51820,1646.00000,61.50950,246.15410,24.44760,164.17440,193.33280
40,morning,307,61.06040,208.31900,198.84000,6.57980,1648.00000,59.45810,245.88810,24.12420,164.70710,193.24050
41,evening,578,124.87510,319.07280,388.91480,47.17970,3102.00000,118.69960,449.80680,33.33660,320.11860,332.03120
41,night,435,74.86470,234.35790,307.91160,37.10160,2511.00000,89.41750,344.08060,24.50610,244.85570,244.28300
41,afternoon,621,123.56200,334.75190,427.22090,52.45100,3281.00000,124.66850,486.63650,34.72460,348.37350,354.74870
41,morning,546,111.75200,292.33280,378.77630,43.80570,2964.00000,115.98880,428.65960,32.85380,305.48560,306.29650
42,evening,338,37.27570,214.80400,253.62000,9.10280,1797.00000,64.50090,293.46010,23.04200,188.06190,183.77790
42,night,334,37.63350,213.86700,251.01000,7.83210,1782.00000,64.27990,290.16080,23.08440,186.63710,184.28150
42,afternoon,362,41.78580,232.60400,271.56400,10.37000,1898.00000,69.29700,312.13840,24.95850,200.35030,204.68950
42,morning,415,48.76570,270.28300,308.96300,12.77770,2213.00000,78.09210,352.90150,28.03910,229.23240,244.31760
43,evening,902,101.76450,547.09200,674.49400,35.45800,4756.00000,174.75120,740.20280,56.63790,499.08380,585.01950
43,night,704,91.81100,433.79300,514.85600,30.29880,3768.00000,136.45500,576.97680,51.42160,384.15410,445.35380
43,afternoon,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
43,morning,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
44,evening,113,20.99870,64.40400,77.88290,10.74460,573.00000,22.29700,90.07160,8.12040,62.72270,62.16110
44,night,127,22.26620,73.02800,89.33800,10.51070,717.00000,25.67020,101.30550,7.61310,69.44300,74.59400
44,afternoon,123,21.10630,70.02000,86.01620,10.85150,731.00000,24.13230,98.57790,7.65720,67.51150,67.30560
44,morning,92,17.28550,51.39100,64.02100,8.28280,478.00000,17.51300,72.74020,6.18510,51.68160,50.52470
45,evening,245,44.07740,134.94900,168.66600,30.38300,1236.00000,47.14390,195.77650,14.21110,133.03080,131.69940
45,night,243,43.62390,127.82500,170.85400,31.37380,1254.00000,48.74030,195.29140,13.73130,131.94490,127.29160
45,afternoon,248,43.09570,131.44300,172.26600,29.57200,1267.00000,44.59960,197.95110,14.25480,135.59170,131.69370
45,morning,250,41.90570,137.60500,176.20900,30.96790,1331.00000,48.04100,200.69340,13.86120,135.21480,132.99080
46,evening,140,13.96800,70.85300,105.01500,1.90250,775.00000,25.22870,120.50780,6.43140,81.81150,60.67140
46,night,139,13.21050,70.07700,104.79000,1.90580,777.00000,25.04670,119.84760,6.00460,81.54920,59.55540
46,afternoon,143,13.66100,71.87500,108.20800,1.90660,779.00000,25.82720,123.38110,6.22950,84.13110,61.36440
46,morning,144,13.95760,72.73900,108.86100,1.90630,789.00000,25.78220,124.17940,6.35300,84.16400,62.23840
47,evening,162,30.96180,107.20700,99.11200,1.30150,812.00000,26.98760,134.05950,17.91940,88.68980,79.59250
47,night,107,21.17200,70.19500,64.37800,0.41680,627.00000,17.01670,88.33210,12.08740,59.52120,50.63910
47,afternoon,193,31.13960,132.87100,124.41000,1.64250,944.00000,34.52120,159.60160,23.74270,104.93360,105.23340
47,morning,301,51.62090,205.97700,190.92100,4.56400,1660.00000,55.65050,242.43720,32.08220,160.14210,172.92010
48,evening,480,77.01930,303.10800,343.42600,12.72730,2536.00000,82.72910,392.52420,25.42040,264.12720,295.04450
48,night,380,84.72000,227.47800,246.72000,7.01260,2101.00000,60.25010,304.18430,17.97880,206.96740,203.34830
48,afternoon,441,68.70220,276.67000,318.22300,9.37730,2324.00000,78.24860,362.93820,22.12660,240.85520,267.83630
48,morning,478,88.82060,289.62600,329.20500,9.11970,2567.00000,79.69490,389.40700,22.32540,260.79480,270.98940
49,evening,136,8.11470,90.72600,106.07800,11.99590,735.00000,29.01220,116.57240,9.38570,77.98850,82.75900
49,night,140,8.83980,92.80000,109.35800,12.78390,753.00000,28.83790,119.71810,9.55350,80.36260,84.13600
49,afternoon,137,8.18140,90.72600,107.39700,12.27200,762.00000,28.81100,117.34440,9.34720,78.69570,82.65530
49,morning,141,8.46430,94.01700,110.18400,12.34230,763.00000,29.62060,120.54710,9.57140,80.87280,86.01300
50,evening,565,80.54190,351.61400,404.59600,19.11140,2998.00000,103.68140,443.29840,27.47910,316.37800,372.94240
50,night,567,79.90120,352.59400,406.16400,19.15490,3000.00000,103.48050,445.06800,27.40270,317.71850,374.79240
50,afternoon,560,80.03340,348.41700,400.54900,18.95810,2978.00000,102.37800,439.55080,27.05320,313.16420,369.68440
50,morning,556,79.71860,344.09100,397.43900,18.20030,2939.00000,102.35180,436.55030,26.43240,311.69530,366.90640
51,evening,170,19.10250,107.26300,125.67900,9.25520,949.00000,31.68260,145.59640,14.79360,94.30510,92.33550
51,night,201,20.76340,128.19200,147.14400,9.69900,1120.00000,36.79280,170.94480,18.09240,110.96920,111.25650
51,afternoon,301,31.63740,201.16500,217.36700,13.98080,1698.00000,50.70740,254.12960,27.75860,162.65060,176.40650
51,morning,278,28.53090,185.18700,199.60800,14.05720,1601.00000,47.96800,234.26390,25.14760,150.04350,162.04850
52,evening,184,53.36660,116.89890,109.76270,14.87520,990.00000,31.41250,141.18900,11.94530,94.94480,105.98670
52,night,185,53.18610,117.01290,110.07570,13.67530,955.00000,31.77260,142.35090,11.70060,96.48300,104.77270
52,afternoon,180,51.71020,114.54490,106.33870,15.81750,943.00000,30.36070,138.14330,10.87120,92.71390,103.76270
52,morning,183,52.72680,116.47590,108.13470,15.25150,957.00000,30.96710,140.56420,11.19230,94.27440,105.50970
53,evening,31,8.30630,20.46500,19.56700,1.36290,161.00000,5.18890,24.91740,1.85040,15.19950,17.76700
53,night,31,8.30630,20.46500,19.56700,1.36290,161.00000,5.18890,24.91740,1.85040,15.19950,17.76700
53,afternoon,31,8.30630,20.46500,19.56700,1.36290,161.00000,5.18890,24.91740,1.85040,15.19950,17.76700
53,morning,31,8.30630,20.46500,19.56700,1.36290,161.00000,5.18890,24.91740,1.85040,15.19950,17.76700
54,evening,51,13.34330,32.97000,31.64150,3.49890,269.00000,9.15060,40.12790,3.66290,26.90320,31.78000
54,night,46,11.26350,29.54100,29.03300,1.68980,248.00000,8.61240,36.30310,3.34510,24.60150,28.36300
54,afternoon,49,12.11900,31.91800,30.91900,2.64200,265.00000,8.82880,38.54950,3.51590,26.07830,30.91800
54,morning,45,10.35250,29.06500,28.92400,1.68910,240.00000,8.44140,35.76030,3.31640,24.25890,28.19200
55,evening,113,14.73610,77.82200,79.96100,9.90730,595.00000,21.17650,88.13350,7.32750,61.12720,86.53830
55,night,100,12.97330,68.75500,69.65700,10.37410,524.00000,18.08370,77.30830,6.71810,53.80770,76.48330
55,afternoon,122,16.59120,84.17900,85.41900,10.56210,654.00000,23.74150,94.29930,7.82210,65.92930,93.27430
55,morning,117,17.20990,81.35300,81.90200,10.49760,646.00000,22.42760,90.10150,7.64670,63.05010,90.04630
56,evening,52,13.47730,27.55700,36.35100,1.03250,252.00000,17.12340,43.95230,4.79900,27.54650,23.22110
56,night,56,14.69270,29.42000,39.01700,1.04010,267.00000,17.69020,47.10060,5.11210,29.49370,25.91010
56,afternoon,54,13.21990,28.71400,38.23300,0.95510,251.00000,19.22900,45.37580,4.88760,27.85530,24.48980
56,morning,39,10.02760,21.11100,27.54100,0.95020,188.00000,12.44700,32.84760,3.66940,20.53090,18.04580
57,evening,508,77.18040,338.49100,353.03700,18.29120,2768.00000,92.52370,409.91390,32.83930,274.85090,338.85510
57,night,536,81.25390,355.44700,372.51000,18.29690,2914.00000,96.44120,432.73020,34.92270,286.64730,349.45340
57,afternoon,630,100.01120,417.36300,439.29100,19.05000,3531.00000,116.82220,508.56850,41.25690,338.81580,410.20040
57,morning,626,95.11350,414.86500,435.18700,19.50830,3441.00000,114.79680,505.53310,39.95600,335.50980,406.52140
58,evening,52,8.36030,34.55400,36.38800,1.88880,264.00000,10.69710,44.02280,8.30110,27.99040,26.54600
58,night,50,7.83280,32.45900,35.10700,1.90350,253.00000,10.21950,42.27690,8.26630,26.50340,24.97000
58,afternoon,50,7.72700,32.92500,34.77300,1.88880,252.00000,10.50030,42.24390,8.15310,27.05750,25.22700
58,morning,50,7.74750,33.07800,34.73400,1.88880,248.00000,10.35530,42.13110,8.44230,26.69420,25.42000
59,evening,107,20.34580,53.93190,78.42750,22.19530,543.00000,21.34150,87.53880,7.62040,60.96520,45.26130
59,night,75,14.10090,39.02600,55.46350,16.32450,378.00000,15.23790,62.39610,4.49660,43.07180,33.68900
59,afternoon,89,18.31050,45.93390,65.33450,15.16530,452.00000,16.86170,73.69030,5.72950,50.90610,40.11980
59,morning,73,14.93790,37.69600,52.12650,10.37180,373.00000,14.48360,60.20270,4.39030,42.35240,32.01790
60,evening,120,10.51590,62.33500,92.09100,0.82470,653.00000,21.51620,104.32620,5.20610,68.67110,52.65730
60,night,126,9.46710,64.46400,97.53600,1.32930,682.00000,22.09890,109.52660,5.54130,73.09490,54.48620
60,afternoon,121,10.79930,63.03800,92.98000,0.82690,665.00000,21.74820,105.22170,5.25470,69.24530,53.19930
60,morning,147,13.06720,75.50400,112.39700,1.34610,799.00000,25.76570,127.56950,6.30020,85.22590,63.57930
